Source,Target,Label,Fecha
Francisco Canaro,Ernesto Fama,A Quien Le Puede Importar - Remasterizado,1940-01-24
Francisco Canaro,Ernesto Fama,Esta Noche - Remasterizado,1940-01-24
Francisco Canaro,Ernesto Fama,Estrellita Mia - Remasterizado,1940-01-24
Francisco Canaro,Ernesto Fama,Martirio - Remasterizado,1940-01-24
Francisco Canaro,Ernesto Fama,Tormenta - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Noche de Estrellas - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Vanidad - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Que Importa - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Tra-la-La - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,La Zandunga - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Lo Pasao...Paso - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Y No Puede Ser - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,El Paraguero - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,España y Argentina - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Mas Allá - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Te Quiero Todavía - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Mariana - Remasterizado,1939-01-28
Francisco Canaro,Ernesto Fama,Atardecer - Instrumental (Remasterizado),1939-01-28
Francisco Canaro,Ernesto Fama,Por Vos Yo Me Rompo Todo - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Mala Suerte - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Donde Andará - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Mulita - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Nostalgia Gris - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Milongueando - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Al Subir... al Bajar - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Triunfar - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Abandonada - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,¿Qué Es Lo Que Tiene la Bahiana? - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Patria Hermana - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Mosterio - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Olimpia - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Cuartito Azul - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,La Milonga de Buenos Aires - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Todo Te Nombra - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Yo Nací para Querer - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Porque Si - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Sublevación - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,¿Donde Hay un Novio? - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,El Vino Triste - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Tango Amigo - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,No Me Pregunten Porque - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Sinfonía de Arrabal - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,No Hay Tierra Como la Mia - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Algun Dia Te Dire - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Querubin - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Los Granaderos de San Martín - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,El Vals del Estudiante - Remasterizado,1939-01-24
Francisco Canaro,Ernesto Fama,Diez Años - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Decime Adiós - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Te Quiero Mucho Más - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Esquinas Porteñas - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Farolero - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Voy Pidiendo de Rodillas - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Canto - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Negrita de Mi Alma - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,La Canción de los Barrios - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,El Tigre Millan - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Los Amores Con la Crisis - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,El Tango de la Mula - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Yo No Se Porque Te Quiero - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Un Jardín de Ilusión - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Frente al Dolor - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,"Yo Me Llamo ""Juan Te Quiero"" - Remasterizado",1934-01-10
Francisco Canaro,Ernesto Fama,Están de Fiesta en la Estancia - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Lirio Blanco - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Churrasca - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,El Pescante - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Aparcero - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Sin Rumbo - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,No Ensartamos Ni Una - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,¿Por Qué Cierras los Ojos Cuando Besas? - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Rosa de Sangre - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Relámpago de Gloria - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Barcarola del Riachuelo - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Donde Te Cache Sola - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Asturias - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,El Aparecido - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,La Vida Es una Milonga - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Brujerías - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Suavemente - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,La Canción de la Rivera - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,Lina - Remasterizado,1934-01-10
Francisco Canaro,Ernesto Fama,"Que Hacés, Que Hacés? - Remasterizado",1934-01-03
Francisco Canaro,Ernesto Fama,La Cachetada - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Justicia Baturra - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Dolor Gaucho - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,La Mascotita - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Promesa - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Ya Tiene Comisario el Pueblo - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Quisiera Amarte Menos - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Campanas de Bronce - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Milonga - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,"Yo Me Caso, Doña Lola - Remasterizado",1934-01-03
Francisco Canaro,Ernesto Fama,Divina Gitana - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,No Quiero Verlo Más - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Santa Milonguita - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Ya Vendrán Tiempos Mejores - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Fin de Fiesta - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,La Diablita - Remasterizado,1934-01-03
Francisco Canaro,Ernesto Fama,Una Locura de Amor - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,La Charlatana - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,Botines Viejos - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,Ventarron - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,Tu Mentira - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,Mira Mi Retrato de Pibe - Remasterizado,1933-12-26
Francisco Canaro,Ernesto Fama,Con Casa y Sin Mujer - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Si Yo Fuera Millonario - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Sueño Tus Besos - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Sonaste Tiburon - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Sonaste Maneco - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Madrileña Castiza - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Adiós Patria - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Tus Fragancias - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Cuando Se Escriba Tu Historia - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Dónde - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Cantar de los Gitanos - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Silencio - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Noches de Atenas - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Please - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Juramento - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Yo (Me) - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Adiós Juventud - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Yo Quiero Que Sepas - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Cobardía - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Trovero - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Ya Comenzó el Baile - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,La Cariñosa - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Fiesta de Luces - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Mi Viejo Amor - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Milonga del 900 - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Vida Perra - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Pinta Brava - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Lo Que Vieron Mis Ojos - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Andate - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Araca la Cana - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Mareo - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Compañera Gaucha - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,¿Donde Hay un Mango? - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Cara Morena - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Plegaria - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Papel Picado - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Acomodo - Instrumental (Remasterizado),1933-01-07
Francisco Canaro,Ernesto Fama,Churrita - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Tiempo No Es Pa' Casorios - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,La Novia Ausente - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Reja Sevillana - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Campo - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,En Falsa Escuadra - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Si Soy Así - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Chiquilinadas - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,El Rodeo - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,La Canción de Amalia - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Sufro - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Si Se Salva el Pibe - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Cuando Seas Mia - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Bella Gitana - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Hijita - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,A Pesar de Todo - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Hipolito Yrigoyen - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Pipistrela - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Margarita Flor del Monte - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Lucesitas de Mi Pueblo - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Mar Adentro - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,La Gaucha Petrona - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Besame - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Pajarito Errante - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Mi Gloria - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Telarañas - Remasterizado,1933-01-07
Francisco Canaro,Ernesto Fama,Me Enamoré una Vez - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,La Muchachada del Centro - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Dos Amores - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Juanillo - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Secreto - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,"Bernabe, La Fiera - Remasterizado",1932-12-26
Francisco Canaro,Ernesto Fama,La Flor de los Gauchos - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Durazno en Flor - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Guitarra Española - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,El Trapero - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Cuando Vuelva - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Pero Aquel Muchacho - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Triste Queja - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Por Tu Amor - Remasterizado,1932-12-26
Francisco Canaro,Ernesto Fama,Crease o No - Remasterizado,1932-12-19
Francisco Canaro,Ernesto Fama,Volvió la Princesita - Remasterizado,1932-12-19
Francisco Canaro,Ernesto Fama,La Que Murió en París - Remasterizado,1932-12-19
Francisco Canaro,Ernesto Fama,El Gringo Bonachón - Remasterizado,1930-12-05
Francisco Canaro,Ernesto Fama,Bravos Cadetes - Remasterizado,1930-12-05
Francisco Canaro,Ernesto Fama,Las Obreritas Chilenas - Remasterizado,1930-12-05
Francisco Canaro,Ernesto Fama,Asi Canto Yo - Remasterizado,1930-12-03
Francisco Canaro,Agustín Irusta,Gabino,2016-05-18
Francisco Canaro,Agustín Irusta,Rosa Reseca,2016-05-18
Francisco Canaro,Agustín Irusta,Las Margaritas,2015-12-28
Francisco Canaro,Agustín Irusta,Muñeca de Carne,2015-09-22
Francisco Canaro,Agustín Irusta,Alma Tanguera,2015-09-22
Francisco Canaro,Agustín Irusta,La Sevillana del Barbero - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Al Gran Bonete - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Sube y Baja - Instrumental (Remasterizado),1932-12-26
Francisco Canaro,Agustín Irusta,Corazón Desierto - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,"Yes, Yes - Remasterizado",1932-12-26
Francisco Canaro,Agustín Irusta,San Telmo - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Rosa Reseca - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,El Jardín del Amor - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,"Buenas Noches, Querida - Remasterizado",1932-12-26
Francisco Canaro,Agustín Irusta,Mi Provinciana - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Encanto - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Mi China - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Coplas y Toros - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Vito Dumas - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Ventanita Florida - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Silbando - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Vito Dumas Habla al Pueblo de Su Patria - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,"Cule, Cule - Remasterizado",1932-12-26
Francisco Canaro,Agustín Irusta,Llorando Mis Penas - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,La Última Corrida - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,"Hay Peligro en Tus Ojos, Querida - Remasterizado",1932-12-26
Francisco Canaro,Agustín Irusta,Esclavas Blancas - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,"Para Ti, Madre - Remasterizado",1932-12-26
Francisco Canaro,Agustín Irusta,Yo Te Pido Que Me Mires - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Las Margaritas - Remasterizado,1932-12-26
Francisco Canaro,Agustín Irusta,Dama Española - Remasterizado,1932-12-19
Francisco Canaro,Agustín Irusta,Clyde - Remasterizado,1932-12-19
Francisco Canaro,Agustín Irusta,Cariño de Madre - Remasterizado,1932-12-19
Francisco Canaro,Agustín Irusta,Cumpleaños - Remasterizado,1927-09-16
Francisco Canaro,Agustín Irusta,Moneda Falsa - Remasterizado,1927-09-16
Francisco Canaro,Agustín Irusta,"Copetín, Vos Sos Mi Hermano - Remasterizado",1927-09-11
Francisco Canaro,Agustín Irusta,Favorita - Remasterizado,1927-09-11
Francisco Canaro,Agustín Irusta,Pebeta Canyengue - Remasterizado,1927-09-11
Francisco Canaro,Agustín Irusta,Noche de Reyes - Remasterizado,1927-09-11
Francisco Canaro,Agustín Irusta,Fiesta Criolla - Remasterizado,1927-09-11
Francisco Canaro,Agustín Irusta,No Salgas de Tu Barrio - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Calle Corrientes - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Volve Mi Negra - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,¿Cuando Volverás? - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,La Reja - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,El Poncho del Amor - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Amurado - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Viejo Amor - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Los Burros - Remasterizado,1927-09-06
Francisco Canaro,Agustín Irusta,Julián Navarro - Remasterizado,1927-09-05
Francisco Canaro,Agustín Irusta,La Quema - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,El Mal Que Me Hiciste - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Abuelita - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Artículo de Lujo - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Donde Estás Que No Te Veo - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Jinetazo - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Entrá Nomas - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Así Es el Mundo - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Micifuz - Remasterizado,1927-09-04
Francisco Canaro,Agustín Irusta,Puentecito de Plata - Remasterizado,1927-08-23
Francisco Canaro,Agustín Irusta,Que Pare el Baile - Remasterizado,1927-08-23
Francisco Canaro,Agustín Irusta,Barrio Reo - Remasterizado,1927-08-20
Francisco Canaro,Agustín Irusta,Nochebuena - Remasterizado,1927-08-16
Francisco Canaro,Agustín Irusta,Culpable - Remasterizado,1927-08-16
Francisco Canaro,Agustín Irusta,Se Acabaron los Otarios - Remasterizado,1927-08-16
Francisco Canaro,Agustín Irusta,Tanita de la Proa - Remasterizado,1927-08-16
Francisco Canaro,Agustín Irusta,Meditación - Remasterizado,1927-08-16
Francisco Canaro,Agustín Irusta,Gabino - Remasterizado,1927-08-16
Francisco Canaro,Guillermo Coral,Mis Amigos de Ayer,2016-01-14
Francisco Canaro,Guillermo Coral,Mis Amigos de Ayer - Remasterizado,1946-03-13
Francisco Canaro,Guillermo Coral,Juana Rebenque - Remasterizado,1946-03-13
Francisco Canaro,Guillermo Coral,Devolveme Lo Que Es Mio - Remasterizado,1946-03-13
Francisco Canaro,Guillermo Coral,Duelo Criollo - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Quien Más Que Yo - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,En un Barco Velero - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Niebla - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Serafin y Julia Paz - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Pregonera - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,No Llores Nunca Más - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Viernes de Pasión - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Tristeza Criolla - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Margo - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Mañana No Estaras - Remasterizado,1945-03-13
Francisco Canaro,Guillermo Coral,Incomprensión - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,A la Lima y al Limón - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Desagravio - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Tres Palabras - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Como una Herida - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Encuentro - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Tu... El Cielo y Tu - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Toda una Vida - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Miguel Angel - Remasterizado,1945-03-12
Francisco Canaro,Guillermo Coral,Trenzas - Remasterizado,1945-03-12
Francisco Canaro,Mario Alonso,Flor de Arrabal,2012-10-19
Francisco Canaro,Mario Alonso,Por Que Doblan las Campanas,2012-10-19
Francisco Canaro,Mario Alonso,Lo Que Nunca Te Diran,2012-10-19
Francisco Canaro,Mario Alonso,Yo Tambien Soñe,2012-10-19
Francisco Canaro,Mario Alonso,Yo No Se Que,2012-10-19
Francisco Canaro,Mario Alonso,Bailando Me Diste un Beso,2012-10-19
Francisco Canaro,Mario Alonso,Envidia - Remasterizado,1956-04-23
Francisco Canaro,Mario Alonso,Prohibido - Remasterizado,1956-04-23
Francisco Canaro,Mario Alonso,"Brasil, Brasil - Remasterizado",1956-04-23
Francisco Canaro,Mario Alonso,Yo No Se Que Me Han Hecho Tus Ojos - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,El Estrellero - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Noche de Niebla - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Griseta - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,El Chino Pantaleon - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Con Poca Plata - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Aqui Parado en la Esquina - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Una Canción - Remasterizado,1953-03-14
Francisco Canaro,Mario Alonso,Madreselva - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,La Cumparsita - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,Cualquier Cosa - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,Flor de Arrabal - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,Y Siempre la Misma Historia - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,La Jota Cordobesa - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,Bailando Me Diste un Beso - Remasterizado,1952-03-14
Francisco Canaro,Mario Alonso,Una Lagrima Tuya - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Lo Que Nunca Te Diran - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Tu Piel de Jazmín - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Pancho Almada Está de Fiesta - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Vinacho y Vinagrillo - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Yo También Soñé - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Por Que Doblan las Campanas - Remasterizado,1951-03-14
Francisco Canaro,Mario Alonso,Confesión - Remasterizado,1949-03-14
Francisco Canaro,Juan Carlos Rolón,Cuando No Existas Mas,2012-10-19
Francisco Canaro,Juan Carlos Rolón,Cuando el Amor,2012-10-19
Francisco Canaro,Juan Carlos Rolón,Laburo,2012-10-19
Francisco Canaro,Juan Carlos Rolón,Casi Caminando - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Casas Viejas - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Cuando Mi China Se Fue - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Tango Español - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Limosna de Amor - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Cuando el Amor - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Noche Deseada - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Cuando el Dolor Hiere el Alma - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Laburo - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Cañaveral Cubano - Remasterizado,1958-04-23
Francisco Canaro,Juan Carlos Rolón,Cara Sucia - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Tu Boca Mintió - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Al Compás del Corazón - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Historia de un Amor - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,La Calesita - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Destellos - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Corazón Encadenado - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Tangon - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Es Mejor - Remasterizado,1956-04-23
Francisco Canaro,Juan Carlos Rolón,Mi Promesa - Remasterizado,1956-04-23
