Id,Label,id_artista,popularidad,generos_musicales,genero,Grado,Intermediatez,Cercania,Grado,Intermediatez,Cercania
Ariel Rot,Ariel Rot,spotify:artist:5kXK8waG1JeBQ8b5leWNSu,36,"['Pop', 'Rock']",male,9,0.0003913412912412,0.2360047643355453,9,0.00039134129124121134,0.23600476433554535
Pappo,Pappo,spotify:artist:1db5TWniHR7iqwXer7AiQ2,50,"['Rock', 'Metal', 'Alternative']",male,44,0.0220087958977331,0.2447071277346506,44,0.022008795897733184,0.24470712773465067
Alfredo Toth,Alfredo Toth,spotify:artist:6jY5tvGdUYfG9E1GXlnTGp,4,['Rock'],male,3,5.012787392631518e-05,0.2140432098765432,3,5.012787392631518e-05,0.2140432098765432
El Kuelgue,El Kuelgue,spotify:artist:6jRUKVZllu1wtgXHbqvUmT,54,"['Rock', 'Reggae', 'Alternative']",No se el género,6,0.0004420728936778,0.215674078681387,6,0.00044207289367789157,0.21567407868138702
Connie Isla,Connie Isla,spotify:artist:3rRWzsERkCNBl27Nih029a,39,['Pop'],female,4,0.0016433948220653,0.199568345323741,4,0.0016433948220653256,0.19956834532374101
Manuel Moretti,Manuel Moretti,spotify:artist:2OHC8FLow0MAt62MoMRzZk,27,"['Pop', 'Rock']",male,4,0.0015507733015194,0.1948581062096094,4,0.0015507733015194653,0.19485810620960944
Chocolate Fogo,Chocolate Fogo,spotify:artist:0MMbInVw5PpAi2TAvbDtLP,8,[],No se el género,2,0.0,0.1917334807851811,2,0.0,0.1917334807851811
Lucia Galan,Lucia Galan,spotify:artist:5WX8pBPYya8duzqxGktzIh,25,[],female,1,0.0,0.183927861026389,1,0.0,0.18392786102638908
Violeta Rivas,Violeta Rivas,spotify:artist:37wvb2slf0x1R2W9xIUsWw,24,"['Pop', 'Rock']",female,2,0.0004735445962071,0.2224182168056446,2,0.00047354459620718,0.22241821680564464
Libertad Lamarque,Libertad Lamarque,spotify:artist:4obTALkglm8PARkVVik9KZ,27,['Tango'],female,1,0.0,0.183927861026389,1,0.0,0.18392786102638908
King Clave,King Clave,spotify:artist:71FVpPyLHxYTn3CfUOJq7f,45,"['Pop', 'Rock']",male,6,0.0,0.183927861026389,6,0.0,0.18392786102638908
El Simbolo,El Simbolo,spotify:artist:276SjaOhqPfWqk3eDTDrz3,47,[],No se el género,3,0.0016302070711307,0.2056947946018092,3,0.0016302070711307498,0.20569479460180928
Fernando Samalea,Fernando Samalea,spotify:artist:4ttOol0gPD8eTWKuAYK0PP,7,"['Tango', 'Rock']",male,15,0.0037013668858566,0.2278626581238705,15,0.003701366885856651,0.22786265812387055
Estela Raval,Estela Raval,spotify:artist:5iBkOOIEEgRYqoPEtl3TWM,28,['Folklore'],female,1,0.0,0.2192885375494071,1,0.0,0.2192885375494071
Ligia Piro,Ligia Piro,spotify:artist:2qE3UfT4wnrBpmJ2lbtB9q,26,['Jazz'],female,7,0.0011725759293899,0.2205087440381558,7,0.0011725759293899547,0.2205087440381558
María Martha Serra Lima,María Martha Serra Lima,spotify:artist:03vv0WEv8o8eeVgeXBVHdP,39,['Pop'],female,4,0.0015114271925783,0.2212121212121212,4,0.001511427192578362,0.22121212121212122
Maria Volonte,Maria Volonte,spotify:artist:5C1ZBqt6NoORyfsT05X9EJ,8,[],female,2,0.0,0.2200888606791494,2,0.0,0.22008886067914948
Chico Novarro,Chico Novarro,spotify:artist:53EZ5ABP35N5oPGYTvjwU7,29,"['Jazz', 'Pop', 'Tango', 'Cumbia', 'Rock']",male,4,0.0063967410575974,0.2240710823909531,4,0.0063967410575974555,0.22407108239095316
Cacho Tirao,Cacho Tirao,spotify:artist:78tiXC9u3a6PyQHB94GBnV,25,['Tango'],male,20,0.0119700075103391,0.2552917356893061,20,0.011970007510339137,0.2552917356893061
Los Guarros,Los Guarros,spotify:artist:6QcCAqoq8aSa6fi5uAYled,14,['Rock'],No se el género,1,0.0,0.1956552405134715,1,0.0,0.19565524051347158
La Barra,La Barra,spotify:artist:0QIeOzcA4xi1RMwXWPdl14,50,[],No se el género,2,0.0,0.1733100087467199,2,0.0,0.17331000874671998
Magui Olave,Magui Olave,spotify:artist:1kfrmHoRbXekpUf2iM6zBE,42,[],No se el género,2,0.0014419610670511,0.1722553402881271,2,0.0014419610670511895,0.17225534028812717
Brian Lanzelotta,Brian Lanzelotta,spotify:artist:6SV6TCY7KVVWmAhnX5WnS3,33,"['Pop', 'Cumbia']",No se el género,2,0.0014419610670511,0.1733316670832292,2,0.0014419610670511895,0.1733316670832292
Agos Nisi,Agos Nisi,spotify:artist:2PaIU0s55Sglwuq0zMLRFM,0,[],female,1,0.0,0.1723409542743538,1,0.0,0.17234095427435386
Maria José Demare,Maria José Demare,spotify:artist:52bh3UorKsTwG9Rl8iDiJ8,4,[],female,11,0.0056851160343147,0.2546823356591994,11,0.005685116034314779,0.2546823356591994
Juan Ramon,Juan Ramon,spotify:artist:6Ff5ifsGeDGD8nwShPI0Gw,13,[],male,1,0.0,0.2042409070829038,1,0.0,0.20424090708290385
Alberto Cortez,Alberto Cortez,spotify:artist:0Iww53p8UY2oYtQhfzsSY9,47,"['Pop', 'Folklore']",male,23,0.0001380142009332,0.2130241130394716,23,0.00013801420093320085,0.21302411303947166
Lola Arias,Lola Arias,spotify:artist:53eB0ZnT2mF21xdu9JPDVs,4,[],female,19,0.0,0.1564226908762828,19,0.0,0.15642269087628285
Rosario Bléfari,Rosario Bléfari,spotify:artist:048Ps9xL1nU6dsliRDJi3y,28,"['Rock', 'Alternative']",female,1,0.0,0.1724695349415568,1,0.0,0.17246953494155684
Sara Hebe,Sara Hebe,spotify:artist:4pFUriuYqqAmBCvqF9o6LW,46,"['HipHop', 'Cumbia', 'Punk', 'Rap']",female,29,0.0097996235592965,0.205420616113744,29,0.009799623559296542,0.20542061611374407
Potra,Potra,spotify:artist:2qP9rlQySpfxXYrHZ8IkAO,15,[],No se el género,1,0.0,0.1688991719434973,1,0.0,0.16889917194349732
Cristian Zárate,Cristian Zárate,spotify:artist:3DxNxcSmNfdPAmxTNcPGCd,10,[],male,70,0.006344840633191,0.2360851063829787,70,0.006344840633191068,0.23608510638297872
Leonardo Suarez Paz,Leonardo Suarez Paz,spotify:artist:0xloWULNg6JINYMYocvL0f,0,[],male,3,0.0003068981104161,0.2139771675408824,3,0.0003068981104161383,0.21397716754088245
Osvaldo Requena,Osvaldo Requena,spotify:artist:0u4Ts2jzqhhQxgnIgLB9E0,1,['Tango'],male,13,0.0002102631762115,0.2133846153846154,13,0.00021026317621157978,0.2133846153846154
Angel Villoldo,Angel Villoldo,spotify:artist:58zqZbO02GoqvH117YPH5D,5,[],male,5,7.4674780071279e-05,0.2026592635885447,5,7.4674780071279e-05,0.20265926358854472
Carlos Guastavino,Carlos Guastavino,spotify:artist:5tsUYkQxnLGOzfj31dWmvL,23,[],male,147,0.0063616689301259,0.2269677630502372,147,0.006361668930125998,0.22696776305023728
Juan Lauga,Juan Lauga,spotify:artist:6P20S9msop8UKKqOwZJNHF,0,['Tango'],male,1,0.0,0.1843434343434343,1,0.0,0.18434343434343434
Saul Cosentino,Saul Cosentino,spotify:artist:5By5B7dqOWnPsZvhbk6LJ3,2,[],male,81,0.0191161432183466,0.2407568130532893,81,0.01911614321834667,0.24075681305328936
Luis Gianneo,Luis Gianneo,spotify:artist:6GbjnWeQqrEb6FvCY76V7W,2,[],male,73,8.946064694112807e-05,0.1953246021687086,73,8.946064694112807e-05,0.19532460216870864
Eduardo Falú,Eduardo Falú,spotify:artist:3GmAEo2lOqrVb7BrHvUS5M,26,['Folklore'],male,25,0.0041136487531915,0.2315525876460768,25,0.004113648753191532,0.2315525876460768
Francisco Fiorentino,Francisco Fiorentino,spotify:artist:0chC6Ta4I8hpmaZ28GUdMT,26,['Tango'],male,44,0.014746917410243,0.241932670504099,44,0.014746917410243043,0.24193267050409908
Roberto Rufino,Roberto Rufino,spotify:artist:77lIcMj8n8EME52oE0pcxN,23,['Tango'],male,48,0.0008596034383569,0.2137463399599322,48,0.0008596034383569672,0.2137463399599322
Aldo Calderón,Aldo Calderón,spotify:artist:0kvB65iiRFMo0m4KHSvBas,2,[],male,4,0.0,0.2078836930455635,4,0.0,0.20788369304556356
Jorge Casal,Jorge Casal,spotify:artist:6L7O04OiT9fGaG5jdfY5ox,7,['Tango'],male,8,0.0,0.2091375150784077,8,0.0,0.20913751507840772
Raul Beron,Raul Beron,spotify:artist:5MUxvhkKJ6F52OtoV3i93A,16,[],male,42,4.783328201795398e-05,0.2083208170621808,42,4.783328201795398e-05,0.20832081706218084
Roberto Grela,Roberto Grela,spotify:artist:4NkIT9ejpKX3c6zfz3VzrT,20,['Tango'],male,33,0.0051963977461074,0.221388667198723,33,0.005196397746107424,0.22138866719872308
Amadeo Mandarino,Amadeo Mandarino,spotify:artist:05KONw4k9cdArmCSNtLFpd,1,['Tango'],male,1,0.0,0.2078836930455635,1,0.0,0.20788369304556356
Rodolfo Biagi,Rodolfo Biagi,spotify:artist:50BzmPPHNTQjeLW5JvrZJs,30,['Tango'],male,267,0.0167741547993721,0.2292183110229714,267,0.016774154799372117,0.2292183110229714
Carlos Di Sarli,Carlos Di Sarli,spotify:artist:0gAbrqBahiaTF69TmVb9fQ,36,['Tango'],male,247,0.0100011146789609,0.2151054590570719,247,0.010001114678960902,0.21510545905707196
Osvaldo Fresedo,Osvaldo Fresedo,spotify:artist:30tf3CsLuv3h4nR6n7ianI,25,['Tango'],male,75,0.0128191915932566,0.2177394034536891,75,0.01281919159325665,0.21773940345368917
Alfredo Gobbi,Alfredo Gobbi,spotify:artist:62ABL5pqowZJin1fkheWo7,22,['Tango'],male,47,0.0049487983331248,0.2105982386881263,47,0.004948798333124886,0.21059823868812633
Julio De Caro,Julio De Caro,spotify:artist:5sH2omybKmPkkDYHzpyseu,22,['Tango'],male,82,0.0136361438136896,0.2196010132995566,82,0.013636143813689694,0.21960101329955667
Alfredo De Angelis,Alfredo De Angelis,spotify:artist:1T5fdN2r38UO5jz6cb4tHD,38,['Tango'],male,211,0.0046627065275332,0.2109184914841849,211,0.004662706527533286,0.21091849148418493
Roberto Firpo,Roberto Firpo,spotify:artist:57r4BX1GO0yZfvh0hoE4nT,19,['Tango'],male,105,0.0107986138673633,0.2149054849705609,105,0.010798613867363334,0.2149054849705609
Ricardo Tanturi,Ricardo Tanturi,spotify:artist:2qMnZ26W08LGkJx2WfM6DK,28,['Tango'],male,86,0.0054632517284741,0.2208247094411718,86,0.0054632517284741635,0.2208247094411718
Horacio Salgán,Horacio Salgán,spotify:artist:2Bh9iQTtKB9vzl6iLtwZ9W,21,['Tango'],male,36,0.0023719364002382,0.224034889355516,36,0.002371936400238283,0.22403488935551608
Antonio Carrizo,Antonio Carrizo,spotify:artist:7rDJMckKZVBWV6U3eA9Ap4,1,[],male,8,0.0,0.2151388242593454,8,0.0,0.21513882425934544
Atilio Stampone y su Orquesta Tipica,Atilio Stampone y su Orquesta Tipica,spotify:artist:7BaxhBweRJpcPzkowkOquu,25,[],No se el género,9,0.0,0.2151388242593454,9,0.0,0.21513882425934544
Sexteto Tango,Sexteto Tango,spotify:artist:0XRtBMgyBDVmBKAR2mqmR4,11,['Tango'],No se el género,5,0.0,0.2151388242593454,5,0.0,0.21513882425934544
Púrpura Pansa,Púrpura Pansa,spotify:artist:3S0p6wFjHGXLJ5QUaeYJc6,3,[],No se el género,5,0.0,0.2079460269865067,5,0.0,0.20794602698650674
Osvaldo Pugliese,Osvaldo Pugliese,spotify:artist:2HO9rAU2R7CRnmhx0ytN41,37,['Tango'],male,178,0.0397604451794665,0.2295217607148767,178,0.03976044517946654,0.2295217607148767
Camerata Bariloche,Camerata Bariloche,spotify:artist:3vWOBUq3oL2UyI0FlKYDic,7,[],No se el género,32,0.0064992680135322,0.2262273691078127,32,0.006499268013532256,0.22622736910781274
Hugo Romero,Hugo Romero,spotify:artist:0K3OMNOb1H2pis6fioh2qY,0,[],male,7,0.0001502014677753,0.2086341756919374,7,0.0001502014677753712,0.20863417569193743
Ernesto Jodos,Ernesto Jodos,spotify:artist:7CMEUsgU1PmgGWgJbxXEKb,6,['Jazz'],male,30,0.003597501234503,0.2087283671933784,30,0.0035975012345030315,0.20872836719337848
Maximo Diego Pujol,Maximo Diego Pujol,spotify:artist:7vaQnHl1Lilh5EtrWX36YP,29,['Tango'],male,94,0.0216160873777644,0.2457912457912457,94,0.021616087377764496,0.24579124579124578
Carlos Moscardini,Carlos Moscardini,spotify:artist:0yTPyCny2T9VZmIrPvfIQD,26,[],male,7,0.0026677513270943,0.2383161512027491,7,0.0026677513270943675,0.23831615120274915
Sergio Natali,Sergio Natali,spotify:artist:4D6fUZqicWz4qFFdoWaN6Q,1,[],male,2,0.0,0.2230979572140904,2,0.0,0.2230979572140904
Pepe Ferrer,Pepe Ferrer,spotify:artist:5g2q3dfpl3Zz53gQnY7h7K,0,[],male,1,0.0,0.2230979572140904,1,0.0,0.2230979572140904
Marcelo Coronel,Marcelo Coronel,spotify:artist:2Y1jeDSIJbFlhRIUUYn3Qw,2,[],male,6,0.0,0.2251623376623376,6,0.0,0.22516233766233767
Julio Santillan,Julio Santillan,spotify:artist:6LXk56Uhs9RBXSn1CcQdhw,0,[],male,2,0.0004568275695543,0.2352043411904358,2,0.0004568275695543685,0.23520434119043582
Mariano Mores,Mariano Mores,spotify:artist:7Erj4RY7uctPQKcfSUMe3x,30,['Tango'],male,35,0.0106782684417476,0.2295977487170998,35,0.010678268441747608,0.22959774871709981
Julian Plaza,Julian Plaza,spotify:artist:0TnzChxXy6cEruUOswhF2f,4,[],male,2,0.0,0.2230979572140904,2,0.0,0.2230979572140904
Pedro Laurenz,Pedro Laurenz,spotify:artist:5UGl3tpHti3d06IXlMoZx2,27,['Tango'],male,26,0.0095732538269496,0.2342905405405405,26,0.00957325382694963,0.23429054054054055
Narciso Saúl,Narciso Saúl,spotify:artist:43M9G0oN7c2agT8pYkUIii,9,[],male,2,1.334673082923038e-05,0.2268935056437101,2,1.334673082923038e-05,0.22689350564371014
Hector Ayala,Hector Ayala,spotify:artist:7CJPDyyeZ2Qets8c2i39cx,17,[],male,7,0.0,0.2230979572140904,7,0.0,0.2230979572140904
Walter Heinze,Walter Heinze,spotify:artist:2kK7cTKDllW6NFtFlPi2p9,9,[],male,9,0.0003520618517944,0.2257854468500732,9,0.0003520618517944589,0.22578544685007326
Orquesta Filarmonica De Buenos Aires,Orquesta Filarmonica De Buenos Aires,spotify:artist:6y8opLXKsuQsUpbsdjKGgz,0,[],No se el género,1,0.0,0.1846624950073226,1,0.0,0.1846624950073226
Demian Chorovicz,Demian Chorovicz,spotify:artist:13brZH2hCfStTQIVXLxrYK,10,[],male,15,0.0,0.193606923506421,15,0.0,0.193606923506421
Ubaldo De Lio,Ubaldo De Lio,spotify:artist:44B4fZoPUd9dk4vtLAQnBC,11,['Tango'],male,14,0.0011469902445038,0.2116587822371433,14,0.001146990244503895,0.2116587822371433
Carlos Pesce,Carlos Pesce,spotify:artist:3Z3BWlR90ODdf0xOXmqefO,0,['Tango'],male,4,0.0,0.2004335260115607,4,0.0,0.2004335260115607
Antonio Polito,Antonio Polito,spotify:artist:0IdBaFIypYTGX5vcLSq9gU,0,[],male,6,0.0005433399511502,0.2017161140197789,6,0.0005433399511502416,0.20171611401977893
Juan José Mosalini,Juan José Mosalini,spotify:artist:6GW5iZCGywgT40khnKoES6,8,['Tango'],male,26,0.0041986731183459,0.2186662462557149,26,0.004198673118345909,0.21866624625571496
Sebastian Piana,Sebastian Piana,spotify:artist:0oTwcgd222TeuB2a6EZP9H,3,['Tango'],male,6,0.0032996054157964,0.2177052268089782,6,0.0032996054157964135,0.2177052268089782
Fede Gareis,Fede Gareis,spotify:artist:3PzTxYLLpGyRX9U9aPbgHB,0,[],male,6,0.0,0.1957657021877205,6,0.0,0.19576570218772055
Nini Flores,Nini Flores,spotify:artist:2L6mboWstcbFLClRW0ckjL,7,[],male,1,0.0,0.1957657021877205,1,0.0,0.19576570218772055
Julio Pane,Julio Pane,spotify:artist:4LfXtXfhAtyH6Htp0x0mUV,10,[],male,3,0.0001440135589666,0.2183908045977011,3,0.00014401355896660802,0.21839080459770116
Lola Ponce,Lola Ponce,spotify:artist:6GjbWWx5Zmmwc5lSF8095y,28,"['Pop', 'Rock']",female,3,0.0,0.2081957370159111,3,0.0,0.20819573701591113
Lorelei Taron,Lorelei Taron,spotify:artist:4BgKgow0sYMYbeCwch19Bo,41,[],female,3,0.0,0.2081957370159111,3,0.0,0.20819573701591113
Jambao,Jambao,spotify:artist:37zUz0gjTaNCWTOymnuWGG,52,['Cumbia'],No se el género,4,0.00175918905336,0.1962921030285876,4,0.001759189053360083,0.1962921030285876
Oscar Belondi,Oscar Belondi,spotify:artist:5tHwSexlHs2HGihqfOoWNM,28,[],male,6,7.90144075993714e-05,0.1888102368635992,6,7.90144075993714e-05,0.18881023686359924
La Repandilla,La Repandilla,spotify:artist:4TeM4orWQq9H1Wj2intCub,48,['Cumbia'],No se el género,6,0.0009361984494907,0.2059697059697059,6,0.0009361984494907477,0.20596970596970596
Santiago Moraes,Santiago Moraes,spotify:artist:2pfLPT9ZTkPrLd8ZJiDBld,16,[],male,2,0.0014419610670511,0.1709601873536299,2,0.0014419610670511895,0.17096018735362997
Celina Varela,Celina Varela,spotify:artist:2LWkZ1ShsBKQJvEhQ0BGuk,0,[],female,12,0.0,0.1708759393864728,12,0.0,0.17087593938647283
Ciro y los Persas,Ciro y los Persas,spotify:artist:2Eo4Yaukt9d6dnZrY5hQKi,60,"['Rock', 'Alternative']",No se el género,3,0.0002963518985063,0.1955724760293288,3,0.00029635189850634277,0.1955724760293288
Piti Fernández,Piti Fernández,spotify:artist:4PJtMqmJX54aKaztYQfFYb,41,"['Rock', 'Reggae']",male,6,0.0031245586434096,0.2052382361645457,6,0.0031245586434096345,0.20523823616454573
"Javier ""La Pepa"" Brizuela","Javier ""La Pepa"" Brizuela",spotify:artist:1WuV3Ckw4mdPZnXwUvUoel,9,[],male,1,0.0,0.1897141293940637,1,0.0,0.18971412939406374
"Martín ""Mono"" Fabio","Martín ""Mono"" Fabio",spotify:artist:6AFfpDrjHzltnml4HygkvC,11,[],male,1,0.0,0.1897141293940637,1,0.0,0.18971412939406374
El Otro Yo,El Otro Yo,spotify:artist:3iSYxEandRd7lJSmxWHXkk,32,"['Rock', 'Punk', 'Alternative']",No se el género,3,0.0028818413822018,0.174905422446406,3,0.0028818413822018726,0.17490542244640606
Romina Cohn,Romina Cohn,spotify:artist:2IZzBDyzXaUQ7pu9gbmXI8,5,['Electronica'],female,1,0.0,0.1748172422485505,1,0.0,0.17481724224855055
Altocamet,Altocamet,spotify:artist:0ZqTqI2yIMAtxEfDi0ZODe,10,['Alternative'],No se el género,11,0.0061116149780622,0.1914423740510697,11,0.006111614978062292,0.1914423740510697
Bruno Galindo,Bruno Galindo,spotify:artist:6h9pNPHH7lzji2orGktjdN,18,[],No se el género,4,0.0,0.1748172422485505,4,0.0,0.17481724224855055
Walter Meza,Walter Meza,spotify:artist:5wSEBJTNePVQJyveXptJxE,5,['Metal'],male,1,0.0,0.1915216790941729,1,0.0,0.1915216790941729
Juliana Gattas,Juliana Gattas,spotify:artist:4beHLf0L7m2eBwhyifF9Kn,29,[],female,5,0.0015129337412073,0.2240710823909531,5,0.001512933741207317,0.22407108239095316
Milrayos,Milrayos,spotify:artist:1UsjNWRCoTx3Y2beFtFyq2,4,[],No se el género,2,0.0,0.1874324324324324,2,0.0,0.18743243243243243
Vitillo Ábalos,Vitillo Ábalos,spotify:artist:3yl80HDvTxgxH6DvodRilJ,3,[],male,1,0.0,0.183320116309807,1,0.0,0.18332011630980702
Julian Kartun,Julian Kartun,spotify:artist:04f2OyzgBLH7Wh4m57OPv8,36,[],male,2,0.0001334783126071,0.192318358291736,2,0.0001334783126071226,0.192318358291736
Pablo Vidal,Pablo Vidal,spotify:artist:7FKeMwquuGvtbBmSIHCYcC,10,['Jazz'],male,1,0.0,0.180646001562907,1,0.0,0.180646001562907
De La Rivera,De La Rivera,spotify:artist:4U48zETkokPB76fnXQiO2b,22,['Alternative'],No se el género,7,0.0022854142626739,0.2144403215831787,7,0.0022854142626739455,0.21444032158317872
Silvina Moreno,Silvina Moreno,spotify:artist:2wMN1UAgISJA8yQusQL18G,38,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,2,0.001008089256807,0.2017748036077975,2,0.0010080892568070279,0.2017748036077975
Nolberto Al k la,Nolberto Al k la,spotify:artist:0y2UIyqXN4KctxsMLgSMhm,41,['Cumbia'],No se el género,4,0.0016020177673911,0.2043612789155739,4,0.00160201776739113,0.2043612789155739
Tei Shi,Tei Shi,spotify:artist:1xcMOgFUM1IYZE22YjCvsL,48,"['Pop', 'R&B', 'Alternative']",female,1,0.0,0.1738530960140386,1,0.0,0.17385309601403862
Daniela Spalla,Daniela Spalla,spotify:artist:2VSRhqonKsL7KRAIk8SMmt,57,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,2,7.53864317160519e-05,0.1780259273520729,2,7.53864317160519e-05,0.1780259273520729
FLORIAN,FLORIAN,spotify:artist:6C3bLjpIfVoapHjMfpYAy2,26,['Alternative'],male,1,0.0,0.1643949271067915,1,0.0,0.16439492710679152
Delfina Campos,Delfina Campos,spotify:artist:4d0lC4AT0DwcybhN6SSB0G,31,"['Rock', 'Alternative']",female,1,0.0,0.1635034775433219,1,0.0,0.16350347754332195
Galean,Galean,spotify:artist:3usCwS0jcb6SFJe3ZPiFA8,7,['Electronica'],male,1,0.0,0.1709180529882933,1,0.0,0.1709180529882933
Mariano Godoy,Mariano Godoy,spotify:artist:7gpYDxVfirNyKXORQncECR,25,['Alternative'],male,1,0.0,0.1709180529882933,1,0.0,0.1709180529882933
Francisca y Los Exploradores,Francisca y Los Exploradores,spotify:artist:2axDF0woEL8GYIoW93gPPf,32,"['Rock', 'Alternative']",No se el género,5,0.0034857028975329,0.2188732838882752,5,0.0034857028975329926,0.2188732838882752
Jazmin Esquivel,Jazmin Esquivel,spotify:artist:0fIYDdq51EapT0JErprhvm,0,[],female,1,0.0,0.1709180529882933,1,0.0,0.1709180529882933
Julio Franchi,Julio Franchi,spotify:artist:3TeDjB8WPQ9bfPY1rThZAt,7,['Alternative'],male,1,0.0,0.1709180529882933,1,0.0,0.1709180529882933
Juan Carlos Tolosa,Juan Carlos Tolosa,spotify:artist:7vVE1WJaN5F1C7IsO1OQN0,10,[],male,14,0.0,0.1568472237928304,14,0.0,0.15684722379283048
Alejandro Manzoni,Alejandro Manzoni,spotify:artist:1Nr4ZefadwBH0cQrjnHMtE,0,[],male,1,0.0,0.2066756072120399,1,0.0,0.20667560721203992
Guadalupe Gómez,Guadalupe Gómez,spotify:artist:06HmXqT0IRQfut1o11YDHd,5,[],female,9,0.0,0.2066756072120399,9,0.0,0.20667560721203992
Alejandro Franov,Alejandro Franov,spotify:artist:2ocOLQWZUMc8Q1BjjGyvjz,6,[],male,3,0.0004999933935363,0.2081644904697583,3,0.0004999933935363644,0.20816449046975838
Miriam García,Miriam García,spotify:artist:2mOHlObkV2dhspvDzllGOS,19,[],female,6,0.0007302298598664,0.1970730321113953,6,0.0007302298598664137,0.1970730321113953
Kaleema,Kaleema,spotify:artist:7o5v2sjfFaMOgUKtfMQRWW,26,[],female,8,0.0018648294758597,0.1914952367803396,8,0.0018648294758597673,0.19149523678033964
Frikstailers,Frikstailers,spotify:artist:3kGiP6mQDtEZG5UD7mAlBH,18,['Cumbia'],No se el género,3,0.001247325444035,0.2176369056959046,3,0.0012473254440350352,0.2176369056959046
Thornato,Thornato,spotify:artist:6ghG9s4GfKVwxKtSdCtgwP,40,[],male,3,0.0001653381786251,0.191389540499517,3,0.00016533817862514352,0.19138954049951704
King Coya,King Coya,spotify:artist:0HrREC22dh7WCLLtf5Tewy,25,"['Cumbia', 'Folklore']",male,8,0.0010694083158215,0.1994822378829282,8,0.0010694083158215616,0.19948223788292824
El Remolón,El Remolón,spotify:artist:2ubr2Ri0ue6a0XHFWLJyaR,28,['Cumbia'],male,16,0.0222413600580675,0.231320880587058,16,0.022241360058067535,0.23132088058705805
SidiRum,SidiRum,spotify:artist:6aCzyU3S7tQc31Cv09EcYu,30,[],No se el género,13,0.001712838428023,0.1889388366707533,13,0.0017128384280230887,0.1889388366707533
Barrio Lindo,Barrio Lindo,spotify:artist:6AHDMBhI1OTokvO5DkBB9p,32,['Folklore'],male,11,0.0036660048792529,0.1903650837222069,11,0.003666004879252947,0.19036508372220698
Fauna,Fauna,spotify:artist:3FH2vhSAC0MVydlM1db1tv,21,['Cumbia'],No se el género,2,0.0,0.1962365591397849,2,0.0,0.19623655913978494
Wenceslada,Wenceslada,spotify:artist:6ocPxR8KkxBQmMB41CqeKU,12,[],female,6,0.0002436321077507,0.1862244897959183,6,0.0002436321077507298,0.18622448979591838
Princesa,Princesa,spotify:artist:72hn6ql4BrmF1BOuwaqnWT,8,[],No se el género,2,0.0008778549358921,0.1999711649365628,2,0.0008778549358921705,0.19997116493656286
Fémina,Fémina,spotify:artist:6Saxi5uCjuMzIGcqqvTumR,44,"['Folklore', 'Rap', 'Alternative']",No se el género,4,0.0017780283041421,0.1906529209621993,4,0.001778028304142184,0.19065292096219932
Hermetics,Hermetics,spotify:artist:4FOl3ytTF0JV9hh9rsv03u,13,[],male,1,0.0,0.1859997317956282,1,0.0,0.18599973179562826
LUVI TORRES,LUVI TORRES,spotify:artist:0U6e4AWJDteC3blrD46avQ,19,[],female,8,0.0026877081979603,0.2171938615721891,8,0.0026877081979603734,0.21719386157218917
Paloma del Cerro,Paloma del Cerro,spotify:artist:6jCZSq4NyG2Ry0LyKHqClp,36,['Folklore'],female,9,0.0073524995508122,0.2132533825338253,9,0.007352499550812204,0.21325338253382534
Gus Goncalves,Gus Goncalves,spotify:artist:32ZS8Tpe0xWuLP3LZE8a4C,3,[],male,2,0.0001605720573109,0.1861744966442953,2,0.000160572057310954,0.1861744966442953
Shaman Herrera,Shaman Herrera,spotify:artist:6v6Zd9sNdAHCHBrrIs58So,11,"['Folklore', 'Rock']",male,5,0.0014419610670511,0.1860496311200536,5,0.0014419610670511895,0.18604963112005365
Matías Méndez,Matías Méndez,spotify:artist:4Z4xMf2xHuZ6iXpw6Wkhxg,5,['R&B'],male,2,0.0006612539353491,0.1989956958393113,2,0.0006612539353491478,0.19899569583931134
Pedro Rossi,Pedro Rossi,spotify:artist:56lOMVymgFR7ay0cyhoodZ,1,[],male,25,0.0016683301738278,0.1861744966442953,25,0.0016683301738278633,0.1861744966442953
Martín Pantyrer,Martín Pantyrer,spotify:artist:756n9N9pvvZAhqG43CuweV,1,[],male,8,0.0001565985686455,0.1852791878172588,8,0.00015659856864551816,0.18527918781725888
Jeronimo Carmona,Jeronimo Carmona,spotify:artist:1aWDZz3CHFBlXquod6WKvd,4,[],male,11,0.0,0.1846624950073226,11,0.0,0.1846624950073226
Ezequiel Cantero,Ezequiel Cantero,spotify:artist:5hALmrTt4xrYMbXi78Mgui,1,[],male,14,7.813745972073982e-05,0.1941489361702127,14,7.813745972073982e-05,0.19414893617021275
Angel Dominguez,Angel Dominguez,spotify:artist:5GoP3TFHNQoim3g2esHMJX,0,[],male,11,0.0,0.1770487618075057,11,0.0,0.17704876180750576
Agustín Bardi,Agustín Bardi,spotify:artist:0x7NI5V4gHhF9BMLoS09Fr,2,['Tango'],male,30,0.0151520691914966,0.2098970944309927,30,0.015152069191496682,0.20989709443099275
Vicente Salerno,Vicente Salerno,spotify:artist:1wHeN5PrCuo3InrSB4kLU3,2,[],male,1,0.0,0.1770487618075057,1,0.0,0.17704876180750576
