Id,Label,id_artista,popularidad,generos_musicales,genero,Grado,Intermediatez,Cercania,Grado,Intermediatez,Cercania
Tangoloco (Daniel García Quinteto),Tangoloco (Daniel García Quinteto),spotify:artist:6kFy4Ql2YEcpaElKcnBGkj,9,[],No se el género,8,0.0036872544065413,0.2561876616180273,8,0.0036872544065413007,0.25618766161802736
Lisandro Aristimuño,Lisandro Aristimuño,spotify:artist:0ovfSEcDqepf0vqJc811zQ,49,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,9,0.0047100322592502,0.2614514608859566,9,0.004710032259250297,0.26145146088595667
Lidia Borda,Lidia Borda,spotify:artist:1SkyJrTK7wUmLxV9H7ekBt,23,['Tango'],female,101,0.0138368299080703,0.2593008038885773,101,0.013836829908070373,0.2593008038885773
Manu Sija,Manu Sija,spotify:artist:0YJbC4MQ0KFv3bhFz8uUnx,14,['Folklore'],male,6,0.0035560070509228,0.2548227080654051,6,0.0035560070509228895,0.25482270806540513
Rocío Quiroz,Rocío Quiroz,spotify:artist:43PjjBbR7LawCx75hCbLmn,43,"['Pop', 'Cumbia']",female,5,0.0006998829242466,0.2479885571249776,5,0.0006998829242466517,0.24798855712497764
Natalie Perez,Natalie Perez,spotify:artist:1Y99HOeRzRc27my6NJE3rE,57,"['Pop', 'Cumbia']",female,5,0.0014740705524459,0.2528714676390155,5,0.0014740705524459218,0.2528714676390155
José Colangelo,José Colangelo,spotify:artist:2cBDNCWJR1YBWMGBxZDPgW,4,[],male,20,0.0010026351499963,0.2243973467076525,20,0.0010026351499963428,0.2243973467076525
Federico Lechner,Federico Lechner,spotify:artist:5tEyp8bbcmlvlJHfGqzKui,9,[],male,9,0.0,0.2026592635885447,9,0.0,0.20265926358854472
Daniel Altamirano,Daniel Altamirano,spotify:artist:1aI3fe7Zgy101dUMankLRx,23,"['Chamame', 'Folklore']",male,1,0.0,0.2139771675408824,1,0.0,0.21397716754088245
Ramón Navarro,Ramón Navarro,spotify:artist:3c9gEcnCgfUmMrkITo3hac,11,[],male,54,0.0098560725463695,0.2436753338018271,54,0.009856072546369565,0.24367533380182713
Demi Carabajal,Demi Carabajal,spotify:artist:5CQzGDENGT9jsefa285qId,28,['Folklore'],male,12,0.0033703162171027,0.2224182168056446,12,0.003370316217102782,0.22241821680564464
Ernesto Guevara,Ernesto Guevara,spotify:artist:2mzr1rdYmrDeNUQd75hwRL,13,[],No se el género,1,0.0,0.2139771675408824,1,0.0,0.21397716754088245
Vivi Pozzebón,Vivi Pozzebón,spotify:artist:57jK2jsGdm48Pk7j9pgipR,8,['Alternative'],female,16,0.0091624817705829,0.2392204208347706,16,0.009162481770582993,0.2392204208347706
El Quintetito de Marcelo Véliz,El Quintetito de Marcelo Véliz,spotify:artist:7A76ngUiD83HJEb1xpGYjy,2,[],No se el género,1,0.0,0.2139771675408824,1,0.0,0.21397716754088245
Walter Ríos,Walter Ríos,spotify:artist:5FCQvlbzr39o5QYf1ie5UD,16,"['Tango', 'Folklore', 'Rock']",male,53,0.0046314596947568,0.2629882442169131,53,0.004631459694756856,0.26298824421691314
Horacio Banegas,Horacio Banegas,spotify:artist:7B4W35mskl1bpKV8l9WezH,32,"['Chamame', 'Folklore']",male,1,0.0,0.2139771675408824,1,0.0,0.21397716754088245
Raul Porchetto,Raul Porchetto,spotify:artist:3WoxTj3fh8I58MpnwZyYyL,34,"['Pop', 'Rock']",male,13,0.0003597575566004,0.2314366761221425,13,0.0003597575566004136,0.2314366761221425
Natalia Pastorutti,Natalia Pastorutti,spotify:artist:3dQbT1d8rcXcVBcOR396Kt,36,['Pop'],female,5,0.0,0.2174662903731577,5,0.0,0.21746629037315773
Jorge Rojas,Jorge Rojas,spotify:artist:45SolwUehJs6vFkuAfqMf6,47,['Folklore'],male,3,3.113997758393357e-05,0.2198795180722891,3,3.113997758393357e-05,0.21987951807228914
Sixto Palavecino,Sixto Palavecino,spotify:artist:7J3PlfvQyxabanXsQQtJf0,27,"['Chamame', 'Folklore']",male,3,0.0004760358741074,0.2266339869281045,3,0.00047603587410747735,0.22663398692810457
Sandro,Sandro,spotify:artist:5srsgtoePlsp0eQIXmta1O,52,"['Pop', 'Rock']",male,3,0.0005611931421773,0.2279375513557929,3,0.0005611931421773143,0.22793755135579294
Nito Mestre,Nito Mestre,spotify:artist:46JHFFEjLKbXhMQsU5vSGm,29,['Rock'],male,14,0.0004676075876525,0.2366894197952218,14,0.00046760758765259925,0.23668941979522184
María Rosa Yorio,María Rosa Yorio,spotify:artist:2GrKE2j3FFdSw8eAtrZqmq,17,['Rock'],female,14,0.0028828817581521,0.2250162232316677,14,0.002882881758152126,0.22501622323166776
Gustavo Santaolalla,Gustavo Santaolalla,spotify:artist:4W3fa7tiXGVXl3KilbACqt,62,"['Pop', 'Tango', 'Folklore', 'Rock']",male,58,0.0157630880415695,0.2701597195169458,58,0.01576308804156957,0.27015971951694584
D-Mente,D-Mente,spotify:artist:5FhptIji4QaSFq9NupXBv7,25,"['Rock', 'Metal']",No se el género,10,0.0,0.220403623073256,10,0.0,0.220403623073256
Los Fabulosos Cadillacs,Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ,66,"['Rock', 'Alternative']",No se el género,1,0.0,0.220403623073256,1,0.0,0.220403623073256
Edelmiro Molinari,Edelmiro Molinari,spotify:artist:1vNIIIbjhp0ZqFHwtsZV3e,6,['Rock'],male,2,5.199430137176736e-05,0.2211768457981183,2,5.199430137176736e-05,0.22117684579811833
Ramiro Gallo,Ramiro Gallo,spotify:artist:6dHeDHdhGXNzuG7hWjJM5A,13,['Tango'],male,35,0.0047868870820623,0.2426946631671041,35,0.004786887082062366,0.2426946631671041
Andrés Beeuwsaert,Andrés Beeuwsaert,spotify:artist:3fnzS4PnRLWeLgaRuktFIu,10,[],male,20,0.0053768849386046,0.2431200701139351,20,0.005376884938604616,0.24312007011393513
Marcelo Corvalan,Marcelo Corvalan,spotify:artist:0xJqaIySgCaJQFtxA0C8X4,3,"['Rock', 'Punk', 'Rap', 'Metal']",male,1,0.0,0.2243610482044645,1,0.0,0.22436104820446456
Lito Epumer,Lito Epumer,spotify:artist:0cQctgT93nOOGdnLKya1pM,6,"['Jazz', 'Folklore', 'Rock']",male,12,0.0014798852559033,0.2266339869281045,12,0.0014798852559033588,0.22663398692810457
Suna Rocha,Suna Rocha,spotify:artist:3SGdv7Nnxz36kYLYcSWuJf,21,['Folklore'],female,44,0.0017741383638316,0.233305298570227,44,0.00177413836383165,0.23330529857022708
Oscar Moro,Oscar Moro,spotify:artist:6mYJ5mevBWjr0iKe0BuXtv,3,"['Jazz', 'Rock']",male,6,0.0002586270916528,0.2493707299532542,6,0.00025862709165286676,0.24937072995325424
Néstor Marconi,Néstor Marconi,spotify:artist:0ZWO3TxKWBb6QvvGEDe38H,16,['Tango'],male,47,0.0157454536136453,0.2698968670947655,47,0.015745453613645304,0.2698968670947655
Balbina Ramos,Balbina Ramos,spotify:artist:2Eqg76yCE6NyGS9XymOv75,3,[],female,1,0.0,0.2243610482044645,1,0.0,0.22436104820446456
Piñon Fijo,Piñon Fijo,spotify:artist:6PRgcvz1LpSPCsJD7dvzBE,33,[],male,2,0.0,0.2243610482044645,2,0.0,0.22436104820446456
Skay Beilinson,Skay Beilinson,spotify:artist:4K8Mrjr9IvA8QU0Vjj4BED,46,"['Rock', 'Punk', 'Metal', 'Alternative']",male,2,0.0006726267555511,0.2254917899528531,2,0.0006726267555511875,0.22549178995285318
Conociendo Rusia,Conociendo Rusia,spotify:artist:79R7PUc6T6j09G8mJzNml2,57,"['Pop', 'Rock', 'Alternative']",No se el género,7,0.0086049925599847,0.2416797351454957,7,0.008604992559984781,0.24167973514549573
Nayla Lebón,Nayla Lebón,spotify:artist:3z5hUEzZZdic4OwyuR04ck,11,[],female,1,0.0,0.2218490083173384,1,0.0,0.22184900831733845
Diego Torres,Diego Torres,spotify:artist:0LALueHEQunQ2d61fXGeZh,63,"['Pop', 'Rock']",male,6,0.0028348883756152,0.2553387334315169,6,0.0028348883756152948,0.2553387334315169
Eruca Sativa,Eruca Sativa,spotify:artist:2RPNbhguRnI9uqahGYcUc6,40,"['Folklore', 'Rock', 'Metal', 'Alternative']",No se el género,2,0.0,0.2346869712351945,2,0.0,0.23468697123519458
Polifemo,Polifemo,spotify:artist:5kt7SkycNsq8vbKoFb3QxO,21,['Rock'],No se el género,1,0.0,0.2218490083173384,1,0.0,0.22184900831733845
Silvina Garre,Silvina Garre,spotify:artist:6q9n20PmMRLtZc1xCgq0r3,34,"['Pop', 'Rock']",female,47,0.0010210200984115,0.263287775246773,47,0.001021020098411543,0.263287775246773
Los Tekis,Los Tekis,spotify:artist:0iutktJLkNNtErs8c3EoF6,46,"['Cumbia', 'Folklore']",No se el género,13,0.0048830533507851,0.2303604052482976,13,0.004883053350785108,0.23036040524829762
Facundo Saravia,Facundo Saravia,spotify:artist:7c8SVvHiXiEY6f3H7M6BcW,29,['Folklore'],male,7,5.756963453196563e-05,0.193094807183628,7,5.756963453196563e-05,0.193094807183628
Gustavo Cerati,Gustavo Cerati,spotify:artist:1QOmebWGB6FdFtW7Bo3F0W,68,"['Pop', 'HipHop', 'Electronica', 'Folklore', 'Rock', 'Alternative']",male,28,0.0242593555340688,0.2646441518794123,28,0.02425935553406885,0.2646441518794123
Ariel Ramírez,Ariel Ramírez,spotify:artist:2dTieljE0C4ydCdUPIPLRW,42,[],male,64,0.011619541090439,0.2510407239819004,64,0.011619541090439004,0.25104072398190047
Chango Farias Gomez,Chango Farias Gomez,spotify:artist:4uk8EjGWEOC5OgpG3MRTCS,19,[],male,26,0.0014419610670511,0.2395095838369884,26,0.0014419610670511895,0.23950958383698842
Jaime Torres,Jaime Torres,spotify:artist:6JogLFS7BAeUUE7DBgOOVb,26,[],male,8,0.0001645969774426,0.2423130677847658,8,0.0001645969774426729,0.24231306778476588
Ruben Lobo,Ruben Lobo,spotify:artist:4p5UgXz2mMS1iUN2dcE331,11,[],male,15,0.0035183528043832,0.2459219858156028,15,0.0035183528043832885,0.24592198581560284
Oscar Giunta,Oscar Giunta,spotify:artist:26CnXYQlwCWtgIaYpiix6P,14,[],male,38,0.0057987221915711,0.2458348103509393,38,0.005798722191571132,0.24583481035093938
Popi Spatocco,Popi Spatocco,spotify:artist:1OClVljQxHgGRdLn2P6DyO,12,[],male,4,0.0,0.2394268945278784,4,0.0,0.23942689452787846
Marcelo Chiodi,Marcelo Chiodi,spotify:artist:6BvPypThcJR8MH0ohwwyBq,10,[],male,14,0.0045611536703415,0.2415955408465424,14,0.004561153670341507,0.24159554084654242
Carlos López Puccio,Carlos López Puccio,spotify:artist:3uy6dfOCidSnDmWkqV8FRp,8,[],male,6,0.0057942529758049,0.2398409130209234,6,0.0057942529758049435,0.2398409130209234
Carlos Franzetti,Carlos Franzetti,spotify:artist:7uZe9PKEDBcgMePywrHt8d,8,[],male,8,0.0005296953286577,0.2470609191307445,8,0.0005296953286577365,0.24706091913074457
Guillermo Vadala,Guillermo Vadala,spotify:artist:16Zrj1Fc0tOeRmdBGftuhD,17,['Jazz'],male,26,0.0050757636278243,0.2622919818456883,26,0.0050757636278243555,0.26229198184568836
Domingo Cura,Domingo Cura,spotify:artist:0PyBsZlcv8KxT5BsBFnmwG,18,"['Tango', 'Folklore']",male,78,0.0099419259432859,0.2681229460661125,78,0.009941925943285981,0.26812294606611253
Los Fronterizos,Los Fronterizos,spotify:artist:3JY4oF6rBQ45FSVUJtXixb,33,"['Chamame', 'Folklore']",No se el género,5,0.0040859043875625,0.2397994467496542,5,0.004085904387562523,0.23979944674965423
Dúo Nuevo Cuyo,Dúo Nuevo Cuyo,spotify:artist:6KR1dWZ3UsJUio6LLkuTR2,14,[],No se el género,1,0.0,0.2394268945278784,1,0.0,0.23942689452787846
Maria Graña,Maria Graña,spotify:artist:1Yr19zGBA3JmVYOcE4JwRG,23,['Tango'],female,18,0.007353992247443,0.2593492894540015,18,0.007353992247443082,0.2593492894540015
Luna Monti,Luna Monti,spotify:artist:5RkjP5JxGRSX834GatSoCt,14,['Folklore'],female,15,0.0007736774869179,0.2435469710272168,15,0.0007736774869179049,0.24354697102721687
Nacha Roldán,Nacha Roldán,spotify:artist:5ecl4cSr8UkV7VAgBuQmYh,13,[],female,1,0.0,0.2394268945278784,1,0.0,0.23942689452787846
La Chilinga,La Chilinga,spotify:artist:7J2YL38BFK6fxvA6p6NNfx,37,[],No se el género,2,0.0002817846091938,0.2445776758949039,2,0.0002817846091938848,0.2445776758949039
Alberto Rojo,Alberto Rojo,spotify:artist:178VA738PauCWm1ZjjSaD2,18,['Folklore'],male,3,0.0,0.2394268945278784,3,0.0,0.23942689452787846
Coqui Sosa,Coqui Sosa,spotify:artist:4EVLp3DfgfKHi1atOxc7Wb,10,[],male,3,0.0,0.2394268945278784,3,0.0,0.23942689452787846
Jorge Giuliano,Jorge Giuliano,spotify:artist:4ohvKWdqkkcnCiWo6qBcRk,16,[],male,12,0.000426186615179,0.2421438547486033,12,0.00042618661517907674,0.24214385474860337
Javier Casalla,Javier Casalla,spotify:artist:2LzLXJNPrHvw62NE5vKIHo,34,[],male,27,0.0043003536626585,0.2474134855511951,27,0.004300353662658559,0.24741348555119516
Sof Tot,Sof Tot,spotify:artist:0QLkVX5UDeJyKxSA8z8mtj,9,['Electronica'],female,6,0.0003176353708115,0.1783234764721007,6,0.0003176353708115118,0.17832347647210078
Muray,Muray,spotify:artist:4at5t9fkW0HFE6OWPvAI9j,4,[],male,1,0.0,0.1538035041029053,1,0.0,0.1538035041029053
Agapornis,Agapornis,spotify:artist:27Yc5RzJf27tJfqezJnHY1,54,"['Pop', 'Cumbia']",No se el género,4,0.0020729345235395,0.1920254741797037,4,0.0020729345235395006,0.19202547417970373
Kris Alaniz,Kris Alaniz,spotify:artist:2BBJWIcxT5ermErEg2LbWB,13,['HipHop'],female,6,0.0019507701652199,0.186149510132868,6,0.0019507701652199023,0.18614951013286807
Picnic,Picnic,spotify:artist:7GswG3FAeOtdj7lbSSu4Qr,9,[],No se el género,4,0.0012309622371512,0.1733533308336458,4,0.001230962237151293,0.1733533308336458
Poseidotica,Poseidotica,spotify:artist:35c7I7m05XIsgtiCq1o99U,13,[],No se el género,9,0.0070894055945283,0.184392448816804,9,0.007089405594528351,0.18439244881680403
Isla de los Estados,Isla de los Estados,spotify:artist:1lCe34SkMDohDtxVgyL8lK,16,['Electronica'],No se el género,1,0.0,0.1829332629912951,1,0.0,0.18293326299129517
Il Carlo,Il Carlo,spotify:artist:0fv2685TCe5p3NzyhvgJCY,1,[],male,3,0.0,0.1829332629912951,3,0.0,0.18293326299129517
Agus Cassano,Agus Cassano,spotify:artist:5Jmui4kpdCfcyz8KFSpHRY,10,[],female,3,0.0,0.1547300312360553,3,0.0,0.15473003123605533
Vilma Palma e Vampiros,Vilma Palma e Vampiros,spotify:artist:5VQCk9RiLwri99OgOT34kq,62,"['Pop', 'Rock', 'Alternative']",No se el género,3,0.0,0.1547300312360553,3,0.0,0.15473003123605533
Andy Chango,Andy Chango,spotify:artist:6gRaeWdE7T2FCClI72x4Ln,20,"['Pop', 'Rock']",male,4,0.0,0.2129914004914005,4,0.0,0.2129914004914005
Ciro Fogliatta,Ciro Fogliatta,spotify:artist:5bPCAiEmMvXK12rK6mVh6k,7,['Rock'],male,12,0.008016878410348,0.2567567567567567,12,0.008016878410348018,0.25675675675675674
Poli y Prietto,Poli y Prietto,spotify:artist:6T7P1dGrdFKk84GJzAOgiL,27,['Pop'],No se el género,9,0.0,0.2129586979886381,9,0.0,0.21295869798863812
Los Abuelos De La Nada,Los Abuelos De La Nada,spotify:artist:5R3NywPPOyhLfdvutgg0me,61,"['Rock', 'Punk', 'Alternative']",No se el género,17,0.0086022940400336,0.2371751025991792,17,0.00860229404003365,0.2371751025991792
Daniel Melingo,Daniel Melingo,spotify:artist:08X5fKnU2tkjH4IeLnl8vt,20,"['Jazz', 'Tango', 'Rock', 'Reggae']",male,4,0.0028568371555777,0.2317073170731707,4,0.0028568371555777166,0.23170731707317074
Palito Ortega,Palito Ortega,spotify:artist:4jCduxx9HzFKS0RrRAtVXD,50,"['Pop', 'Rock']",male,15,0.0062091864544582,0.2253452477660438,15,0.00620918645445822,0.22534524776604387
Raúl Lavié,Raúl Lavié,spotify:artist:2GFIX098sqpvCSY9ZQHI4D,28,['Tango'],male,26,0.034229085720067,0.2808260781534724,26,0.03422908572006701,0.2808260781534724
Carli Jiménez,Carli Jiménez,spotify:artist:5rGUuPEIFYMVmocNdihpUe,24,[],male,4,0.0,0.2039705882352941,4,0.0,0.20397058823529413
Javier Calamaro,Javier Calamaro,spotify:artist:1zqYQ7L6ESgIV03vRAC8Nc,0,"['Pop', 'Tango', 'Rock']",male,11,0.0033725985151544,0.2432053305277924,11,0.0033725985151544556,0.2432053305277924
Banda XXI,Banda XXI,spotify:artist:1HHj74UqXjKHUjf4tav0zU,2,[],No se el género,3,0.000516155826613,0.2043010752688172,3,0.0005161558266130992,0.20430107526881722
Damian Cordoba,Damian Cordoba,spotify:artist:4haveXmEihPeMsRLKsaqQ5,2,[],male,3,0.0030639939578718,0.2080083983203359,3,0.0030639939578718974,0.20800839832033594
La Konga,La Konga,spotify:artist:0XORjaOkimtutsShblypI7,21,[],No se el género,6,0.0038560505178929,0.209579933514657,6,0.0038560505178929327,0.209579933514657
Slim Dee,Slim Dee,spotify:artist:7jiMD3vf8pQSfYOqsftWVg,12,['HipHop'],male,1,0.0,0.2039705882352941,1,0.0,0.20397058823529413
Nene Bellako,Nene Bellako,spotify:artist:23VHwtnLwwlIY6867yLKxF,0,[],No se el género,1,0.0,0.1415884034299714,1,0.0,0.14158840342997142
Manu Rg,Manu Rg,spotify:artist:4BYjb5lZPyqyEJgSCkxXuH,40,['Cumbia'],male,3,7.24303617928176e-05,0.1938504542278127,3,7.24303617928176e-05,0.19385045422781272
Carlos Mellino,Carlos Mellino,spotify:artist:4POuvOTYZeAgJ0yP8E0j79,20,['Rock'],male,1,0.0,0.2081332533013205,1,0.0,0.20813325330132051
Nacho Nacif,Nacho Nacif,spotify:artist:3ZQ41cUBIlokZkViPuam4F,2,[],male,2,0.0014419610670511,0.2081957370159111,2,0.0014419610670511895,0.20819573701591113
Cacho Castaña,Cacho Castaña,spotify:artist:3lwRbCTt1qmo0QgXUai8ao,47,"['Tango', 'Rock']",male,11,0.0088737526492746,0.2566142460684551,11,0.008873752649274601,0.2566142460684551
Anabella Cartolano,Anabella Cartolano,spotify:artist:08DbRq8mfXjAQPIyhR070C,17,[],female,1,0.0,0.1853534678604837,1,0.0,0.18535346786048376
Facundo Barrionuevo,Facundo Barrionuevo,spotify:artist:79p3OrS2zGmMcfYrNOEOak,4,[],male,1,0.0,0.1853534678604837,1,0.0,0.18535346786048376
Nina Suárez,Nina Suárez,spotify:artist:1NQmLvlEcg6hE8CQ0r31GV,15,[],female,1,0.0,0.1853534678604837,1,0.0,0.18535346786048376
Jorge Serrano,Jorge Serrano,spotify:artist:0MKZAy5tWkpbK7elkCZRLF,50,[],male,6,0.0028471628319078,0.2220265727549223,6,0.002847162831907825,0.22202657275492235
Ulises Conti,Ulises Conti,spotify:artist:2GbKQKL9D1dkfoSMeWM7vV,18,[],male,20,0.0014419610670511,0.1854030209864991,20,0.0014419610670511895,0.18540302098649913
Kumbia Queers,Kumbia Queers,spotify:artist:5YyaDaOco3I0zoLtGxDM5K,31,"['Cumbia', 'Punk', 'Rap']",No se el género,10,0.0043669628518391,0.2083834134615384,10,0.004366962851839162,0.20838341346153846
Todos Tus Muertos,Todos Tus Muertos,spotify:artist:4Pi85oI4dmppSqROLj7rgy,43,"['Rock', 'Punk', 'Metal', 'Reggae', 'Alternative']",No se el género,4,0.0004846171073039,0.2116264876411351,4,0.0004846171073039415,0.21162648764113517
Rocio Igarzabal,Rocio Igarzabal,spotify:artist:7HzX50l6Oi0gFLTkdHJcOZ,25,['Pop'],female,3,0.0016634061647667,0.2031936712569587,3,0.0016634061647667325,0.2031936712569587
Sol Pereyra,Sol Pereyra,spotify:artist:6nmZ0P2weepXhXvox51G1A,35,"['Pop', 'Alternative']",female,3,0.0019638388522749,0.2119174942704354,3,0.0019638388522749276,0.21191749427043544
Mala Fama,Mala Fama,spotify:artist:1AvkrI2S7knrbaZxydvc9B,44,['Cumbia'],No se el género,1,0.0,0.2188732838882752,1,0.0,0.2188732838882752
Daniel Piazzolla Octet,Daniel Piazzolla Octet,spotify:artist:2enk2JDiMeliIGhAaIIYBU,5,[],No se el género,10,0.0,0.2188732838882752,10,0.0,0.2188732838882752
Hernan Salinas,Hernan Salinas,spotify:artist:2W5cwkDmgEmBBMw9mI31Du,0,[],male,1,0.0,0.2188732838882752,1,0.0,0.2188732838882752
Divina Gloria,Divina Gloria,spotify:artist:4R6X8AfgS6zLLB1T32o2b5,4,['Pop'],female,2,0.0,0.2188732838882752,2,0.0,0.2188732838882752
Spinetta Jade,Spinetta Jade,spotify:artist:3WxVICwFDAWMTWH8sELmRe,39,"['Rock', 'Alternative']",No se el género,5,0.0,0.2042108362779741,5,0.0,0.2042108362779741
Atilio Bertagni,Atilio Bertagni,spotify:artist:5k20ZoFDfPecgcA77HhUjZ,0,[],No se el género,20,2.794639849638026e-05,0.1952970994086172,20,2.794639849638026e-05,0.19529709940861728
César Angeleri,César Angeleri,spotify:artist:0dXS98DkHEA9K2H1YjKiTQ,9,[],male,35,0.0011842182497235,0.2297118251076515,35,0.001184218249723531,0.22971182510765153
Fernando Suárez Paz,Fernando Suárez Paz,spotify:artist:0iAXfgocPlqCBCJF0ePtWe,21,[],male,33,0.0032070642126197,0.2563296987617816,33,0.00320706421261978,0.2563296987617816
Marcela Roggeri,Marcela Roggeri,spotify:artist:7eHNjAADUow33FO8ZXTnja,20,[],female,39,0.0009400699746588,0.2320562154927221,39,0.0009400699746588487,0.2320562154927221
Horacio Malvicino,Horacio Malvicino,spotify:artist:3xevpuwJnWpMqAG1OQ6tyw,11,['Jazz'],male,11,0.0,0.2244336569579288,11,0.0,0.2244336569579288
Jaime Gosis,Jaime Gosis,spotify:artist:2zrOtvSZABUlEK1BKXB2pY,4,[],No se el género,25,0.0,0.2244336569579288,25,0.0,0.2244336569579288
Antonio Agri,Antonio Agri,spotify:artist:4WZMrqz4osPATbgxXk8Ybq,8,['Tango'],male,34,0.0142441930176074,0.2676056338028169,34,0.014244193017607432,0.2676056338028169
Oscar Lopez Ruiz,Oscar Lopez Ruiz,spotify:artist:56Aircc0D2IkPge7hrZuAZ,4,[],male,26,0.0,0.2244336569579288,26,0.0,0.2244336569579288
Osvaldo Manzi,Osvaldo Manzi,spotify:artist:7fHTuS9UpTt3OrSadZT0jE,1,[],male,9,0.0,0.2244336569579288,9,0.0,0.2244336569579288
Hector de Rosas,Hector de Rosas,spotify:artist:0ON4VPRzGR8VO2H1E67L30,0,[],male,26,0.0006171788308572,0.2248702983138781,26,0.0006171788308572288,0.2248702983138781
Maria De La Fuente,Maria De La Fuente,spotify:artist:3Az9vW4q8VtWHqEvUM0zLm,1,[],female,2,0.0,0.2244336569579288,2,0.0,0.2244336569579288
Elvino Vardaro,Elvino Vardaro,spotify:artist:2AoHpFcyVBqzVSWcJZt5Gj,3,['Tango'],male,18,0.0023868761109261,0.2259693711306614,18,0.0023868761109261333,0.22596937113066146
José Bragato,José Bragato,spotify:artist:4BRgpiaW3Bzof2rAjdNytN,0,['Tango'],male,15,0.0037709177613155,0.2557153392330383,15,0.0037709177613155257,0.25571533923303835
Jorge Sobral,Jorge Sobral,spotify:artist:3RdDFV21hY3jng6cRWV0ai,10,['Tango'],male,2,0.0,0.2244336569579288,2,0.0,0.2244336569579288
Nelly Vazquez,Nelly Vazquez,spotify:artist:252RFCMkHlkKpHGN3gNB1D,2,['Tango'],female,6,0.0,0.2244336569579288,6,0.0,0.2244336569579288
Trio Luminar,Trio Luminar,spotify:artist:5D9gNtrqcJjw9g6L6uivcN,0,[],No se el género,16,0.0003734988104392,0.2247974068071312,16,0.0003734988104392505,0.22479740680713128
Ernesto Sábato,Ernesto Sábato,spotify:artist:1RhzFKc0pwYboeFXmFb2sH,5,[],male,19,0.0001796281998665,0.2268935056437101,19,0.0001796281998665292,0.22689350564371014
Roberto Goyeneche,Roberto Goyeneche,spotify:artist:3tkyefEX4NNjb0AILRLq2A,41,"['Tango', 'Rock']",male,122,0.0373399360462548,0.2740565105710334,122,0.03733993604625486,0.2740565105710334
Daniel Binelli,Daniel Binelli,spotify:artist:3pI9A9672brzUyGUtkaGqh,21,['Tango'],male,57,0.0187295885675248,0.2624905374716124,57,0.018729588567524866,0.26249053747161244
Carlos Nozzi,Carlos Nozzi,spotify:artist:1YXMZPdfSoD4VhXO2FpbVw,0,[],No se el género,2,0.0,0.2244336569579288,2,0.0,0.2244336569579288
Gerardo Gandini,Gerardo Gandini,spotify:artist:5BvrtZLtPiMJR57CpfRYQN,3,['Clasico'],male,6,0.0063313327445402,0.2466216216216216,6,0.00633133274454022,0.24662162162162163
Pablo Ziegler,Pablo Ziegler,spotify:artist:3T5pmAbfrkFjPg1D2sCzDY,21,['Tango'],male,28,0.0009309054296509,0.2419748778785764,28,0.000930905429650936,0.2419748778785764
Alfredo Alcón,Alfredo Alcón,spotify:artist:5TV6Czh1RrFQlDfYP5IDhZ,0,[],male,2,0.0,0.2244336569579288,2,0.0,0.2244336569579288
Jorge Morel,Jorge Morel,spotify:artist:3PCmED1ckvLHpYTJ8VuX7N,23,[],male,1,0.0,0.2244336569579288,1,0.0,0.2244336569579288
Victor Villadangos,Victor Villadangos,spotify:artist:4GOS7bvnz94dzQVeDgghaF,34,[],male,100,0.0727008330573336,0.2871041192299731,100,0.07270083305733366,0.2871041192299731
SWF-Rundfunkorchester,SWF-Rundfunkorchester,spotify:artist:607tmMMhM6asSx6AWcjgy7,2,[],No se el género,6,0.0,0.2244336569579288,6,0.0,0.2244336569579288
Lalo Schifrin,Lalo Schifrin,spotify:artist:39iHRO9MH9To3gjW7wqaW1,42,['Rock'],male,11,0.0020596783189831,0.2264489795918367,11,0.002059678318983123,0.22644897959183674
Antonio Rios,Antonio Rios,spotify:artist:7s652lD4v77szrPEfgMTBi,51,['Cumbia'],male,21,0.0050582467494116,0.2400484596746279,21,0.005058246749411689,0.2400484596746279
Rodolfo Mederos,Rodolfo Mederos,spotify:artist:6eas1NblWrY95XvCm0V3zC,22,"['Jazz', 'Tango']",male,46,0.0041369550694979,0.246009223128769,46,0.004136955069497935,0.24600922312876908
Jorge Luis Borges,Jorge Luis Borges,spotify:artist:7cC7jkVtiRu4JDIrG1X51P,21,[],male,8,0.0,0.2244336569579288,8,0.0,0.2244336569579288
Lito Cruz,Lito Cruz,spotify:artist:63NylTJACZNFLX8T6XUJI1,19,[],male,8,0.0,0.2244336569579288,8,0.0,0.2244336569579288
Héctor Console,Héctor Console,spotify:artist:1WhJevvVMI2nQxyp2gYQTU,22,[],male,13,0.0,0.2251623376623376,13,0.0,0.22516233766233767
Orquesta Estable del Teatro Colón,Orquesta Estable del Teatro Colón,spotify:artist:5gAHakiwLZCyLvIWwgWUjJ,2,['Tango'],No se el género,3,0.0,0.2244336569579288,3,0.0,0.2244336569579288
José Carli,José Carli,spotify:artist:0WR3tGW87hKZ0hi1mj1Rhk,1,[],male,15,0.0035182851446241,0.2427796254157185,15,0.0035182851446241728,0.24277962541571854
Roberto Yanes,Roberto Yanes,spotify:artist:36gGhh6LVf87HeDHnSQ0BD,19,[],male,2,0.000569550374544,0.2267080745341615,2,0.0005695503745440619,0.2267080745341615
Daniel Riolobos,Daniel Riolobos,spotify:artist:0DNtRB9Ove4aRbaBMwy9VI,20,[],male,2,0.0,0.2244336569579288,2,0.0,0.2244336569579288
