Id,Label,timeset,id_artista,popularidad,generos_musicales,genero,louvain,infomap,modularity_class
Lalo Martel,Lalo Martel,,spotify:artist:4GWZtgG0hSR5IxkuZ2VoXx,16,[],male,14,6,8
Juan Carlos Godoy,Juan Carlos Godoy,,spotify:artist:4GeamjMPVkQRRb9eNz5hNp,25,['Tango'],male,14,6,8
Principe Azul,Principe Azul,,spotify:artist:6sZdVPMj367OgSzLSmYs6W,0,[],male,9,89,12
Dorita Davis,Dorita Davis,,spotify:artist:2g0KT5CBLKxz6rfsG8P9HY,0,['Tango'],female,9,89,12
Carlos Vivan,Carlos Vivan,,spotify:artist:1ja4cfeUN8uEUOBxKStuX7,3,[],male,9,313,12
Roberto Diaz,Roberto Diaz,,spotify:artist:1jPGifLx9Oq6lV7cLdohUj,0,[],male,10,22,12
Alberto Diale,Alberto Diale,,spotify:artist:1qAq5axfV434rKmwJCS07J,0,[],male,9,89,12
Edgardo Donato,Edgardo Donato,,spotify:artist:7oWmtaVcPDShJyXTGiiJH4,27,['Tango'],male,9,68,12
Enrique Campos,Enrique Campos,,spotify:artist:4qL4uotxXj9aVOBrjagloc,23,['Tango'],male,2,198,1
Roberto Videla,Roberto Videla,,spotify:artist:23gAjXcAt3Lm6XmAbGUehV,2,[],male,2,198,1
Dante Amicarelli,Dante Amicarelli,,spotify:artist:6D7YPXowOdPLiz53hIAwcx,1,"['Jazz', 'Tango']",male,9,199,1
Eduardo Arolas,Eduardo Arolas,,spotify:artist:772w0Qxhu4Ehe7Hhm0pLQF,12,['Tango'],male,13,3,10
Mario Demarco,Mario Demarco,,spotify:artist:6ydDC8FnufYz1IAOhHCQ9c,1,[],male,8,3,9
Rafael del Bagno,Rafael del Bagno,,spotify:artist:52Gg1Sb0FEdoKSrMfp86lR,2,[],male,8,3,9
Ernesto Rossi,Ernesto Rossi,,spotify:artist:5JRBopHZI60pk0sj5ADwKx,0,[],male,8,3,9
Carlos Lazzari,Carlos Lazzari,,spotify:artist:16WWc7shSyvnTUaL3cuHP2,0,['Tango'],male,8,314,9
Enrique Alessio,Enrique Alessio,,spotify:artist:53qjNNhcdl4ByZq4GRLlv6,1,['Tango'],male,8,314,9
Armando Baliotti,Armando Baliotti,,spotify:artist:7oMuMM6pfVBcwpEkeNFXfW,1,['Tango'],male,8,315,9
César Ginzo,César Ginzo,,spotify:artist:7htWYqwmsGaVQ4nKtyFaVg,0,[],male,8,315,9
Abel Aznar,Abel Aznar,,spotify:artist:4I6o18r2yZX6x96EHq8xNv,1,['Tango'],male,8,3,9
Adolfo Avilés,Adolfo Avilés,,spotify:artist:2tuqSF8Qbga563zHTkLJC8,0,[],male,8,3,9
Antonio Sureda,Antonio Sureda,,spotify:artist:2CSYF9svPCFu39IzEcaiVP,0,['Tango'],male,8,3,9
Francisco Pracánico,Francisco Pracánico,,spotify:artist:2BHmQMnxovqQ0lxBYSU24U,1,['Tango'],male,8,3,9
Vicente Demarco,Vicente Demarco,,spotify:artist:3797fgQcD7INf9WPO0LD1X,1,['Tango'],male,8,3,9
Juan Puey,Juan Puey,,spotify:artist:3nuX50Yu7xVOUHsQPUsu02,0,['Tango'],male,8,3,9
Pedro Maffia,Pedro Maffia,,spotify:artist:19bGTYqDTRma9hN1Sixxqs,4,['Tango'],male,9,312,14
Alfredo Belusi,Alfredo Belusi,,spotify:artist:64Ni4gszhSPmQhN5zhzhKe,20,['Tango'],male,10,3,1
Mario Alonso,Mario Alonso,,spotify:artist:12UKKEtQXf31kDyU7XI1ul,5,[],male,8,3,14
Alberto Moran,Alberto Moran,,spotify:artist:4lvpIMYw8aODv8WAucdiDG,6,['Tango'],male,8,3,9
Carlos Guido,Carlos Guido,,spotify:artist:6akddH0vllKYlLQRLUOO4r,0,[],male,8,3,9
Juan Carlos Cobos,Juan Carlos Cobos,,spotify:artist:3dmmBZ1cMSkWXMSAU8W4Nl,2,[],male,8,3,9
Patricia Lasala,Patricia Lasala,,spotify:artist:4rehpfWTqkztPVJRiSWjtw,0,[],female,8,3,9
Juan Carlos Zorzi,Juan Carlos Zorzi,,spotify:artist:553dvTc6HebTrssqNv144k,0,[],male,10,5,1
Elias Khayat,Elias Khayat,,spotify:artist:2TnlM3slrnauJQIgb5V7Dw,0,[],male,10,5,1
Andrés Spiller,Andrés Spiller,,spotify:artist:0MLGuaTFuuTY6zmj0zCvBv,0,[],male,10,5,1
Mónica Cosachov,Mónica Cosachov,,spotify:artist:78bzPkjHHdyBXZMhJOACG7,2,[],female,10,5,1
Enrique Norris,Enrique Norris,,spotify:artist:6iDwhuz4HdwpPYeCj8BLQj,2,[],NA,18,291,2
Carlos Lastra,Carlos Lastra,,spotify:artist:4znkFgopFhouIcNIuA4R1Y,0,[],male,18,193,2
Pablo Del Cerro,Pablo Del Cerro,,spotify:artist:5ftTiLHN4OjUuSYwvxiYpQ,2,[],female,13,43,10
Abel Fleury,Abel Fleury,,spotify:artist:6o6XZp3quMGzKOsR2xuqYJ,8,['Folklore'],male,13,45,10
Jose Luis Merlin,Jose Luis Merlin,,spotify:artist:0xIHtmCYA99cFAAdYmz0hK,23,[],male,13,43,10
Roberto Calvo,Roberto Calvo,,spotify:artist:63Ymu5y0cQyTmv23LtT5I0,5,[],male,13,43,10
Enrique Francini,Enrique Francini,,spotify:artist:42ofZcQQnXuZkAwjBuVjFh,11,['Tango'],male,11,138,10
Nestor Fabian,Nestor Fabian,,spotify:artist:4z7F1pSyGnl72PJfzctCCz,2,['Tango'],male,11,200,12
Hugo Del Carril,Hugo Del Carril,,spotify:artist:42piYricuUve61p8O67daU,23,['Tango'],male,9,92,12
Juan Carlos Casas,Juan Carlos Casas,,spotify:artist:25ksT0SDxnuSq7giAlDqv1,8,['Tango'],male,8,90,8
Carlos Bermúdez,Carlos Bermúdez,,spotify:artist:3XYAVBNCbiK8Fnxv1wjQQd,9,['Tango'],male,8,90,8
Martin Podesta,Martin Podesta,,spotify:artist:1JUPChNpBZC8VsMYMpSBuC,9,[],male,8,90,8
Juanjo Mosalini,Juanjo Mosalini,,spotify:artist:34xiQVKcwRzzl6AjjFiiNX,12,[],male,10,139,1
Karina,Karina,,spotify:artist:1QZuAtDYNrk2QMogJulsyq,58,['Pop'],female,2,33,6
Grupo Cali,Grupo Cali,,spotify:artist:4R5IzlNSizG1oT8Gs4HH6k,45,['Cumbia'],NA,2,29,6
Rudy,Rudy,,spotify:artist:2em5rmbRdv6QPZZhU9zYVW,3,['Alternative'],female,2,188,13
Manu Martínez,Manu Martínez,,spotify:artist:37P2y0CGo3jIcG0QIIJQfS,26,[],male,1,9,13
Chucky de Ípola,Chucky de Ípola,,spotify:artist:4eSiaw1LHAoRyCSUrd9SvG,4,[],male,1,33,13
María Fernanda Aldana,María Fernanda Aldana,,spotify:artist:01zNB3m5VtB1vpQllADiLY,8,"['Rock', 'Punk']",female,5,201,13
Ezequiel Araujo,Ezequiel Araujo,,spotify:artist:2IaROUUX3a6Su8uRpfu8cf,3,[],NA,5,201,13
Sobrenadar,Sobrenadar,,spotify:artist:5jLU38iTkXJNDjEddClnVK,10,['Electronica'],female,5,202,13
Flavio Etcheto,Flavio Etcheto,,spotify:artist:3eggN2lF4MlJJHGajbkJqB,2,"['Electronica', 'Rock']",male,5,67,13
Flavius E.,Flavius E.,,spotify:artist:6AKPRlinRlZlme2iHCnlyx,1,[],male,5,67,13
Carlos Shaw,Carlos Shaw,,spotify:artist:5qLfac0gCgSMyFpuk2jzYi,10,['Electronica'],male,5,67,13
Lucas Martí,Lucas Martí,,spotify:artist:4SjBX6jitXDJ7VUfIqeXfP,27,"['Pop', 'Rock', 'Alternative']",male,5,63,13
Willy Crook,Willy Crook,,spotify:artist:0OdeZASgfypHefnghEjCAD,40,"['R&B', 'Rock', 'Alternative']",male,2,44,6
Luis Sebastian,Luis Sebastian,,spotify:artist:6TYdBum0bvnrJA48oN945Y,13,[],male,3,189,5
Rayos Láser,Rayos Láser,,spotify:artist:3WGilHlQrv83h1CbF18BEs,44,"['Rock', 'Alternative']",NA,5,126,13
Hernán Ortiz,Hernán Ortiz,,spotify:artist:1IZiuvqUNOsi9upo9Xi1ke,20,[],male,1,86,13
Cigarra,Cigarra,,spotify:artist:3S1wMIv2YD4f2xwjWvSLrA,2,[],NA,7,293,13
Poirier,Poirier,,spotify:artist:5IpvS5ea4bymk3HpP1jVU4,34,['Alternative'],male,7,136,13
La Yegros,La Yegros,,spotify:artist:4TkLUhcEmk9Wod6RcEVAi7,42,"['Cumbia', 'Folklore', 'Alternative']",female,17,12,6
Lulacruza,Lulacruza,,spotify:artist:4Tdm58O53huKPT2480fzjE,27,['Folklore'],NA,7,12,13
Gaby Kerpel,Gaby Kerpel,,spotify:artist:2cnT3zcI1uKvnT3n1JQnP4,11,['Folklore'],male,7,42,13
Pol Nada,Pol Nada,,spotify:artist:1Dts5QEWhfTgrZvDBEdNUH,28,['Folklore'],NA,7,93,13
Lauphan,Lauphan,,spotify:artist:3WCISvz5htT0JUmdjsHj1I,15,"['Folklore', 'Alternative']",NA,7,36,13
Blitto,Blitto,,spotify:artist:3DtIFsDMaYSiEqBB7YUsMw,0,['Pop'],male,7,36,13
Guazú,Guazú,,spotify:artist:0eW7AKarke8r1vuzD5x8vK,13,[],NA,7,36,13
Fantasma,Fantasma,,spotify:artist:2gvMCuF5KEeoKHxpqKcB5A,14,['Alternative'],NA,7,36,13
Federico Estevez,Federico Estevez,,spotify:artist:78wJyJntuNWAPG0FbN8k41,25,[],male,7,209,13
Jin Yerei,Jin Yerei,,spotify:artist:5A2XGov21od4rPuy5U5GaW,29,[],male,7,93,13
Dat García,Dat García,,spotify:artist:1AND4vmzzDNjlciR7kQMDR,0,[],female,7,202,13
Barda,Barda,,spotify:artist:7rs7LuOnKkLjxj3Lr8J90k,20,['Folklore'],female,7,294,13
Fernando Lamas,Fernando Lamas,,spotify:artist:669DCQFyDP7rQwzBxuAhNi,2,[],male,7,12,13
Lagartijeando,Lagartijeando,,spotify:artist:30tn7aO5EFnlClql7gPpGw,36,"['Cumbia', 'Folklore']",male,7,36,13
Lucila Dominguez,Lucila Dominguez,,spotify:artist:0rFTI8c61h6GlSNtyhhvQm,1,[],female,7,12,13
Germán Cohen,Germán Cohen,,spotify:artist:3oZQSLGzE5YqJcd2OFtOhd,20,[],male,7,295,13
Le Freak Selector Remix,Le Freak Selector Remix,,spotify:artist:7hRwLWnE6MCfRKKHqaxeQA,1,[],male,7,12,13
Aylu,Aylu,,spotify:artist:1MDwlFKprZOcAzi83BF1VG,3,[],female,7,12,13
Fútbol,Fútbol,,spotify:artist:3F4LyTOlwym0YQmYBlbAAf,11,"['Punk', 'Alternative']",NA,7,296,13
Germán Gómez,Germán Gómez,,spotify:artist:5NrZwqCa1fWP7d2Aui6KDL,2,[],male,4,61,2
Fabián Martín,Fabián Martín,,spotify:artist:25d8eJE58a25kJdSvBrVgx,0,[],male,4,297,2
Tomy Sainz,Tomy Sainz,,spotify:artist:07mfD3Txop0KJIEHoQRFZZ,7,[],male,18,112,2
María Luisa Anido,María Luisa Anido,,spotify:artist:43nTjYYkBzfuRTZZZcswQx,7,[],female,13,310,10
Jorge Gomez Crespo,Jorge Gomez Crespo,,spotify:artist:1ca0HI4CI39QHNeTUXTdyh,1,[],male,13,45,10
Antonio Sinopoli,Antonio Sinopoli,,spotify:artist:2evX2sheBnvdSm86YbrLEe,1,[],male,13,210,10
Julio Martinez,Julio Martinez,,spotify:artist:1wgF30FsiI6ZRL2hWDdgo0,2,[],male,13,210,10
Vicente Spina,Vicente Spina,,spotify:artist:7Cfh1HFSVm5PwYKgwQMrGo,1,[],male,9,11,14
Cayetano Alberto Silva,Cayetano Alberto Silva,,spotify:artist:0QvQ6oQ8Q4lv2L9HQ2xA8l,1,[],NA,13,45,10
Pablo Despeyroux,Pablo Despeyroux,,spotify:artist:5PIQKptSn7b9KGsMrK296N,28,[],NA,13,45,10
Cátulo Castillo,Cátulo Castillo,,spotify:artist:6E0PW48iIV7Aze5yKmQYdO,3,['Tango'],male,-1,94,14
Azucena Maizani,Azucena Maizani,,spotify:artist:0B2RE6SzZ4QsCRkl1nMz1n,10,['Tango'],female,-1,11,14
Oscar Ferrari,Oscar Ferrari,,spotify:artist:19L86mqeexMu7eTMRtkLOK,7,['Tango'],male,8,134,1
Roberto Arrieta,Roberto Arrieta,,spotify:artist:31cxtM1T6KnzwJtPogFFPy,5,['Tango'],male,8,127,1
Oscar Bassil,Oscar Bassil,,spotify:artist:5Aq804I8eJnvmGdb2LXOex,1,[],male,23,334,1
Roberto Maida,Roberto Maida,,spotify:artist:6OiarJpZWTn6cj4oTlsFY7,21,['Tango'],male,-1,94,14
Ada Falcón,Ada Falcón,,spotify:artist:1bshphZh29CbPD7uyWxxk3,19,['Tango'],female,-1,13,14
Agustín Irusta,Agustín Irusta,,spotify:artist:1QzkpIrrMhBwTa1eb7o9XD,20,['Tango'],male,-1,48,14
Guillermo Coral,Guillermo Coral,,spotify:artist:74838HLaXN8NuHDMvLWSvr,1,[],male,-1,13,14
Juan Carlos Rolón,Juan Carlos Rolón,,spotify:artist:60hXPmy0oIbJS7WMff4Qwt,5,[],male,-1,13,14
Tita Merello,Tita Merello,,spotify:artist:7r4Bb7uhP2AhJ4qlRp2vgP,33,['Tango'],female,12,51,14
Guillermo Rico,Guillermo Rico,,spotify:artist:2JOchnHwV5V1qloXRgVpud,2,[],male,-1,13,14
Francisco Amor,Francisco Amor,,spotify:artist:4fm9akHwCFjHjXglEsVWIV,3,['Tango'],male,-1,13,14
Isabel De Grana,Isabel De Grana,,spotify:artist:0o7Dky9pH9z4b224MAYuMl,0,[],female,-1,13,14
Eduardo Adrian,Eduardo Adrian,,spotify:artist:1pjwakZfVvdH6AQRDeajHJ,0,[],male,-1,13,14
Chola Luna,Chola Luna,,spotify:artist:0LgjjqnWgxcUr286KxOYHm,0,['Tango'],female,-1,13,14
Antonio Buglione,Antonio Buglione,,spotify:artist:6manifFmJM9Q8E2hpE3AGE,0,[],male,9,10,14
Virginia Lago,Virginia Lago,,spotify:artist:2KtLoZBIwE7htFdbCRC1x3,0,[],female,23,298,1
Mercedes Simone,Mercedes Simone,,spotify:artist:3MqKTtxz6LzNrRJugeYh8W,17,['Tango'],female,9,92,12
Jorge Omar,Jorge Omar,,spotify:artist:4QgsTb2rZLggRDc7CITcRa,17,['Tango'],male,19,66,12
Amilcar Nadal,Amilcar Nadal,,spotify:artist:7cN0yTuilvxUpDhMbhYH2d,25,[],male,2,137,6
Fabián Miodownik,Fabián Miodownik,,spotify:artist:0id6cJE1cdObojEVJ8K5ym,20,[],male,5,299,7
Leo Sujatovich,Leo Sujatovich,,spotify:artist:0hWjZCTpX1KV23BFzNcjan,7,"['Jazz', 'Tango', 'Rock']",male,16,316,7
Sandra Luna,Sandra Luna,,spotify:artist:3uKW50V1MTGnMro4uw8f5x,19,['Tango'],female,15,317,7
Juan Carlos Cobian,Juan Carlos Cobian,,spotify:artist:17YpYoOTu119Q8aFXjLbR3,1,['Tango'],male,13,10,1
Pedro Datta,Pedro Datta,,spotify:artist:7kLRu397STrWbg3Hqjq3d3,0,[],male,13,10,1
Daniel Falasca,Daniel Falasca,,spotify:artist:32OdpAWXjVkU1U8uTDhTha,0,['Tango'],male,13,10,1
Vicente Greco,Vicente Greco,,spotify:artist:7LpW8b0EBZV35cxLZ0iqNO,2,['Tango'],male,13,10,1
Horacio Pozzo,Horacio Pozzo,,spotify:artist:5ZlaFjUgzJk3WTNZi8p2Gi,0,[],male,4,58,6
Jorge Lopez Ruiz,Jorge Lopez Ruiz,,spotify:artist:62VClkKxpAq1dDSCJJBfSV,0,['Jazz'],male,6,129,5
Nicolás Guerschberg,Nicolás Guerschberg,,spotify:artist:1p0oaJozpQAZdKArCEr5eg,3,[],male,18,211,13
Sara Mamani,Sara Mamani,,spotify:artist:0MbaYsHJ6jDTHjTaLMSabZ,0,[],female,4,318,2
Ángel Bonura,Ángel Bonura,,spotify:artist:5NfsGYGcPhAf2ivRMWbKb3,0,[],NA,4,61,2
Mariana Bianchini,Mariana Bianchini,,spotify:artist:7BtIqf6x9Ob30b5AVmGl29,2,[],female,1,212,6
Dolores Solá,Dolores Solá,,spotify:artist:0cBV35Lf9cSK66peOaGhSV,9,['Tango'],female,1,213,6
Arbolito,Arbolito,,spotify:artist:7pa4Z64S1qU90QytnRJgoJ,33,"['Folklore', 'Rock', 'Alternative']",NA,2,17,13
Puel Kona,Puel Kona,,spotify:artist:5S5gzDtLDnL23oShA5qsBX,8,[],NA,2,17,13
Kangrejoz,Kangrejoz,,spotify:artist:60JIa0IuXUaT6JOyBOi9Eq,0,[],NA,2,17,13
Pablo Lezcano,Pablo Lezcano,,spotify:artist:6BWt3y930OmYx0ArqKBWUe,0,['Cumbia'],male,2,17,13
Orozco Barrientos,Orozco Barrientos,,spotify:artist:1YcoSGwAo1mtrO0o3dWzwx,0,[],NA,2,17,13
La Contreras,La Contreras,,spotify:artist:6piB6c6qlCZaylV1R4VWyC,4,[],female,2,17,13
Un Mono Azul,Un Mono Azul,,spotify:artist:7irBbB1keSwBvL9epc6ufR,0,[],NA,2,17,13
Martín Vega,Martín Vega,,spotify:artist:3t6rdVTl6R0YIlTBeVJZgy,0,[],male,2,17,13
Tomás Babjaczuk,Tomás Babjaczuk,,spotify:artist:69YFg2dNQp6Hf4kJfHwT6q,0,[],male,20,301,5
Seba Landro,Seba Landro,,spotify:artist:3kpvybC2ueX5YUpvMjYiHa,0,[],male,18,26,6
Marcos Cabezaz,Marcos Cabezaz,,spotify:artist:6RWR240sWjsjPZcyowsK1d,0,[],male,18,30,6
Carlos Villavicencio,Carlos Villavicencio,,spotify:artist:5pA3cNazdG6WV7zLzvYsHD,0,[],male,18,335,6
Flopa,Flopa,,spotify:artist:4YTUVeo0e98siu66F21HFy,13,['Alternative'],NA,18,319,6
Migue Granados,Migue Granados,,spotify:artist:6RBQQmhPPL3eqIz2ktmlSK,13,[],male,1,25,6
Soy Emilia,Soy Emilia,,spotify:artist:09MCzRiOuz48BY0imXgFFM,28,['Alternative'],NA,1,25,6
Violetta Arriaza,Violetta Arriaza,,spotify:artist:2WET7xahye2vwzTTB7MH1U,24,[],female,1,25,6
Daniela Herrero,Daniela Herrero,,spotify:artist:4DnisEwhpsBmBcyGvxRske,34,"['Pop', 'Rock']",female,18,214,6
Pablo Grinjot,Pablo Grinjot,,spotify:artist:78Yi1a73zUNK79PWPv0P0o,4,[],male,5,20,13
Gaston Pauls,Gaston Pauls,,spotify:artist:6TOGpotjLe5ZZGif2QmZxd,7,[],male,18,60,6
Javier Montalto,Javier Montalto,,spotify:artist:3E9eoaWsjWb8cCo4RkTH4Y,9,[],male,18,60,6
Hugo Díaz,Hugo Díaz,,spotify:artist:45sN1U4xtrQEyzIaOUmavp,26,['Tango'],male,6,302,5
Fabián Panisello,Fabián Panisello,,spotify:artist:4rFysJd2mQdTXwE5AhcOu2,0,[],male,26,10,1
Osvaldo Golijov,Osvaldo Golijov,,spotify:artist:4MFSQmb7Y47xW7JJmJboCv,20,['Clasico'],male,1,320,6
Gabriel Senanes,Gabriel Senanes,,spotify:artist:7524FF8maNGE4P1HRv2Fee,0,"['Pop', 'Clasico']",male,26,303,1
Ernesto Acher,Ernesto Acher,,spotify:artist:6KqDCb8JoJu8pwUIxOBEzz,3,[],male,20,194,7
Vic Bang,Vic Bang,,spotify:artist:4oYRmpCHzfDX9eZaqw7CBN,3,[],female,6,195,5
Eduardo García de Zúñiga,Eduardo García de Zúñiga,,spotify:artist:7gSqJRkvmaMKRsFPsCNzaN,0,[],male,26,304,1
Valentin Surif,Valentin Surif,,spotify:artist:3LHNKwzjQKqZT8kZrzWvt4,2,[],male,26,91,1
Sebastián de Urquiza,Sebastián de Urquiza,,spotify:artist:4DRLMTbeWVmsygPUpld41C,2,[],male,18,165,2
Victoria Birchner,Victoria Birchner,,spotify:artist:3WK96n89Ph8hEufWDG5DeS,10,[],NA,3,87,6
Las Pelotas,Las Pelotas,,spotify:artist:1Qv4E1VgZOGnOYd99Kp5Bs,57,"['Rock', 'Reggae', 'Alternative']",NA,10,76,6
Tomás Lebrero,Tomás Lebrero,,spotify:artist:1CddtFbqu0fKwAAtiNpjWg,0,[],male,5,40,13
Percival Benedict Kahn,Percival Benedict Kahn,,spotify:artist:46X8BqIzjOlp5zZCY5PHEw,0,[],NA,15,305,1
Daniel Diaz,Daniel Diaz,,spotify:artist:3zJXQgBRAEZRZZjndoogd5,22,['Jazz'],male,1,204,11
Huella Pampa,Huella Pampa,,spotify:artist:6UaNnYTf2Bgq4GPbs4hchM,15,['Folklore'],NA,1,306,11
Armando Laborde,Armando Laborde,,spotify:artist:3ScBukIGX1LjUMmj6QQX5a,7,['Tango'],male,12,51,14
Rodolfo Lesica,Rodolfo Lesica,,spotify:artist:5GqxXL51IlX2CEC8xEcgHE,4,['Tango'],male,12,51,14
Diego Solís,Diego Solís,,spotify:artist:15sxvC9WNx2IfDVn8m8teh,3,[],male,12,51,14
Enero Será Mío,Enero Será Mío,,spotify:artist:3oye1CCUGz6RmGjCnBdsMf,0,[],NA,1,49,13
Martín Elizalde,Martín Elizalde,,spotify:artist:1sXx30pQqKQimzJBDwhXPx,10,[],male,1,213,13
Nahuel Briones,Nahuel Briones,,spotify:artist:29HD84lSe1rh2e6JuTE2xR,19,"['Rock', 'Alternative']",male,1,140,13
Lolo Micucci,Lolo Micucci,,spotify:artist:7LG3uPVfEWv8rvew2gJFGg,1,[],male,1,49,13
Pity Alvarez,Pity Alvarez,,spotify:artist:3ZM2EFVMGSXyEqn3l3HA26,6,"['HipHop', 'Rock', 'Punk', 'Rap', 'Reggae']",male,1,49,13
Deborah De Corral,Deborah De Corral,,spotify:artist:0cEINGGZS5I0npSooTOQRZ,17,['Pop'],female,1,321,13
Sebastian Kramer,Sebastian Kramer,,spotify:artist:0dFMYi8FmnV1XeawJHagzd,0,[],male,1,321,13
Super Ratones,Super Ratones,,spotify:artist:1sLxv35Q6ahFKcfg1ZuqWq,25,"['Rock', 'Punk']",NA,1,79,6
Carola Bony,Carola Bony,,spotify:artist:7gAaTghewy1zb9tfRALUN9,2,"['Pop', 'Electronica', 'Rock']",female,1,73,13
Tito Fargo,Tito Fargo,,spotify:artist:1F1FoV8zFm1KHMQsEllORZ,0,[],male,1,49,13
Los Manseros Santiagueños,Los Manseros Santiagueños,,spotify:artist:0IAWTLWnUIzKVQDTGoYJk2,52,"['Chamame', 'Folklore']",NA,1,205,6
Nonpalidece,Nonpalidece,,spotify:artist:0W1EfnztQTHuv03MuMzWPe,53,"['Rock', 'Reggae', 'Alternative']",NA,2,137,6
Donald,Donald,,spotify:artist:3M9CqiLGObWndTeSA2W73n,32,['Pop'],male,1,15,6
Bestia Bebé,Bestia Bebé,,spotify:artist:3j7kmtxJ0aptdHr9ZCnEkp,31,"['Rock', 'Punk', 'Alternative']",NA,2,88,13
Audia Valdez,Audia Valdez,,spotify:artist:44zQK5AXMlUsuii84X0JOg,8,[],female,5,20,13
Willy Quiroga,Willy Quiroga,,spotify:artist:2qQX5DzzT2p5Uhf5nVkTyE,12,['Rock'],male,1,64,13
Facundo Soto,Facundo Soto,,spotify:artist:7iHo4CLGchMwwtiCxfyGem,23,['Rock'],male,1,64,13
Rodrigo Ríos,Rodrigo Ríos,,spotify:artist:7sT2v4tHjNHexJhSvIkcNF,5,[],male,12,59,5
Mariana Coronel,Mariana Coronel,,spotify:artist:4fojRH9JDZwRN8EzZItv4q,23,[],female,12,59,5
Horacio Quintana,Horacio Quintana,,spotify:artist:3nRHrVXvO7NKh4dpxZ1OWM,15,['Tango'],male,9,206,1
Juan Carlos Miranda,Juan Carlos Miranda,,spotify:artist:4NfWqcXy4vuHUwLvQ2Pdu8,13,['Tango'],male,9,206,1
Luciana Tagliapietra,Luciana Tagliapietra,,spotify:artist:1Q3Ba3dBArHD2RV4SpROOk,9,['Alternative'],female,7,207,13
Los Besos,Los Besos,,spotify:artist:7nbOE0RhCrS1GrDEaVUVee,31,['Alternative'],NA,7,207,13
La Chimera,La Chimera,,spotify:artist:4maQEGSFcllqvwDplwdUGv,6,[],NA,13,208,10
Eduardo Eguez,Eduardo Eguez,,spotify:artist:6Z9dlbGREM1V0CMWdFx6ox,24,[],male,13,208,10
Ramón Sixto Ríos,Ramón Sixto Ríos,,spotify:artist:6LReoPjIRhqij34W47jidw,0,['Chamame'],male,19,50,12
Francisco Lomuto,Francisco Lomuto,,spotify:artist:6uustyleCEZFSEa11DgHgi,27,['Tango'],male,19,66,12
Pedro Noda,Pedro Noda,,spotify:artist:3Yynd7J1Cb0evqPgnBuY8o,1,['Tango'],male,8,311,8
Jason Mowry,Jason Mowry,,spotify:artist:6LxGBQoCwU1JNfQ0ZMWhX8,1,[],NA,9,313,12
Horacio Lagos,Horacio Lagos,,spotify:artist:5mu76bI6tCoctKak4nMH1V,14,['Tango'],male,9,68,12
Lita Morales,Lita Morales,,spotify:artist:2s48CL3aMAx0M059cx2F9A,10,[],female,9,22,12
Antonio Maida,Antonio Maida,,spotify:artist:5udOu7CuhlJ5wPeoCcAZRM,1,['Tango'],male,9,68,12
Alberto Gomez,Alberto Gomez,,spotify:artist:3957esRYhSNJy4MdpYn5VP,20,['Tango'],male,9,117,12
Adolfo Rivas,Adolfo Rivas,,spotify:artist:0dywodxx2SmQ5nmzUgLaht,0,[],male,9,68,12
Roberto Morel,Roberto Morel,,spotify:artist:6wBnDQolYUcmloT0WI7o5n,0,[],male,9,68,12
Atilio Bruni y Su Orquesta,Atilio Bruni y Su Orquesta,,spotify:artist:0fshe40qVebS0viBfKtlaD,0,[],male,9,92,12
Orquesta Tipica Victor,Orquesta Tipica Victor,,spotify:artist:3a80F6pRMshHZW2jH8McTA,25,['Tango'],NA,9,22,12
Hugo Jordan,Hugo Jordan,,spotify:artist:0ckxb5NGyPxygzbH5gXrc9,6,[],male,9,92,12
Juan De Dios Filiberto,Juan De Dios Filiberto,,spotify:artist:1cUlqu95TXcMcQUjdfzIgo,23,[],male,10,139,1
Tomas Gubitsch,Tomas Gubitsch,,spotify:artist:2eJfVLx1KsCtaIsT5U0NAw,13,[],NA,10,139,1
Gerardo Jerez Le Cam,Gerardo Jerez Le Cam,,spotify:artist:1zYMJwL9SMDF0QjsD5e79g,0,[],NA,10,139,1
Violeta Castillo,Violeta Castillo,,spotify:artist:2NtYHfTFxDUWZcQAxJBzhe,8,['Alternative'],female,5,141,13
Zero Kill,Zero Kill,,spotify:artist:79Ni1ePx75PABzezrpjmwV,11,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,5,20,13
Astrosuka,Astrosuka,,spotify:artist:5niEn5U8RaaLvCHmD9JKFE,1,[],NA,5,322,13
Dario Jalfin,Dario Jalfin,,spotify:artist:1NPOzKHJjzklJ8cMmyuAh6,5,[],male,5,237,13
Migue Garcia,Migue Garcia,,spotify:artist:3Q0cAY0gD9oINGwFwRA625,6,['Rock'],male,5,63,13
Lucy Patané,Lucy Patané,,spotify:artist:0ocA2OjaXb4KyFX7zJE2Ld,23,['Alternative'],female,5,63,13
Julieta Laso,Julieta Laso,,spotify:artist:3mrFrZjfujaOttNRpDD4Vk,23,['Tango'],female,5,63,13
Riddim Wise,Riddim Wise,,spotify:artist:342L5QwFHvai7jhEeOfPtk,21,[],NA,7,136,13
El Gato Muñoz,El Gato Muñoz,,spotify:artist:0bRZ3w6EsnBEUZgMsJyCTO,18,[],NA,17,12,6
Adrián Juárez,Adrián Juárez,,spotify:artist:4my2lowPHAuV5YMla0kBD2,2,[],male,7,93,13
Juanito El Cantor,Juanito El Cantor,,spotify:artist:0XOo1UrJtPQjLkILqMGusW,22,['Alternative'],male,4,323,13
