Id,Label,id_artista,popularidad,generos_musicales,genero,betweenness
Edgardo Cardozo,Edgardo Cardozo,spotify:artist:6XPnV6YclmmE4DpD5mxYKV,21,['Folklore'],male,0
Santiago Vázquez,Santiago Vázquez,spotify:artist:6A8O2qoQS9tiuKth4pqnXi,20,['Folklore'],male,0
Fernando Gallimany,Fernando Gallimany,spotify:artist:2zKgkpglmW2x49qCHvi0eJ,0,['Tango'],male,0
Onda Vaga,Onda Vaga,spotify:artist:3cBb4A9AZeZhcq781P3wCZ,48,"['Rock', 'Alternative']",NA,3
Goy Ogalde,Goy Ogalde,spotify:artist:170R5MHc1kaj5wjpe9r0V4,24,"['Folklore', 'Rock', 'Punk', 'Reggae']",NA,3
La Fuerza Suave,La Fuerza Suave,spotify:artist:2uoikK8SZM0veqVYsHo1qI,3,"['Pop', 'Tango', 'Cumbia', 'Rock', 'Punk', 'Alternative']",NA,3
Goy Karamelo,Goy Karamelo,spotify:artist:6ivDKC9j7KCZ6vYb9syvcC,11,"['Folklore', 'Rock', 'Punk', 'Reggae']",NA,3
Justo Lamas,Justo Lamas,spotify:artist:3nApi3p2CRCGg6RBVm2KS2,2,"['Jazz', 'Tango', 'Folklore', 'Rock']",male,0
Ratones Paranoicos,Ratones Paranoicos,spotify:artist:5fVtUielMhdztOA34ArB6c,51,"['Rock', 'Punk', 'Alternative']",NA,0
Luciano Napolitano,Luciano Napolitano,spotify:artist:1vZDXx2kfTUHnjHy8XchFU,19,"['Rock', 'Metal']",male,9
Oscar Mediavilla,Oscar Mediavilla,spotify:artist:4MGAArcxYhHjxrARGASYuF,1,['Rock'],male,0
Gady Pampillón,Gady Pampillón,spotify:artist:7rcviU03E3Ure9BMWG4DeB,3,['Rock'],male,9
Kashmir Orquesta,Kashmir Orquesta,spotify:artist:655zc6SaolsLw5Fd9WAcbo,5,['Rock'],NA,3
Bruno Arias,Bruno Arias,spotify:artist:59OheJsvimLlXWvuL9j7Df,32,['Folklore'],male,0
Los Fundamentalistas del Aire Acondicionado,Los Fundamentalistas del Aire Acondicionado,spotify:artist:1SKA2QwV2fwGgoMlx16FXO,57,"['Rock', 'Punk']",NA,0
Nico Cota,Nico Cota,spotify:artist:3R7H5BnszTX4pYrBXOkmeR,15,['Rock'],male,0
Emanero,Emanero,spotify:artist:2BTS8Np1YzPQuXjgdlqsBB,57,"['Trap', 'HipHop', 'Rap']",male,5
Adrián Abonizio,Adrián Abonizio,spotify:artist:3sAyn0ZXCaDZkIL9A3wVKY,7,"['Pop', 'Rock']",male,0
Leopoldo Deza,Leopoldo Deza,spotify:artist:2CEbctwisZvRB5OaLVJIVo,2,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Facundo Cabral,Facundo Cabral,spotify:artist:1vCCUwNiIwC41lEu7EuBmx,44,"['Folklore', 'Rock']",male,0
Ariel Minimal,Ariel Minimal,spotify:artist:6QEXv1g4G63n5WjMhUGIA0,13,"['Jazz', 'Pop', 'Rock', 'Punk']",male,13
Los Músicos del Centro,Los Músicos del Centro,spotify:artist:1NZh8HG0QvTRep7j8eMgw5,7,"['Jazz', 'Pop', 'Tango', 'Rock']",NA,0
Los Nuñez,Los Nuñez,spotify:artist:7FnBSeoCJiZDp4x37Yv5RN,13,['Folklore'],NA,0
Gustavo Giannini,Gustavo Giannini,spotify:artist:5fp9DVDJ2m2SMt7cAv6m33,0,"['Jazz', 'Rock']",male,0
Lalo De Los Santos,Lalo De Los Santos,spotify:artist:0oFtXR8mGkIZUWq7fWDCDb,4,['Rock'],male,0
Jorge González,Jorge González,spotify:artist:1yebGfaci7Kf2rCIkyLRAQ,3,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Guadalupe Raventos,Guadalupe Raventos,spotify:artist:1KGnsWxPxY8bMrM3c7VZGk,1,"['Jazz', 'Pop', 'Tango', 'Rock']",female,0
Alejandro Picciano,Alejandro Picciano,spotify:artist:1IciQzATaOVaYL79WlexPi,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Ricardo Soule,Ricardo Soule,spotify:artist:7CZEgK9uHbpW0RdfbWRIQC,12,['Rock'],male,0
Andrés Ruiz,Andrés Ruiz,spotify:artist:4LXSWBTtXbZGhJ5aqzUZhB,5,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Gonzalo Aloras,Gonzalo Aloras,spotify:artist:68ylNUXfCMZfmd9bBx8Knh,19,"['Pop', 'Rock']",male,0
Hugo Diz,Hugo Diz,spotify:artist:1TaPzg8J4MHYLIPw9oAEAj,0,['Tango'],male,0
Rodolfo Alchourrón,Rodolfo Alchourrón,spotify:artist:5qdByjZTAuYQgpw3gCTaM1,2,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Dino Saluzzi,Dino Saluzzi,spotify:artist:0XsuWf5f3kRzml20heorPz,25,"['Jazz', 'Tango']",male,1
Mirtha Defilpo,Mirtha Defilpo,spotify:artist:5jN2wYqhUCltMC9RnxavSa,5,"['Jazz', 'Pop', 'Tango', 'Rock']",female,0
Chivo Borraro,Chivo Borraro,spotify:artist:1TuFeddzdF12Gh1UO0LZ89,3,"['Jazz', 'Tango']",male,0
Quintino Cinalli,Quintino Cinalli,spotify:artist:46VejkVhYPLpD9FIhfHt4O,4,"['Jazz', 'Rock']",male,0
Alfredo Lichter,Alfredo Lichter,spotify:artist:2YlIkIkGFS6DQbYT8FYTg1,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Tito Reyes,Tito Reyes,spotify:artist:3GW0BlXsUmzMe2dQPo8Yyr,3,['Tango'],male,0
Alejandro Del Prado,Alejandro Del Prado,spotify:artist:3iBsdKMbWLCe0jrWxPfUoZ,8,['Rock'],male,0
Marcelo Peralta,Marcelo Peralta,spotify:artist:4JDJ1LVjQA8I76Bx3XSN9Y,8,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Vocal Melopea,Vocal Melopea,spotify:artist:1miIHWzGJKjvrA0QL2FCvM,0,"['Jazz', 'Pop', 'Tango', 'Rock']",NA,0
Inés Estévez,Inés Estévez,spotify:artist:4mX2xgo5jq2XKiwFJKWjMf,0,"['Jazz', 'Pop', 'Tango', 'Rock']",female,0
Dúo Salteño,Dúo Salteño,spotify:artist:5SAeZRhgmJhgq196BR1Mna,29,['Folklore'],NA,0
Mario Fiocca,Mario Fiocca,spotify:artist:51Lai9ogCR4bGofJJmg2LR,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Gustavo Bergalli,Gustavo Bergalli,spotify:artist:3DqfWDH5maQ3VOCfqDE6tS,2,['Jazz'],male,0
Cuarteto Zupay,Cuarteto Zupay,spotify:artist:05uOsFLijt0mUTxSD7OaLw,24,['Folklore'],NA,0
Huinca,Huinca,spotify:artist:4c6hvFl5G5lPhMu0KRayky,4,['Metal'],NA,0
"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi","Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",spotify:artist:0EHM6eKxZALAiJP6Flgok0,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
La Perra Que Los Parió,La Perra Que Los Parió,spotify:artist:3sVVMPMbALoko1Iub9ADj7,30,"['Rock', 'Reggae', 'Alternative']",NA,3
Los Reyes del Falsete,Los Reyes del Falsete,spotify:artist:3fSY3Q7ElfLbI1cR3RyOXd,20,['Alternative'],NA,0
José Francisco Ingaramo,José Francisco Ingaramo,spotify:artist:0iCX7U9HkEa5mBfCcLxChE,0,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Charo Bogarín,Charo Bogarín,spotify:artist:5jfggAaZZ37qreOA6VzvJA,5,"['Rock', 'Alternative']",female,0
Emme,Emme,spotify:artist:5FgVbD73IGd9orGZK888A8,27,['Rock'],female,0
Leda Valladares,Leda Valladares,spotify:artist:32frwpljz9gxJhNZRfkZ34,19,"['Jazz', 'Tango', 'Rock']",female,0
Mariano Lopez,Mariano Lopez,spotify:artist:5defwXHFW3smFGwOHJHalB,46,"['Pop', 'Rock', 'Alternative']",NA,0
Eduardo Bergallo,Eduardo Bergallo,spotify:artist:0iO7GoHspdzqLANoFLZz78,31,"['Pop', 'Rock', 'Alternative']",male,0
Gabriel Sivak,Gabriel Sivak,spotify:artist:0muejclvBRGSfZ5wg2RV2M,2,['Tango'],male,1
Fernando Viani,Fernando Viani,spotify:artist:3rGPUve0f6F0dOLpo6KW6C,14,['Tango'],male,1
Luis Gaeta,Luis Gaeta,spotify:artist:7IEFNbKf534MI8qvKenx5L,1,['Tango'],male,1
Gabriel Castagna,Gabriel Castagna,spotify:artist:0lF53kr1siie3JEuHkzLJZ,4,['Tango'],male,1
Dora De Marinis,Dora De Marinis,spotify:artist:2du6Lrcmg9PFaocsTa8ou5,4,['Tango'],female,1
ALBERTO GINASTERA,ALBERTO GINASTERA,spotify:artist:7s8gk58HmkAOZJklgAvWWg,0,['Tango'],male,1
Juan Sebastian Delgado,Juan Sebastian Delgado,spotify:artist:0XHk7PtuOa6O6wTLnM3lwW,0,['Tango'],male,1
Ruben Lopez Furst,Ruben Lopez Furst,spotify:artist:2U16v6XmFw7LIeoXwfTIsX,1,['Jazz'],male,0
Ignacio López,Ignacio López,spotify:artist:3m0D0iq8opkJzGKbw5j07O,1,"['Tango', 'Rock']",NA,0
AnToN KuRT,AnToN KuRT,spotify:artist:3AYmaEv6i9ja3nlRK4D5lP,0,"['Jazz', 'Tango', 'Rock']",male,0
Scorpio,Scorpio,spotify:artist:39D2GyTHYcgVTHRsimOQEu,0,"['Jazz', 'Tango', 'Rock']",NA,0
Marcelo Baraj,Marcelo Baraj,spotify:artist:6ysdMcll7TRlUherAOSPZs,0,"['HipHop', 'Rock']",male,0
Juan Bayon,Juan Bayon,spotify:artist:5XVYQv0ALitPD7iqbGLaCm,2,"['Jazz', 'Folklore', 'Rock']",male,0
Rubén Goldín,Rubén Goldín,spotify:artist:4LcVOgiAzJlIZJk5gFa4yu,25,['Rock'],male,0
Juan Darthes,Juan Darthes,spotify:artist:5hsnsRgj4XU9rwoSeFQ6sC,5,['Pop'],NA,0
Fena Della Maggiora,Fena Della Maggiora,spotify:artist:144QYimrD81FcpLv3WBPno,15,"['Pop', 'Rock']",male,0
Vandera,Vandera,spotify:artist:7IxhhJ4I8RdyL9CIkdMnA0,8,"['Pop', 'Rock']",male,0
Rolando Goldman,Rolando Goldman,spotify:artist:7iZgS3tD434vSPAR2QAmcz,5,['Tango'],male,0
Ariel Argañaraz,Ariel Argañaraz,spotify:artist:3IOI9xrhwibocZTdQN1lVQ,3,['Tango'],male,0
Paula Pomeraniec,Paula Pomeraniec,spotify:artist:6d4xFw6B3fc0B7WOC4i6EP,2,['Tango'],female,0
Juan Canosa,Juan Canosa,spotify:artist:2dSFZB48yrIdK7NtkuNql8,2,['Jazz'],male,0
Esteban Morgado,Esteban Morgado,spotify:artist:1pL3N36WdUgF8sdmLG8OMl,22,['Tango'],male,0
Damian Bolotin,Damian Bolotin,spotify:artist:6K2DK1fVzvbY5oSx3xPajp,10,['Tango'],male,0
Leo Genovese,Leo Genovese,spotify:artist:6oTt7SbO878MuvMRjHmTmk,19,['Jazz'],male,0
Sofia Rei,Sofia Rei,spotify:artist:6jIvSVTvBMdlsCWqTQJKbJ,9,['Folklore'],female,0
Daniel Barenboim,Daniel Barenboim,spotify:artist:78sEozQOEJxzXegUuqRSgH,61,"['Jazz', 'Tango']",male,1
Oscar Alem,Oscar Alem,spotify:artist:6AYyHYnVjO4Qd4j0TFIGTg,11,['Tango'],male,0
Hilda Herrera,Hilda Herrera,spotify:artist:0qzpjA8ZRuHJnJJN6OsePI,11,['Folklore'],NA,0
Ernesto Baffa,Ernesto Baffa,spotify:artist:1Bl1x1lp1MD3FElVMbIaI9,6,['Tango'],male,1
Fernando Rabih,Fernando Rabih,spotify:artist:51PGQ1TfMvqoUVeMCRRuc4,1,['Folklore'],male,0
Federico Mizrahi,Federico Mizrahi,spotify:artist:0RcujGrIDwI6n6f9PfWhFt,7,"['Jazz', 'Rock']",male,0
Marcelo Gomez,Marcelo Gomez,spotify:artist:4m5JMfDN9cWhUlwmRdVqXq,7,['Folklore'],male,6
Arias Cáceres,Arias Cáceres,spotify:artist:2zPIAsiuapY0hgt7UgEb2q,0,['Folklore'],male,6
Alambre Gonzalez,Alambre Gonzalez,spotify:artist:3oLANiNTf5qyrciZmnPyYU,15,['Rock'],male,9
Susy Shock,Susy Shock,spotify:artist:7cSEm0IEhlSHyPx0rXC6oY,16,"['Alternative', 'Tango']",other,7
Dancing Mood,Dancing Mood,spotify:artist:70XauTb6oEJbXxFoH6wY9F,43,"['Jazz', 'Rock', 'Reggae', 'Alternative']",NA,7
Bam Bam Miranda,Bam Bam Miranda,spotify:artist:1CFUZzuQO6nb6pJpoEuNAi,1,['Alternative'],male,6
Fede Flores,Fede Flores,spotify:artist:6bZVo4d2ZYRD3K2GCBylQh,0,['Alternative'],male,6
Liliana Zavala,Liliana Zavala,spotify:artist:318joJnkZbXBwp9t8DGqyx,4,['Alternative'],female,6
Alfredo Abalos,Alfredo Abalos,spotify:artist:3vsjdss4ZqYIq9u5fD9HPz,29,"['Chamame', 'Folklore']",male,0
Luis Gurevich,Luis Gurevich,spotify:artist:3JldJgANj6SKm7p06QkTwA,4,['Rock'],male,0
Miguel Mateos - Zas,Miguel Mateos - Zas,spotify:artist:3YG18nhGaJkR1F6VpcnSG6,54,"['Rock', 'Alternative']",NA,0
Literal,Literal,spotify:artist:0Ec1MqHP5MENR7rK3DtO3G,37,['Rock'],NA,0
Juan Luqui,Juan Luqui,spotify:artist:6lt8CZydFV47oahQc38LL5,7,"['Pop', 'Tango', 'Folklore', 'Rock']",male,0
Anibal Kerpel,Anibal Kerpel,spotify:artist:1tkoCroEpHe2UexqTAd8Wh,29,"['Pop', 'Tango', 'Folklore', 'Rock']",male,0
Barbarita Palacios,Barbarita Palacios,spotify:artist:1gq0ImfjG4vhi885kD3gB8,10,['Folklore'],female,0
Paulina Fain,Paulina Fain,spotify:artist:58Ts8sUwRBLaxKV3fJHrIc,1,['Tango'],female,0
Ariel Ardit,Ariel Ardit,spotify:artist:62WLKvGxUiIjMITbNetyR6,25,['Tango'],male,0
Víctor Lavallén,Víctor Lavallén,spotify:artist:0VXsP4n9Psxs7o4O5MW49j,6,['Tango'],male,0
Juan Pablo Di Leone,Juan Pablo Di Leone,spotify:artist:6oDkfDNI4obD3rvv8WRpU9,14,['Jazz'],male,0
Loli Molina,Loli Molina,spotify:artist:4mStQ3gsuRt6YDkloBov32,41,['Alternative'],female,5
Santiago Segret,Santiago Segret,spotify:artist:2IyVU9Yy24qYEotlhyfgUx,26,['Folklore'],male,0
Armando Alonso,Armando Alonso,spotify:artist:63V3FL6VN6LeTK3js2dSp1,7,"['Jazz', 'Folklore', 'Rock']",male,0
Facundo Ramirez,Facundo Ramirez,spotify:artist:6cguYHPhvpHSVXV45RbiNZ,6,['Folklore'],male,0
Martha Argerich,Martha Argerich,spotify:artist:66MvLAvLznk5UOvASVGjk4,53,['Tango'],female,1
Andrés Goldstein,Andrés Goldstein,spotify:artist:0XGifvCubDQY0xQQlKjpkw,3,['Tango'],male,1
Orquesta Sinfónica Nacional de la República Argentina,Orquesta Sinfónica Nacional de la República Argentina,spotify:artist:1AzNvdUP2oFAEXuNwSXtnd,2,['Tango'],NA,1
Osvaldo Acedo,Osvaldo Acedo,spotify:artist:0SslGuOfVYtEI5eHtJeRyk,0,['Tango'],male,1
Francisco de Caro,Francisco de Caro,spotify:artist:4WNOjVbHZTXAEiHCECBb8k,0,['Tango'],male,1
Sebastian Llapur,Sebastian Llapur,spotify:artist:1TELtuCpDL3sbZnxXQApD0,34,"['Cumbia', 'Folklore']",male,0
Maxi Pardo,Maxi Pardo,spotify:artist:6APnEf5cyECCCClxfH7ESE,8,"['Cumbia', 'Folklore']",male,0
Yamila Cafrune,Yamila Cafrune,spotify:artist:21tGjsSQbt1AoCzi6OwHoV,22,['Folklore'],female,14
Capri,Capri,spotify:artist:0ncK4aJkxd0iHvEbcpbEzk,15,['Alternative'],male,3
Leandro Fresco,Leandro Fresco,spotify:artist:0gJgTQEVl62dN80lQbOBK5,19,"['Pop', 'Electronica', 'Rock']",male,3
Gustavo Lamas,Gustavo Lamas,spotify:artist:2il1USD5GwzBWuQmzwYQxt,6,['Pop'],male,3
Emisor,Emisor,spotify:artist:0fAu9hukoNSpIUXXfhKOuE,6,"['Rock', 'Alternative']",male,3
Christian Powditch,Christian Powditch,spotify:artist:1U3rp433q1YrSoSEEtATR3,7,['Alternative'],male,3
Daniel Montenegro,Daniel Montenegro,spotify:artist:6gA1k3JrCTseKH6q4cmhFQ,5,"['Pop', 'HipHop', 'Electronica', 'Folklore', 'Rock', 'Alternative']",male,3
Daniel Melero,Daniel Melero,spotify:artist:5ohM2ZA35IpUZNIAiK4RoY,41,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,3
Félix Luna,Félix Luna,spotify:artist:6aV7Q0EnQo7ssGbs6rlY6T,2,"['Folklore', 'Rock']",male,0
Lolita Torres,Lolita Torres,spotify:artist:0fhBxe30C0J8XkxJyTFGsY,9,"['Folklore', 'Rock']",female,0
Damián Sanchez,Damián Sanchez,spotify:artist:2k8Lkl84JJBSV8wfNiifEq,13,"['Folklore', 'Rock']",male,0
Rubén Dubrovsky,Rubén Dubrovsky,spotify:artist:6B7trGq3EXDP4QZyqfeSoE,4,"['Folklore', 'Rock']",male,1
Grupo Vocal Argentino,Grupo Vocal Argentino,spotify:artist:5cXfFsNEAbnAyDBb84sZ9J,7,"['Folklore', 'Rock']",NA,0
Alfredo Remus,Alfredo Remus,spotify:artist:61rgv0cssjbKKpkESSnup3,2,"['Jazz', 'Tango', 'Folklore']",male,0
Manuel Fraga,Manuel Fraga,spotify:artist:1AR4weKRSJg1NswV2HUjm8,5,['Jazz'],male,0
Pablo Motta,Pablo Motta,spotify:artist:0N4l2NjzDYy8061amZ1dv6,8,['Jazz'],male,0
Paula Almerares,Paula Almerares,spotify:artist:6fjWFtyOvhk4CnI2icoLSX,0,"['Folklore', 'Rock']",female,10
Víctor Torres,Víctor Torres,spotify:artist:5l59cyohKeqVm2EhQC4wGX,4,"['Folklore', 'Rock']",male,10
Rodrigo Montero,Rodrigo Montero,spotify:artist:5ooUw1zjSo6JPi8HBOoJ00,0,"['Chamame', 'Folklore']",male,16
Gerardo López,Gerardo López,spotify:artist:4gRi5DgoE3Y2COdANmCNPq,13,"['Chamame', 'Folklore']",male,16
Fernando Xamena,Fernando Xamena,spotify:artist:3c6lM6Yd69PsWqzN6GwjFU,3,"['Chamame', 'Folklore']",male,16
Jorge Calandrelli,Jorge Calandrelli,spotify:artist:3cjxn6Z8XrhJuuEcxxQHmm,8,['Tango'],male,1
Sexteto Mayor,Sexteto Mayor,spotify:artist:6Wvfeq2vPFsjNGxFmcz1nq,24,['Tango'],NA,0
Jorge Falcón,Jorge Falcón,spotify:artist:4A8BXQviabJAmX51XaXcLN,31,['Tango'],male,2
Magdalena Fleitas,Magdalena Fleitas,spotify:artist:7vUHOeU5ADsenylCCvlaQV,46,['Rock'],female,0
Cristóbal Repetto,Cristóbal Repetto,spotify:artist:6zKR0k2DsuT25NEav424Pa,2,"['Pop', 'Tango', 'Folklore', 'Rock']",male,0
Uji,Uji,spotify:artist:3BQDgh6CjxVXMhy00YEx3G,33,['Electronica'],male,5
Come & C,Come & C,spotify:artist:21spCy1ye5CTUhJofVHu0s,12,"['Pop', 'Cumbia']",NA,0
El Polaco,El Polaco,spotify:artist:3ucYybVr1mTuB04HtoBDCc,54,"['Pop', 'Cumbia']",male,0
Klan,Klan,spotify:artist:7flslx3D22tWYKvoChQX8o,28,"['Trap', 'HipHop', 'Rap']",NA,5
Ramiro Jota,Ramiro Jota,spotify:artist:643hBnrVfRzLm6Kz9YYfga,32,"['HipHop', 'Cumbia', 'Punk', 'Rap']",male,5
Santiago Córdoba,Santiago Córdoba,spotify:artist:3gM7EGFBBygflICkOPdl0k,6,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,12
Marina Fages,Marina Fages,spotify:artist:1jBRvUY23iEpMeGCKZ2RO3,24,"['Electronica', 'Alternative']",female,5
Carca,Carca,spotify:artist:2IepsVr1DGAWIy15lh6sxC,23,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,7
Claudio Gabis,Claudio Gabis,spotify:artist:1XSVGwcOBIdSrcGp4gRSgL,14,"['Jazz', 'R&B', 'Rock']",male,0
Ariel Rot,Ariel Rot,spotify:artist:5kXK8waG1JeBQ8b5leWNSu,36,"['Pop', 'Rock']",male,0
Pappo,Pappo,spotify:artist:1db5TWniHR7iqwXer7AiQ2,50,"['Rock', 'Metal', 'Alternative']",male,9
Alfredo Toth,Alfredo Toth,spotify:artist:6jY5tvGdUYfG9E1GXlnTGp,4,['Rock'],male,9
El Kuelgue,El Kuelgue,spotify:artist:6jRUKVZllu1wtgXHbqvUmT,54,"['Rock', 'Reggae', 'Alternative']",NA,0
Connie Isla,Connie Isla,spotify:artist:3rRWzsERkCNBl27Nih029a,39,['Pop'],female,0
Manuel Moretti,Manuel Moretti,spotify:artist:2OHC8FLow0MAt62MoMRzZk,27,"['Pop', 'Rock']",male,0
Chocolate Fogo,Chocolate Fogo,spotify:artist:0MMbInVw5PpAi2TAvbDtLP,8,"['Rock', 'Punk', 'Alternative']",NA,0
Lucia Galan,Lucia Galan,spotify:artist:5WX8pBPYya8duzqxGktzIh,25,"['Pop', 'Rock']",female,8
Violeta Rivas,Violeta Rivas,spotify:artist:37wvb2slf0x1R2W9xIUsWw,24,"['Pop', 'Rock']",female,8
Libertad Lamarque,Libertad Lamarque,spotify:artist:4obTALkglm8PARkVVik9KZ,27,['Tango'],female,8
King Clave,King Clave,spotify:artist:71FVpPyLHxYTn3CfUOJq7f,45,"['Pop', 'Rock']",male,8
El Simbolo,El Simbolo,spotify:artist:276SjaOhqPfWqk3eDTDrz3,47,['Pop'],NA,8
Fernando Samalea,Fernando Samalea,spotify:artist:4ttOol0gPD8eTWKuAYK0PP,7,"['Tango', 'Rock']",male,3
Estela Raval,Estela Raval,spotify:artist:5iBkOOIEEgRYqoPEtl3TWM,28,['Folklore'],female,0
Ligia Piro,Ligia Piro,spotify:artist:2qE3UfT4wnrBpmJ2lbtB9q,26,['Jazz'],female,0
María Martha Serra Lima,María Martha Serra Lima,spotify:artist:03vv0WEv8o8eeVgeXBVHdP,39,['Pop'],female,8
Maria Volonte,Maria Volonte,spotify:artist:5C1ZBqt6NoORyfsT05X9EJ,8,['Tango'],female,0
Chico Novarro,Chico Novarro,spotify:artist:53EZ5ABP35N5oPGYTvjwU7,29,"['Jazz', 'Pop', 'Tango', 'Cumbia', 'Rock']",male,15
Cacho Tirao,Cacho Tirao,spotify:artist:78tiXC9u3a6PyQHB94GBnV,25,['Tango'],male,0
Los Guarros,Los Guarros,spotify:artist:6QcCAqoq8aSa6fi5uAYled,14,['Rock'],NA,0
La Barra,La Barra,spotify:artist:0QIeOzcA4xi1RMwXWPdl14,50,['Pop'],NA,8
Magui Olave,Magui Olave,spotify:artist:1kfrmHoRbXekpUf2iM6zBE,42,"['Rock', 'Alternative']",NA,3
Brian Lanzelotta,Brian Lanzelotta,spotify:artist:6SV6TCY7KVVWmAhnX5WnS3,33,"['Pop', 'Cumbia']",NA,8
Agos Nisi,Agos Nisi,spotify:artist:2PaIU0s55Sglwuq0zMLRFM,0,"['Pop', 'Rock']",female,0
Maria José Demare,Maria José Demare,spotify:artist:52bh3UorKsTwG9Rl8iDiJ8,4,"['Tango', 'Rock']",female,0
Juan Ramon,Juan Ramon,spotify:artist:6Ff5ifsGeDGD8nwShPI0Gw,13,"['Tango', 'Rock']",male,0
Alberto Cortez,Alberto Cortez,spotify:artist:0Iww53p8UY2oYtQhfzsSY9,47,"['Pop', 'Folklore']",male,0
Lola Arias,Lola Arias,spotify:artist:53eB0ZnT2mF21xdu9JPDVs,4,['Alternative'],female,12
Rosario Bléfari,Rosario Bléfari,spotify:artist:048Ps9xL1nU6dsliRDJi3y,28,"['Rock', 'Alternative']",female,7
Sara Hebe,Sara Hebe,spotify:artist:4pFUriuYqqAmBCvqF9o6LW,46,"['HipHop', 'Cumbia', 'Punk', 'Rap']",female,5
Potra,Potra,spotify:artist:2qP9rlQySpfxXYrHZ8IkAO,15,['Pop'],NA,3
Cristian Zárate,Cristian Zárate,spotify:artist:3DxNxcSmNfdPAmxTNcPGCd,10,['Tango'],male,1
Leonardo Suarez Paz,Leonardo Suarez Paz,spotify:artist:0xloWULNg6JINYMYocvL0f,0,['Tango'],male,1
Osvaldo Requena,Osvaldo Requena,spotify:artist:0u4Ts2jzqhhQxgnIgLB9E0,1,['Tango'],male,1
Angel Villoldo,Angel Villoldo,spotify:artist:58zqZbO02GoqvH117YPH5D,5,['Tango'],male,1
Carlos Guastavino,Carlos Guastavino,spotify:artist:5tsUYkQxnLGOzfj31dWmvL,23,['Tango'],male,1
Juan Lauga,Juan Lauga,spotify:artist:6P20S9msop8UKKqOwZJNHF,0,['Tango'],male,1
Saul Cosentino,Saul Cosentino,spotify:artist:5By5B7dqOWnPsZvhbk6LJ3,2,['Jazz'],male,0
Luis Gianneo,Luis Gianneo,spotify:artist:6GbjnWeQqrEb6FvCY76V7W,2,['Tango'],male,1
Eduardo Falú,Eduardo Falú,spotify:artist:3GmAEo2lOqrVb7BrHvUS5M,26,['Folklore'],male,0
Francisco Fiorentino,Francisco Fiorentino,spotify:artist:0chC6Ta4I8hpmaZ28GUdMT,26,['Tango'],male,1
Roberto Rufino,Roberto Rufino,spotify:artist:77lIcMj8n8EME52oE0pcxN,23,['Tango'],male,2
Aldo Calderón,Aldo Calderón,spotify:artist:0kvB65iiRFMo0m4KHSvBas,2,['Tango'],male,1
Jorge Casal,Jorge Casal,spotify:artist:6L7O04OiT9fGaG5jdfY5ox,7,['Tango'],male,1
Raul Beron,Raul Beron,spotify:artist:5MUxvhkKJ6F52OtoV3i93A,16,['Tango'],male,1
Roberto Grela,Roberto Grela,spotify:artist:4NkIT9ejpKX3c6zfz3VzrT,20,['Tango'],male,1
Amadeo Mandarino,Amadeo Mandarino,spotify:artist:05KONw4k9cdArmCSNtLFpd,1,['Tango'],male,1
Rodolfo Biagi,Rodolfo Biagi,spotify:artist:50BzmPPHNTQjeLW5JvrZJs,30,['Tango'],male,2
Carlos Di Sarli,Carlos Di Sarli,spotify:artist:0gAbrqBahiaTF69TmVb9fQ,36,['Tango'],male,2
Osvaldo Fresedo,Osvaldo Fresedo,spotify:artist:30tf3CsLuv3h4nR6n7ianI,25,['Tango'],male,2
Alfredo Gobbi,Alfredo Gobbi,spotify:artist:62ABL5pqowZJin1fkheWo7,22,['Tango'],male,2
Julio De Caro,Julio De Caro,spotify:artist:5sH2omybKmPkkDYHzpyseu,22,['Tango'],male,2
Alfredo De Angelis,Alfredo De Angelis,spotify:artist:1T5fdN2r38UO5jz6cb4tHD,38,['Tango'],male,2
Roberto Firpo,Roberto Firpo,spotify:artist:57r4BX1GO0yZfvh0hoE4nT,19,['Tango'],male,2
Ricardo Tanturi,Ricardo Tanturi,spotify:artist:2qMnZ26W08LGkJx2WfM6DK,28,['Tango'],male,1
Horacio Salgán,Horacio Salgán,spotify:artist:2Bh9iQTtKB9vzl6iLtwZ9W,21,['Tango'],male,1
Antonio Carrizo,Antonio Carrizo,spotify:artist:7rDJMckKZVBWV6U3eA9Ap4,1,"['Tango', 'Rock']",male,1
Atilio Stampone y su Orquesta Tipica,Atilio Stampone y su Orquesta Tipica,spotify:artist:7BaxhBweRJpcPzkowkOquu,25,"['Tango', 'Rock']",NA,1
