Id,Label,id_artista,popularidad,generos_musicales,genero,betweenness
Broke Carrey,Broke Carrey,spotify:artist:6FWTqLIVK9jjMGcNJnF7xE,42,['Trap'],male,4
Parcas,Parcas,spotify:artist:5p3XXlSBTvUHz4X1yCW1J4,24,"['Trap', 'Pop', 'HipHop']",male,4
Ill Quentin,Ill Quentin,spotify:artist:26TC05Yq727xEWV77nRinH,44,['Trap'],male,4
Naiky Unic,Naiky Unic,spotify:artist:4RiS74hj1A525qvPs66MMP,19,"['Trap', 'HipHop']",NA,4
Adrian Dargelos,Adrian Dargelos,spotify:artist:4F55zi79SZIr5PPOLTJ6cg,32,"['Pop', 'Rock']",male,4
Juan Ingaramo,Juan Ingaramo,spotify:artist:2XVoz4hoXgQ3C2BTGxl9V2,52,"['Trap', 'Pop', 'Rock', 'Alternative']",male,4
Julio Cortázar,Julio Cortázar,spotify:artist:6W4YLMJJjhfR6qMH334AGO,10,['Alternative'],male,4
Angela Torres,Angela Torres,spotify:artist:6LZA6PhNCwUfHzqfpN1nYL,55,"['Pop', 'Reggae']",female,4
Goyo Degano,Goyo Degano,spotify:artist:2jdmT8GGcp6lWM58D0ROYf,38,['Alternative'],male,3
BB ASUL,BB ASUL,spotify:artist:27PauMy7dOiHb7sI8h6s4T,27,['Pop'],NA,4
Cintia Aldana,Cintia Aldana,spotify:artist:2P1om2xP9Qw4adZzOZKZeP,18,"['Trap', 'HipHop', 'Rap']",female,4
Teresa Parodi,Teresa Parodi,spotify:artist:4D56DujhnBViJ4oYCSl1GK,36,"['Chamame', 'Folklore']",female,0
Andrés Gimenez,Andrés Gimenez,spotify:artist:54au8jquUdJ4NFUehWHjpg,9,['Rock'],male,0
Abel Pintos,Abel Pintos,spotify:artist:6HTUcOExehqydqa7C3usAa,67,"['Pop', 'Folklore', 'Rock']",male,0
Jairo,Jairo,spotify:artist:45NmCZDtKwIIVLpl2c3csx,38,"['Pop', 'Folklore', 'Rock']",male,1
Adriana Varela,Adriana Varela,spotify:artist:5diAzb0BD6mSdU1xOhM7dc,36,['Tango'],female,0
Piero,Piero,spotify:artist:0kavuvnHTeqwjKLV7qPpQm,49,"['Pop', 'Folklore', 'Rock']",male,0
Miss Bolivia,Miss Bolivia,spotify:artist:4xx3PjUWxXY0qEXUdDhrwx,39,"['Cumbia', 'Rap']",female,5
Lautaro Heredia,Lautaro Heredia,spotify:artist:7vihyogEq7rNUA6kcrYcUr,1,['Folklore'],male,0
Motta Luna,Motta Luna,spotify:artist:2VwThHR4o6olzyThu7YJiz,1,['Folklore'],NA,0
Sandra Mihanovich,Sandra Mihanovich,spotify:artist:34wPpdJXRno0eRFI5IAOYh,40,"['Jazz', 'Pop', 'Rock']",female,0
Adrián Iaies,Adrián Iaies,spotify:artist:38yosjfq6EXdWuWbLSKulh,10,['Jazz'],male,0
Peteco Carabajal,Peteco Carabajal,spotify:artist:5gii2fYcxLoUHWd1lWe4aT,43,"['Chamame', 'Folklore']",male,6
Nahuel Pennisi,Nahuel Pennisi,spotify:artist:4IjHltwoSKbUeZLPeULyDe,57,['Folklore'],male,0
Bersuit Vergarabat,Bersuit Vergarabat,spotify:artist:6MxyNXnnmwQwdW2PD0gXYO,60,"['Rock', 'Alternative']",NA,0
Liliana Herrero,Liliana Herrero,spotify:artist:6iqeypk1XRa2zQVRcIVmlF,32,"['Folklore', 'Rock']",female,0
Lito Vitale,Lito Vitale,spotify:artist:7lw1BVWquad5hKtDPU26JG,41,"['Jazz', 'Tango', 'Rock']",male,0
Juanse,Juanse,spotify:artist:5AQlQBU9LCmQwReukeom2I,32,['Rock'],male,9
Ricardo Mollo,Ricardo Mollo,spotify:artist:7M6qgWRcVoBqgkczMPT1x7,48,['Rock'],male,0
Franco Luciani,Franco Luciani,spotify:artist:4BWj4rAdhcYB8aQXfnzfHy,27,"['Jazz', 'Tango', 'Folklore']",NA,0
Rolando Sartorio,Rolando Sartorio,spotify:artist:7p5juUWSPwGbJH4BI3n8u1,29,['Rock'],male,0
Raly Barrionuevo,Raly Barrionuevo,spotify:artist:0mdD8YXAyJDJ2BHxIKF0Yf,49,"['Folklore', 'Rock']",male,6
Soledad,Soledad,spotify:artist:0K59Fm1y7s3j498ueS4qzY,59,"['Folklore', 'Rock']",female,0
Axel,Axel,spotify:artist:32x1uogH2zajP85pzZAtuE,56,['Pop'],male,8
León Gieco,León Gieco,spotify:artist:5yoimVE1rbc3kAx4uwr7eq,51,"['Folklore', 'Rock', 'Alternative']",male,0
Pedro Aznar,Pedro Aznar,spotify:artist:2FFrhWZS9vJsh2UvxYPRr6,54,"['Jazz', 'Pop', 'Tango', 'Rock', 'Alternative']",male,0
David Lebón,David Lebón,spotify:artist:48Idb5uZga8diRAMTc9q3E,46,['Rock'],male,0
Juan Carlos Baglietto,Juan Carlos Baglietto,spotify:artist:1Mt6JeVWV9Tvgk8ercp5O9,45,"['Pop', 'Folklore', 'Rock']",male,0
Marcela Morelo,Marcela Morelo,spotify:artist:63xFjf6Ww22O5gHrBP79G9,51,['Pop'],female,0
Los Alonsitos,Los Alonsitos,spotify:artist:1sObDTvhRtaW8yjty7sT7H,37,"['Chamame', 'Folklore']",NA,0
Jorge Fandermole,Jorge Fandermole,spotify:artist:4l6qncc7ne4yU7z9i1Mtet,36,"['Folklore', 'Rock']",male,0
Mercedes Sosa,Mercedes Sosa,spotify:artist:2HvyR5FsU37QMqVzIbGwl7,57,"['Folklore', 'Rock']",female,0
Brian Taylor,Brian Taylor,spotify:artist:21dDxmfnJOLAHZ41gyXqIL,1,"['Trap', 'HipHop', 'Rap']",male,4
MANU OLIVA,MANU OLIVA,spotify:artist:48nIO59mzn0UWSrh73T43N,36,"['Trap', 'HipHop', 'R&B', 'Rock', 'Rap', 'Alternative']",male,4
Baltasar Comotto,Baltasar Comotto,spotify:artist:0C9GmkE2ni3bXFaJbHw01b,30,"['Rock', 'Alternative']",male,5
QuixSmell,QuixSmell,spotify:artist:0MrBxgZbiw0uUO3NUqWFKp,6,['Trap'],male,4
TAILS,TAILS,spotify:artist:0LCbbe7pXn19Ecz0jLJkl2,43,['Trap'],male,4
ARTIX!,ARTIX!,spotify:artist:2d7Oro82tVznMBYXDoGiHy,23,['Trap'],male,4
Poncho,Poncho,spotify:artist:4ADdzb8h9qQTE8XPmSxY8r,34,"['Pop', 'Electronica', 'Alternative']",NA,3
Odino Faccia,Odino Faccia,spotify:artist:6hFoJyBrrgb02Ajs1UKIe2,23,['Pop'],NA,0
XXL Irione,XXL Irione,spotify:artist:4xqLeiTEE5VmPu5nQFWjHY,32,['HipHop'],male,7
Junior P,Junior P,spotify:artist:6AqDuHffz5nfWgsZFp9pb9,2,['Reggae'],NA,7
Joan Sprei,Joan Sprei,spotify:artist:0QyJKIHzo2iUJFwSg5YfhW,9,"['Pop', 'Rock', 'Alternative']",male,7
Andrés Calamaro,Andrés Calamaro,spotify:artist:3tAICgiSR5PfYY4B8qsoAU,68,"['Pop', 'Tango', 'Rock', 'Reggae', 'Alternative']",male,0
Jimmy Y Su Combo Negro,Jimmy Y Su Combo Negro,spotify:artist:2Kos2hpYxoC9itiKmODwNY,37,['Cumbia'],NA,4
La Mona Jimenez,La Mona Jimenez,spotify:artist:64DFKvGarD5nmkfaIiiakf,51,['Cumbia'],male,8
Axel Martinez,Axel Martinez,spotify:artist:2t1ZsbDZvUzguvptvRZvpn,16,['Cumbia'],male,4
Tomy DJ,Tomy DJ,spotify:artist:6e7knXUrhWcp85TTN6za9z,59,"['Pop', 'Cumbia']",male,4
Matt Lasong,Matt Lasong,spotify:artist:3ooeOAsZUBeK0cHNpIclu2,20,['Cumbia'],NA,4
Alejandro Lerner,Alejandro Lerner,spotify:artist:6ESkuwldylZr39AIAPC63J,57,"['Pop', 'Rock']",male,0
Ivan Noble,Ivan Noble,spotify:artist:2MfTaq5E3ClttaUjoBdI6p,45,"['Pop', 'Rock', 'Alternative']",male,3
El Retutu,El Retutu,spotify:artist:3WSePpVeFAwNAI4vQc19rG,48,['Trap'],male,4
Karen Méndez,Karen Méndez,spotify:artist:0txXDZCdXBzha20sgN1GRk,50,"['Pop', 'Rap']",female,4
0-600,0-600,spotify:artist:07Hm9w6ksRaggaDBpN8RRd,36,"['Trap', 'HipHop']",NA,4
Coqeéin Montana,Coqeéin Montana,spotify:artist:4StQh17zinsbJ4r5ekmPj7,49,"['Trap', 'HipHop']",male,4
Fianru,Fianru,spotify:artist:6RAj8Czs5jmwbbXU7r2SmW,36,['Rap'],male,4
Contra Las Cuerdas,Contra Las Cuerdas,spotify:artist:48HhU4LgR1aVU5ci8tuf4x,8,"['Rap', 'Alternative']",NA,4
Valeria Bertuccelli,Valeria Bertuccelli,spotify:artist:1Kz4kgtxJWKTmi4w2ZnDEN,37,"['Pop', 'Rock', 'Reggae', 'Alternative']",female,3
Santiago Motorizado,Santiago Motorizado,spotify:artist:1ldpEB62bhHdKBLnaYYLvs,37,['Alternative'],male,12
Las manos de Filippi,Las manos de Filippi,spotify:artist:53Ik4pv6iE2gZ7Xc4BKlFJ,35,"['Rock', 'Metal', 'Alternative']",NA,3
Mati Zapata,Mati Zapata,spotify:artist:5DheECcZFmCsUMX5U354A1,6,['Reggae'],male,3
Kevin Johansen,Kevin Johansen,spotify:artist:7qjoG7bwhAjSd7nJTcjgAk,55,"['Pop', 'Cumbia', 'Rock', 'Alternative']",male,3
Fito Paez,Fito Paez,spotify:artist:1bZNv4q3OxYq7mmnLha7Tu,64,"['Pop', 'Tango', 'Rock', 'Alternative']",male,0
Fernando Ruiz Diaz,Fernando Ruiz Diaz,spotify:artist:4DqWhVhkmy4QC5d32i591c,30,"['Pop', 'Tango', 'Rock', 'Metal']",male,3
Luis Salinas,Luis Salinas,spotify:artist:6lfuGeSEIAZl1WlXN3lSjk,36,"['Jazz', 'Tango', 'Folklore', 'Rock']",male,0
Luis Alberto Spinetta,Luis Alberto Spinetta,spotify:artist:1MuQ2m2tg7naeRGAOxYZer,57,"['Jazz', 'Tango', 'Rock', 'Punk', 'Alternative']",male,0
Pablo Mainetti,Pablo Mainetti,spotify:artist:15lQ51CRGD5wu2f8Pmw9sZ,13,['Tango'],male,0
Leopoldo Federico,Leopoldo Federico,spotify:artist:3RibY876FBPC7kuqm4YqzJ,22,['Tango'],male,1
Astor Piazzolla,Astor Piazzolla,spotify:artist:7dsugSamBB7enWE2IrlbFg,48,['Tango'],male,1
Rodrigo Puente,Rodrigo Puente,spotify:artist:71ywCmB4SgVeQnjyKhgx5u,13,"['Pop', 'Cumbia']",male,4
Alex Hoyer,Alex Hoyer,spotify:artist:45ztMs8dTg6GRQ41yY4xtr,43,['Pop'],male,4
Said,Said,spotify:artist:4IXpKvMb4jsNyMKlXBtWSR,31,['Trap'],male,4
Dabow,Dabow,spotify:artist:6GQx1heM2wyI3iHpAC5P8X,23,['Trap'],male,4
Enlace Styla,Enlace Styla,spotify:artist:75Coyh7oHNwQcgKiGUhDp0,3,"['HipHop', 'Rap']",NA,4
Ideal,Ideal,spotify:artist:07omkIhgrCUOLXq4xW6p5g,0,"['HipHop', 'Rap']",NA,4
Los Nocheros,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,54,"['Folklore', 'Rock']",NA,0
Chaqueño Palavecino,Chaqueño Palavecino,spotify:artist:1GlOpg3dPUft550esb82K3,56,"['Cumbia', 'Folklore']",male,0
Coti,Coti,spotify:artist:1OUDQLymoysITxprkd0Qvj,62,"['Pop', 'Rock']",male,0
Los Auténticos Decadentes,Los Auténticos Decadentes,spotify:artist:3HrbmsYpKjWH1lzhad7alj,67,"['Rock', 'Alternative']",NA,3
La Delio Valdez,La Delio Valdez,spotify:artist:3tzacGOmngxUV8W8lU9h3Q,59,['Cumbia'],NA,0
Valeria Lynch,Valeria Lynch,spotify:artist:60zawKIAJS16ul7OSY91wM,44,"['Jazz', 'Pop', 'Tango', 'Rock']",female,0
Mariano Martinez,Mariano Martinez,spotify:artist:1CL1NnuyndaL52YgyPVL73,24,"['Tango', 'Rock']",male,0
Jeebz,Jeebz,spotify:artist:5lXbNbyacKy56O5sDsDQHG,1,"['Trap', 'HipHop', 'Rap']",NA,4
Pyura,Pyura,spotify:artist:77cMdN9JK8HlrCtHdPKSHi,22,"['Pop', 'Electronica', 'Alternative']",NA,3
Gilda,Gilda,spotify:artist:6Q6qTNC2rAegcR5QjzcRgE,57,"['Cumbia', 'Rock']",female,0
Emmanuel Horvilleur,Emmanuel Horvilleur,spotify:artist:3Pc0Gebx1aAAJlZh3zysmI,50,"['Pop', 'Rock', 'Rap', 'Alternative']",male,3
ODD MAMI,ODD MAMI,spotify:artist:2Y6AtL4xQFvg8nroRM3ZV6,45,"['Pop', 'R&B']",female,4
Dakillah,Dakillah,spotify:artist:4SzAEZqVVfHO0El8eDu9KJ,38,"['Trap', 'HipHop', 'Rap']",female,4
Rosario Ortega,Rosario Ortega,spotify:artist:6AvVNBiwAW7CXZPACAo2OB,38,['Pop'],female,3
Clara Cava,Clara Cava,spotify:artist:5bOm9wAui94GDhPOCKgmhY,43,"['R&B', 'Electronica', 'Alternative']",female,4
Cítrico,Cítrico,spotify:artist:00CoCNLLdB7cWFgA8NG5q9,28,['Alternative'],male,3
El Zar,El Zar,spotify:artist:1cj1ov4uZ0Htsx9PWDpNvi,51,"['Rock', 'Alternative']",NA,3
Luciana Jury,Luciana Jury,spotify:artist:6lPYU9UIxc7E2cS0cSJ6Lt,27,['Folklore'],female,0
Juan Quintero,Juan Quintero,spotify:artist:3No5HqLrMqJbmpJ1nUjUiM,27,['Folklore'],male,0
Nadia Larcher,Nadia Larcher,spotify:artist:7qCEjoCmUjJ0F8ACB0WUX5,21,['Folklore'],female,0
Carlos Aguirre,Carlos Aguirre,spotify:artist:42aKOZOUTiO5DmS1FF4nVN,27,['Folklore'],male,0
Chango Spasiuk,Chango Spasiuk,spotify:artist:0qGRkfnUqWeG49vbCv6rMY,39,"['Chamame', 'Folklore']",male,5
Ramona Galarza,Ramona Galarza,spotify:artist:6SgxxKwvGosbX2WvlVyCmm,30,"['Chamame', 'Folklore']",female,0
Rafael Varela,Rafael Varela,spotify:artist:4U5EaR8hJD8J5Ov5L78KKa,10,['Tango'],male,0
Guillermo Rubino,Guillermo Rubino,spotify:artist:0WySw2unsPSHsyKnaeIbro,1,['Tango'],male,0
Julio Domínguez,Julio Domínguez,spotify:artist:7MMSYKX0JCWR0TE4Mbo7sk,1,"['Tango', 'Rock']",male,0
Paula Pomeraniek,Paula Pomeraniek,spotify:artist:31dHfRj6P93GP3be6JsYIe,8,['Tango'],female,0
Hernán Jacinto,Hernán Jacinto,spotify:artist:3waJSGCslQ87FHecJ3aRpl,23,['Jazz'],male,0
Mariano Otero,Mariano Otero,spotify:artist:48Dbz6uh32ESOMasfSP1DV,10,['Jazz'],male,0
Deborah Dixon,Deborah Dixon,spotify:artist:1aHdv3nIrpIqY0Ot84aUCl,36,"['Rock', 'Alternative']",female,7
Pablo Márquez,Pablo Márquez,spotify:artist:7t8dXxk67LatGoCbXsMC1k,2,['Tango'],male,0
Daniel Colombres,Daniel Colombres,spotify:artist:5UxNNk5mnz9zLq5nIrv3HO,1,['Rock'],male,0
Enrique Cadícamo,Enrique Cadícamo,spotify:artist:4W9ZwGDEGNJpD4UPniDXZc,6,['Tango'],male,1
Gato Barbieri,Gato Barbieri,spotify:artist:7dXBi98p0mN5JCpBnU0XEm,35,['Jazz'],male,0
Luis Bacalov,Luis Bacalov,spotify:artist:4iy3JrFlBLHPvXqN1OcQS1,44,"['Tango', 'Folklore', 'Rock']",male,0
Leo García,Leo García,spotify:artist:54YdJC33Ztc1CNIuodmyUb,38,['Alternative'],male,3
Mimi Maura,Mimi Maura,spotify:artist:4VKHNaUBImLsxPOCdG5Mwl,44,"['Rock', 'Reggae', 'Alternative']",NA,7
Pocho La Pantera,Pocho La Pantera,spotify:artist:2q6X99CH0WLrL5YFJVOhZc,27,"['Tango', 'Cumbia', 'Rock']",male,5
Perotá Chingó,Perotá Chingó,spotify:artist:5cMTiWeaWidGI8hVoZY8Ox,51,"['Folklore', 'Alternative']",NA,3
Lucho Gonzalez,Lucho Gonzalez,spotify:artist:33sboCc76D1i5TMxJZ9CrX,23,"['Jazz', 'Tango', 'Rock']",male,0
Sol Mihanovich,Sol Mihanovich,spotify:artist:79BGPrOD4VVBStCNUiSVgf,5,"['Jazz', 'Pop', 'Rock']",female,0
Vane Mihanovich,Vane Mihanovich,spotify:artist:5LvBye34bQCrxLLYWolBM0,4,"['Jazz', 'Pop', 'Rock']",male,0
Horacio Fumero,Horacio Fumero,spotify:artist:5lAHWc2DhtCr5W1ELS4Sf7,20,['Jazz'],male,0
Fernando Martínez,Fernando Martínez,spotify:artist:6dAA2x9S3ejO2shGKU2a9q,3,['Jazz'],male,0
Diego Arnedo,Diego Arnedo,spotify:artist:4EL27iYJ5qyi75SKNcekCI,2,['Rock'],male,6
Jacinto Piedra,Jacinto Piedra,spotify:artist:3gUs4foho2rbIjihCN0d2a,20,"['Chamame', 'Folklore']",male,6
Rodolfo Garcia,Rodolfo Garcia,spotify:artist:2Qto84FlIG2TGAERd59hMh,10,"['Jazz', 'Rock']",male,6
Amadeo Monges,Amadeo Monges,spotify:artist:7AGRJBPojSoIkGIILAfoe9,2,['Tango'],male,6
Daniel Buira,Daniel Buira,spotify:artist:4LOOvONTOjDME2R1p1ucyL,1,['Rock'],male,6
Luciano Pereyra,Luciano Pereyra,spotify:artist:6ZZ2DeepA3GpoGU4KwqSlU,63,"['Pop', 'Folklore']",male,0
Los Tucu Tucu,Los Tucu Tucu,spotify:artist:793ACUr9nbTLP7KZUddXzU,35,"['Chamame', 'Folklore']",NA,6
Charly García,Charly García,spotify:artist:3jO7X5KupvwmWTHGtHgcgo,63,"['Jazz', 'Pop', 'Tango', 'Rock', 'Punk', 'Alternative']",male,0
Carlos Carabajal,Carlos Carabajal,spotify:artist:01R68b3QwneYjjQOrvtrtJ,24,"['Chamame', 'Folklore']",male,6
Ica Novo,Ica Novo,spotify:artist:4kObiLMlQPb3jTLxhEpim4,7,"['Chamame', 'Folklore']",male,6
Roberto Carabajal,Roberto Carabajal,spotify:artist:5Tw6enF7ZutIbWNTu3ZmVd,31,"['Tango', 'Folklore']",male,1
Claudia Puyó,Claudia Puyó,spotify:artist:19TslKl8qhtMCbzoujrhv9,14,['Rock'],female,0
Duo Coplanacu,Duo Coplanacu,spotify:artist:4PGCodvYkKFR1qPfeDlIPQ,41,['Folklore'],NA,6
Taa Huayras,Taa Huayras,spotify:artist:56IDT1uYz4O3bNIXzqoymQ,2,"['Chamame', 'Folklore']",NA,6
Hernán Langer,Hernán Langer,spotify:artist:5FTiRYlzsYspMsAx4dXks9,7,['Folklore'],male,0
Claudia Brant,Claudia Brant,spotify:artist:10k5cHGYX3Ajunxd7oPYFm,31,['Pop'],female,0
Sig Ragga,Sig Ragga,spotify:artist:7hBKLnKOnLXNBwJ1l6p24J,32,"['Reggae', 'Alternative']",NA,0
Richard Nant,Richard Nant,spotify:artist:2TbC35HAukvJvVhhEhYXXH,4,['Jazz'],male,0
Juan Falú,Juan Falú,spotify:artist:2NjcVfg5McVYV375Fm0rFH,26,['Folklore'],male,0
Facundo Guevara,Facundo Guevara,spotify:artist:6964LUCtdUXz5FyLEeTgK4,17,"['Folklore', 'Rock']",NA,0
Diego Rolón,Diego Rolón,spotify:artist:7zr3crIOjpigsdbwM55kK6,4,['Tango'],male,0
Cristina Banegas,Cristina Banegas,spotify:artist:54QQawwkIQiBq4wbe43yLx,4,['Tango'],female,0
Mariana Baraj,Mariana Baraj,spotify:artist:3kNByUYht34hI6ugWqMtCq,22,"['Pop', 'Folklore', 'Rock']",female,0
Palo Pandolfo,Palo Pandolfo,spotify:artist:01wwxIe4Qgb0a4PCfzBjsf,27,"['Pop', 'Tango', 'Cumbia', 'Rock', 'Punk', 'Alternative']",male,3
Karina Cohen,Karina Cohen,spotify:artist:5iAt4vIf5fUG1tFPpOSyUN,0,['Rock'],female,3
Juan Salinas,Juan Salinas,spotify:artist:3LkShlQRHHeTS7Y6iyOeX8,7,"['Jazz', 'Tango', 'Folklore', 'Rock']",male,0
Celeste Carballo,Celeste Carballo,spotify:artist:1FIaDvGsK56jO0K0BUs1iW,33,"['Pop', 'Tango', 'Rock', 'Punk']",female,0
Patricia Sosa,Patricia Sosa,spotify:artist:4kyLueNyhG8PKhJagDDOJD,41,"['Pop', 'Tango', 'Rock']",female,0
Hilda Lizarazu,Hilda Lizarazu,spotify:artist:1imu37uW2KnEiLMAKmQVgn,36,"['Pop', 'Rock']",female,3
La Bruja Salguero,La Bruja Salguero,spotify:artist:1PvGlWWeeIvW3xeTjAZxda,26,['Folklore'],female,0
Julia Zenko,Julia Zenko,spotify:artist:5zsw1AANYqHiLeJ9GGHjLP,25,"['Pop', 'Tango']",female,0
Manuel Wirzt,Manuel Wirzt,spotify:artist:27kA8TnszsSYSZDikpz0Ra,38,"['Pop', 'Rock']",male,0
Victor Carrión,Victor Carrión,spotify:artist:1gjDYTQtjIUuGBOLnwjz96,5,"['Jazz', 'Tango', 'Rock']",male,0
Mariano Delgado,Mariano Delgado,spotify:artist:24isUheoITHraqgy9VRGhR,9,"['Jazz', 'Tango', 'Rock']",male,0
Indio Solari,Indio Solari,spotify:artist:0nUGkxUncFeXt0Dr0hhrc4,58,"['Rock', 'Punk']",male,0
Isabel De Sebastian,Isabel De Sebastian,spotify:artist:6rgRWv9QW0LOCwpJxYfKFh,9,['Jazz'],female,0
Ulises Butrón,Ulises Butrón,spotify:artist:264oCh73no9KvChVyWZoCe,29,"['Pop', 'Rock']",male,0
Los Tipitos,Los Tipitos,spotify:artist:1SykQGBiBwkQ1fcGpJ1BJt,52,"['Rock', 'Alternative']",NA,0
Miguel Cantilo,Miguel Cantilo,spotify:artist:4MTd9MHb33LFgRKqWG0jZi,27,['Rock'],male,0
Litto Nebbia,Litto Nebbia,spotify:artist:2SpMjzpc9CfI6WWtwdToiA,30,"['Jazz', 'Pop', 'Tango', 'Rock']",male,0
Gustavo Cordera,Gustavo Cordera,spotify:artist:3dOfwznaY7FEKpF8aw1q9i,45,"['Rock', 'Alternative']",male,0
Árbol,Árbol,spotify:artist:6OO01j5rLKCyPg4i3FuzIT,52,"['Rock', 'Punk', 'Alternative']",NA,0
Los Piojos,Los Piojos,spotify:artist:0SnyKkoyBaB2fG8IJH4xmU,60,"['Rock', 'Alternative']",NA,7
Liliana Vitale,Liliana Vitale,spotify:artist:3lXtbYD0IVuJUKEtqBFcvF,14,"['Jazz', 'Tango', 'Folklore', 'Rock']",female,0
Veronica Condomi,Veronica Condomi,spotify:artist:0HRRgz3RdNIFJUaeo811Be,21,['Folklore'],female,0
María Elena Walsh,María Elena Walsh,spotify:artist:5gMEZRCMq0gWA3kuCPukEk,47,"['Jazz', 'Tango', 'Rock']",female,0
Fabiana Cantilo,Fabiana Cantilo,spotify:artist:5R6YR0pasdxlynyq0Abq7x,53,"['Pop', 'Rock', 'Alternative']",female,0
Nacha Guevara,Nacha Guevara,spotify:artist:0439EWLqkNEatVwyJWb0Go,26,['Folklore'],female,1
Javier Malosetti,Javier Malosetti,spotify:artist:0k0zJds09TLWzvBW9NoPqV,29,"['Jazz', 'Rock']",male,0
Jorge Cumbo,Jorge Cumbo,spotify:artist:4y2x34fENU3IrjQKH245Q5,6,"['Tango', 'Rock']",male,0
Eladia Blazquez,Eladia Blazquez,spotify:artist:0lHsA4VFPhU5bDBYPMskM8,23,['Tango'],female,0
ALEJANDRO DOLINA,ALEJANDRO DOLINA,spotify:artist:03WEHTz1fWCH7iWsnDDtdQ,3,"['Jazz', 'Tango', 'Rock']",male,0
Oscar Kreimer,Oscar Kreimer,spotify:artist:2inpugQjJeiYRp5NytloF7,0,"['Jazz', 'Tango', 'Rock']",NA,0
Marcelo Torres,Marcelo Torres,spotify:artist:2BGnDjUoBoxXzkRdJR5xuL,1,"['Jazz', 'Tango', 'Rock']",male,0
Jorge Araujo,Jorge Araujo,spotify:artist:72eRMBaSk9zLCC6lO2AETC,8,"['Jazz', 'Tango', 'Rock']",male,0
Bernardo Baraj,Bernardo Baraj,spotify:artist:4q0z8gYHQaPTLo2Y3A4U90,9,"['Jazz', 'Tango', 'Folklore', 'Rock']",male,0
Gauchos de Acero,Gauchos de Acero,spotify:artist:7ySjN46W89lvuVJSu1VZUl,8,"['Jazz', 'Tango', 'Rock']",NA,0
Tangoloco (Daniel García Quinteto),Tangoloco (Daniel García Quinteto),spotify:artist:6kFy4Ql2YEcpaElKcnBGkj,9,['Tango'],NA,0
Lisandro Aristimuño,Lisandro Aristimuño,spotify:artist:0ovfSEcDqepf0vqJc811zQ,49,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,0
Lidia Borda,Lidia Borda,spotify:artist:1SkyJrTK7wUmLxV9H7ekBt,23,['Tango'],female,0
Manu Sija,Manu Sija,spotify:artist:0YJbC4MQ0KFv3bhFz8uUnx,14,['Folklore'],male,0
Rocío Quiroz,Rocío Quiroz,spotify:artist:43PjjBbR7LawCx75hCbLmn,43,"['Pop', 'Cumbia']",female,0
Natalie Perez,Natalie Perez,spotify:artist:1Y99HOeRzRc27my6NJE3rE,57,"['Pop', 'Cumbia']",female,0
José Colangelo,José Colangelo,spotify:artist:2cBDNCWJR1YBWMGBxZDPgW,4,"['Jazz', 'Tango', 'Folklore']",male,0
Federico Lechner,Federico Lechner,spotify:artist:5tEyp8bbcmlvlJHfGqzKui,9,"['Jazz', 'Tango', 'Folklore']",male,0
Daniel Altamirano,Daniel Altamirano,spotify:artist:1aI3fe7Zgy101dUMankLRx,23,"['Chamame', 'Folklore']",male,6
Ramón Navarro,Ramón Navarro,spotify:artist:3c9gEcnCgfUmMrkITo3hac,11,['Folklore'],male,0
Demi Carabajal,Demi Carabajal,spotify:artist:5CQzGDENGT9jsefa285qId,28,['Folklore'],male,6
Ernesto Guevara,Ernesto Guevara,spotify:artist:2mzr1rdYmrDeNUQd75hwRL,13,"['Folklore', 'Rock']",NA,6
Vivi Pozzebón,Vivi Pozzebón,spotify:artist:57jK2jsGdm48Pk7j9pgipR,8,['Alternative'],female,6
El Quintetito de Marcelo Véliz,El Quintetito de Marcelo Véliz,spotify:artist:7A76ngUiD83HJEb1xpGYjy,2,"['Folklore', 'Rock']",NA,6
Walter Ríos,Walter Ríos,spotify:artist:5FCQvlbzr39o5QYf1ie5UD,16,"['Tango', 'Folklore', 'Rock']",male,0
Horacio Banegas,Horacio Banegas,spotify:artist:7B4W35mskl1bpKV8l9WezH,32,"['Chamame', 'Folklore']",male,6
Raul Porchetto,Raul Porchetto,spotify:artist:3WoxTj3fh8I58MpnwZyYyL,34,"['Pop', 'Rock']",male,0
Natalia Pastorutti,Natalia Pastorutti,spotify:artist:3dQbT1d8rcXcVBcOR396Kt,36,['Pop'],female,0
Jorge Rojas,Jorge Rojas,spotify:artist:45SolwUehJs6vFkuAfqMf6,47,['Folklore'],male,0
Sixto Palavecino,Sixto Palavecino,spotify:artist:7J3PlfvQyxabanXsQQtJf0,27,"['Chamame', 'Folklore']",male,0
Sandro,Sandro,spotify:artist:5srsgtoePlsp0eQIXmta1O,52,"['Pop', 'Rock']",male,8
Nito Mestre,Nito Mestre,spotify:artist:46JHFFEjLKbXhMQsU5vSGm,29,['Rock'],male,0
María Rosa Yorio,María Rosa Yorio,spotify:artist:2GrKE2j3FFdSw8eAtrZqmq,17,['Rock'],female,0
Gustavo Santaolalla,Gustavo Santaolalla,spotify:artist:4W3fa7tiXGVXl3KilbACqt,62,"['Pop', 'Tango', 'Folklore', 'Rock']",male,0
D-Mente,D-Mente,spotify:artist:5FhptIji4QaSFq9NupXBv7,25,"['Rock', 'Metal']",NA,0
