numero,Source,Target,Label,Fecha
3718,Litto Nebbia,Mirtha Defilpo,En Caso de Vida,1976-12-01
3719,Litto Nebbia,Mirtha Defilpo,Canción para Perdedores,1976-12-01
3720,Litto Nebbia,Mirtha Defilpo,La Vuelta de Adán,1976-12-01
3721,Litto Nebbia,Mirtha Defilpo,A la Memoria de Frankestein,1976-12-01
3722,Litto Nebbia,Mirtha Defilpo,Simple Detalle,1976-12-01
3723,Litto Nebbia,Mirtha Defilpo,Cuando Yo No Soy,1976-12-01
3724,Litto Nebbia,Mirtha Defilpo,Todos los Cielos Son Memoria,1976-12-01
3725,Litto Nebbia,Mirtha Defilpo,Cuidate de Jabberwock Hijo Mio,1976-12-01
3726,Litto Nebbia,Chivo Borraro,"Una Tarde de Invierno - From ""Canciones para Cada Uno Vol. 2"" (Litto Nebbia, 1977)",2005-05-05
3727,Litto Nebbia,Norberto Minichillo,"Introducción - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)",2005-05-05
3728,Litto Nebbia,Norberto Minichillo,Introducción,1979-09-09
3729,Litto Nebbia,César Franov,Intro / Está en Tus Manos,2003-03-03
3730,Litto Nebbia,César Franov,Palabras de Nebbia,2003-03-03
3731,Litto Nebbia,César Franov,Variaciones de César y Quintino (Sobre ¨la Telesita¨),2003-03-03
3732,Litto Nebbia,César Franov,Cueca para Waldo (Dedicada a Waldo de los Ríos),1990-11-11
3733,Litto Nebbia,César Franov,Quiere Ver la Marea,1990-11-11
3734,Litto Nebbia,César Franov,Suite para los 149 Barrios Porteños,1981-10-01
3735,Litto Nebbia,César Franov,Saliendo para México,1981-10-01
3736,Litto Nebbia,César Franov,Dentro de Mi Bosque,1981-10-01
3737,Litto Nebbia,Quintino Cinalli,Intro / Está en Tus Manos,2003-03-03
3738,Litto Nebbia,Quintino Cinalli,Palabras de Nebbia,2003-03-03
3739,Litto Nebbia,Quintino Cinalli,Variaciones de César y Quintino (Sobre ¨la Telesita¨),2003-03-03
3740,Litto Nebbia,Alfredo Lichter,Carta para Isabel - Intro,2002-02-02
3741,Litto Nebbia,Alfredo Lichter,Luna en el Vidrio,2002-02-02
3742,Litto Nebbia,Alfredo Lichter,Campo Adentro,2002-02-02
3743,Litto Nebbia,Alfredo Lichter,Punta Norte,2002-02-02
3744,Litto Nebbia,Alfredo Lichter,Pescador,2002-02-02
3745,Litto Nebbia,Alfredo Lichter,Lluvia (La Tierra Vive),2002-02-02
3746,Litto Nebbia,Alfredo Lichter,Playas y Libertad,2002-02-02
3747,Litto Nebbia,Alfredo Lichter,El Abismo y las Ballenas,2002-02-02
3748,Litto Nebbia,Alfredo Lichter,Viñeta de la Luna,2002-02-02
3749,Litto Nebbia,Alfredo Lichter,La Canción del Mar - Nueva Versión,2002-02-02
3750,Litto Nebbia,Alfredo Lichter,La Marea - Toma Alternativa,2002-02-02
3751,Litto Nebbia,Alfredo Lichter,La Ventana - Nueva Versión,2002-02-02
3752,Litto Nebbia,Alfredo Lichter,Carta para Isabel - Final,2002-02-02
3753,Litto Nebbia,Walter Ríos (bandoneón),Intro a Federico (Instrumental),1998-08-08
3754,Litto Nebbia,Tito Reyes,Preciosa y el Aire,1998-08-08
3755,Litto Nebbia,Tito Reyes,Muerte de Antonito el Camborio,1998-08-08
3756,Litto Nebbia,Tito Reyes,El Hombre Que Amaba a Todas las Mujeres,1997-05-05
3757,Litto Nebbia,Tito Reyes,Como en un Sueño,2005-05-05
3758,Litto Nebbia,Tito Reyes,Íntima,1996-10-10
3759,Litto Nebbia,Tito Reyes,Nobleza de Arrabal,1996-10-10
3760,Litto Nebbia,Antonio Agri,Alma Ausente,1998-08-08
3761,Litto Nebbia,Antonio Agri,Adiós a Federico (Instrumental),1998-08-08
3762,Litto Nebbia,Antonio Agri,Qué Clase de Mujer,1997-05-05
3763,Litto Nebbia,Antonio Agri,Yo No Apagué las Velas,1997-05-05
3764,Litto Nebbia,Antonio Agri,Carne y Uña,1995-06-06
3765,Litto Nebbia,Antonio Agri,La Luz de un Fósforo,1995-06-06
3766,Litto Nebbia,Walter Ríos,Los Sueños de Federico (Instrumental),1998-08-08
3767,Litto Nebbia,Walter Ríos,Las Rosas Golondrinas,2016-10-24
3768,Litto Nebbia,Walter Ríos,Bar Nocturno,1997-05-05
3769,Litto Nebbia,Walter Ríos,Claro de Luna en el Suburbio,1997-05-05
3770,Litto Nebbia,Walter Ríos,Academia - Tango Classique,1997-05-05
3771,Litto Nebbia,Walter Ríos,Las Milongueras - 1930 Cabaret Girls,1997-05-05
3772,Litto Nebbia,Walter Ríos,Cheri,1997-05-05
3773,Litto Nebbia,Walter Ríos,La Calle de las Brumas,1997-05-05
3774,Litto Nebbia,Walter Ríos,En un Andén Lejano,1997-05-05
3775,Litto Nebbia,Walter Ríos,Bailarín de Lujo,1997-05-05
3776,Litto Nebbia,Walter Ríos,"La Negra del Arrabal, Pt. 1",1997-05-05
3777,Litto Nebbia,Walter Ríos,"La Negra del Arrabal, Pt. 2",1997-05-05
3778,Litto Nebbia,Walter Ríos,París toujours,1997-05-05
3779,Litto Nebbia,Bernardo Baraj,Qué Clase de Mujer,1997-05-05
3780,Litto Nebbia,Bernardo Baraj,Canción de un Servidor (Malvinas ´82),1992-01-01
3781,Litto Nebbia,Bernardo Baraj,Si el País Me Llama,1992-01-01
3782,Litto Nebbia,Bernardo Baraj,Scherzo de Brumas,1992-01-01
3783,Litto Nebbia,Bernardo Baraj,Las Tres Corazonadas,1989-07-07
3784,Litto Nebbia,Bernardo Baraj,Danza Primera,1989-07-07
3785,Litto Nebbia,Bernardo Baraj,El Cubanito Porteño,1989-07-07
3786,Litto Nebbia,Bernardo Baraj,Días de Guardar,1989-07-07
3787,Litto Nebbia,Bernardo Baraj,"Cerca, Pero No Tan Lejos",1989-07-07
3788,Litto Nebbia,Bernardo Baraj,El Viento y la Rutina,1989-07-07
3789,Litto Nebbia,Bernardo Baraj,El Viaje de John Pez,1989-07-07
3790,Litto Nebbia,Bernardo Baraj,San Bernardo,1989-07-07
3791,Litto Nebbia,Bernardo Baraj,Tema de Petreca,1989-07-07
3792,Litto Nebbia,Bernardo Baraj,Poesía en la Tarde,1981-10-10
3793,Litto Nebbia,Bernardo Baraj,El Retorno de Nadie Es Tan Importante Como Uno Cree (Dos),1981-10-10
3794,Litto Nebbia,Bernardo Baraj,Sabor de Amigo,1981-10-10
3795,Litto Nebbia,Bernardo Baraj,Suite para los 149 Barrios Porteños,1981-10-01
3796,Litto Nebbia,Bernardo Baraj,Saliendo para México,1981-10-01
3797,Litto Nebbia,Bernardo Baraj,Dentro de Mi Bosque,1981-10-01
3798,Litto Nebbia,Juan Carlos Ingaramo,El Cielo Protector,1997-05-05
3799,Litto Nebbia,Juan Carlos Ingaramo,Canción de los Ríos Ebrios,2019-03-22
3800,Litto Nebbia,Juan Carlos Ingaramo,Mulata de Aquí,2019-03-22
3801,Litto Nebbia,Juan Carlos Ingaramo,"Cuando Yo Me Transforme, Pt. 2",2019-03-22
3802,Litto Nebbia,Jorge López Ruiz,Yo Te Daré una Mano Hermano,1994-05-05
3803,Litto Nebbia,Oscar Moro,El Secreto de la Vida (O Segredo da Vida),1994-05-05
3804,Litto Nebbia,Oscar Moro,Todo Lo Que Debo Hacer,1992-07-07
3805,Litto Nebbia,Quique Sinesi,Gato Encerrado - Bonus Track,1994-05-05
3806,Litto Nebbia,Quique Sinesi,Olia,1987-10-24
3807,Litto Nebbia,Alejandro Del Prado,Las Voces del ´60,1994-04-04
3808,Litto Nebbia,Marcelo Peralta,Pasan Cosas Tantas Cosas,1994-04-04
3809,Litto Nebbia,Marcelo Peralta,Si Nunca Queremos Mirar,1994-04-04
3810,Litto Nebbia,Marcelo Peralta,Calles Somnolientas - Bonus Track,1994-04-04
3811,Litto Nebbia,Marcelo Peralta,La Esquina del Sur: Perfidia / Quieres Conocer un Secreto,1989-02-02
3812,Litto Nebbia,Ricardo Lew,Nosotros Dos Aún,1994-03-03
3813,Litto Nebbia,Ricardo Lew,Todo Lo Que Debo Hacer,1992-07-07
3814,Litto Nebbia,Vocal Melopea,"Juntos, Siempre Juntos",1993-05-05
3815,Litto Nebbia,Inés Estévez,Si Es Que Puedes Oir,1992-09-09
3816,Litto Nebbia,Inés Estévez,Si Es Que Puedes Oir (Corta I),1992-09-09
3817,Litto Nebbia,Inés Estévez,Si Es Que Puedes Oir (Corta Ii),1992-09-09
3818,Litto Nebbia,Inés Estévez,Si Es Que Puedes Oir (Escape Final),1992-09-09
3819,Litto Nebbia,Néstor Marconi,Sobre los Inmigrantes,1992-01-01
3820,Litto Nebbia,Néstor Marconi,Tango de los Abuelos y los Padres y los Hijos,1992-01-01
3821,Litto Nebbia,Néstor Marconi,Aguafuertes Porteñas (Para Arlt),1992-01-01
3822,Litto Nebbia,Néstor Marconi,Aeropuertos,1992-01-01
3823,Litto Nebbia,Fernando Suárez Paz,Sobre los Inmigrantes,1992-01-01
3824,Litto Nebbia,Fernando Suárez Paz,Adónde Voy,1992-01-01
3825,Litto Nebbia,Fernando Suárez Paz,Aguafuertes Porteñas (Para Arlt),1992-01-01
3826,Litto Nebbia,Fernando Suárez Paz,Scherzo de Brumas,1992-01-01
3827,Litto Nebbia,Roberto Goyeneche,Tango de los Abuelos y los Padres y los Hijos,1992-01-01
3828,Litto Nebbia,Roberto Goyeneche,Despedida… / Kokoró Kará (Desde Adentro) - Con Antonio Carrizo en ¨la Vida y el Canto¨,2015-12-12
3829,Litto Nebbia,Dúo Salteño,Todos los Pueblos Son un País,1992-01-01
3830,Litto Nebbia,Mario Fiocca,Adónde Voy,1992-01-01
3831,Litto Nebbia,Mario Fiocca,Scherzo de Brumas,1992-01-01
3832,Litto Nebbia,José Bragato,Adónde Voy,1992-01-01
3833,Litto Nebbia,José Bragato,Scherzo de Brumas,1992-01-01
3834,Litto Nebbia,Gustavo Bergalli,La Pasión Según Setiembre,1990-11-11
3835,Litto Nebbia,Luis Borda,Las Tres Corazonadas,1989-07-07
3836,Litto Nebbia,Luis Borda,Danza Primera,1989-07-07
3837,Litto Nebbia,Luis Borda,El Cubanito Porteño,1989-07-07
3838,Litto Nebbia,Luis Borda,Días de Guardar,1989-07-07
3839,Litto Nebbia,Luis Borda,"Cerca, Pero No Tan Lejos",1989-07-07
3840,Litto Nebbia,Luis Borda,El Viento y la Rutina,1989-07-07
3841,Litto Nebbia,Luis Borda,El Viaje de John Pez,1989-07-07
3842,Litto Nebbia,Luis Borda,San Bernardo,1989-07-07
3843,Litto Nebbia,Luis Borda,Tema de Petreca,1989-07-07
3844,Litto Nebbia,Cuarteto Zupay,Para Que Se Encuentren los Hombres,1983-04-04
3845,Litto Nebbia,Cuarteto Zupay,Primera Canción para Miranda,1983-04-04
3846,Litto Nebbia,Cuarteto Zupay,Mientras Me Voy Poniendo Viejo,1983-04-04
3847,Litto Nebbia,Cuarteto Zupay,"Tan Cerca de Dios, Tan Cerca de Ti",1983-04-04
3848,Litto Nebbia,Daniel Binelli,Suite para los 149 Barrios Porteños,1981-10-01
3849,Litto Nebbia,Daniel Binelli,Saliendo para México,1981-10-01
3850,Litto Nebbia,Daniel Binelli,Dentro de Mi Bosque,1981-10-01
3851,Litto Nebbia,Huinca,Gritar & Amar Es Luchar,1972-10-10
3852,Litto Nebbia,Huinca,Harlem,1972-10-10
3853,Litto Nebbia,Huinca,Postludio,1972-10-10
3854,Litto Nebbia,Huinca,Alunar,1972-10-10
3855,Litto Nebbia,Huinca,Canción para Ramona,1972-10-10
3856,Litto Nebbia,Huinca,Por Algo Es,1972-10-10
3857,Litto Nebbia,"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",Despertemos en América,1972-10-10
3858,Litto Nebbia,"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",Luis Se Cayó de la Higuera,1972-10-10
3859,Litto Nebbia,"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",Amame o Déjame de una Vez,1972-10-10
3860,Litto Nebbia,"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",Solo un Poco de Música,1972-10-10
3861,Litto Nebbia,La Perra Que Los Parió,Lo Que Nunca Te Dije,2021-02-12
3862,Litto Nebbia,Los Reyes del Falsete,Van Andando,2020-02-19
3863,Litto Nebbia,Los Reyes del Falsete,What You´Re Doing,2020-02-19
3864,Litto Nebbia,Los Reyes del Falsete,Estar Acá,2016-10-10
3865,Litto Nebbia,Los Reyes del Falsete,Los Niños (feat. Litto Nebbia),2012-11-28
3866,Litto Nebbia,José Francisco Ingaramo,El Shuffle de Julito,2020-01-29
3867,Litto Nebbia,José Francisco Ingaramo,Salgo Cuando Puedas,2020-01-29
3868,Litto Nebbia,José Francisco Ingaramo,"Postales de la gran ciudad - Part, 1",2018-07-27
3869,Litto Nebbia,José Francisco Ingaramo,"Postales de la gran ciudad - Part, 2",2018-07-27
3870,Litto Nebbia,Ciro Fogliatta,Outside of That,1999-07-07
3871,Litto Nebbia,Raúl Lavié,Batilana,2007-04-05
3872,Litto Nebbia,Héctor Stamponi,Yo Quería Ser Feliz,2016-06-06
3873,Litto Nebbia,Héctor Stamponi,Conversación de Stamponi,2016-06-06
3874,Litto Nebbia,Héctor Stamponi,Romanza para Chupita,2016-06-06
3875,Litto Nebbia,Dario Jalfin,Valiente Forastera,2021-12-03
3876,Gustavo Cordera,Charo Bogarín,El Impenetrable (feat. Charo Bogarín & Mariana Baraj),2016-06-24
3877,Gustavo Cordera,Los Caligaris,Bailarín Apocalíptico,2011-09-04
3878,Gustavo Cordera,Mex Urtizberea,No Tenés Que Volver (feat. Gustavo Cordera),2015-10-09
3879,Árbol,Natalie Perez,Pequeños Sueños (Feat. Natalie Perez),2020-08-14
3880,Liliana Vitale,Veronica Condomi,Extiende la Superficie,2013-11-17
3881,Liliana Vitale,Veronica Condomi,Canción de Amor para Marea y Tambor,2013-11-17
3882,Liliana Vitale,Emme,Canción de Amor para Marea y Tambor,2013-11-17
3883,María Elena Walsh,Leda Valladares,Baguala Salteña del Valle de Lerna,2015-05-13
3884,María Elena Walsh,Leda Valladares,La Cocinerita,2015-05-13
3885,María Elena Walsh,Leda Valladares,La Unitaria,2015-05-13
3886,María Elena Walsh,Leda Valladares,Casi Casi,2015-05-13
3887,María Elena Walsh,Leda Valladares,Pobre de Mi,2015-05-13
3888,María Elena Walsh,Leda Valladares,Tuita la Noche,2015-05-13
3889,María Elena Walsh,Leda Valladares,Baguala Tucumana del Mollar,2015-05-13
3890,María Elena Walsh,Leda Valladares,Chacarera de Tafi,2015-05-13
3891,María Elena Walsh,Leda Valladares,Tonadas o Coplas,2015-05-13
3892,María Elena Walsh,Leda Valladares,Las Obreras,2015-05-13
3893,María Elena Walsh,Leda Valladares,Mi Pacha Mama,2010-03-29
3894,María Elena Walsh,Leda Valladares,Pobre de Mi Paloma,2010-03-29
3895,María Elena Walsh,Leda Valladares,Cuequita Boliviana,2010-03-29
3896,María Elena Walsh,Leda Valladares,Taripai Cha Cucharata,2010-03-29
3897,María Elena Walsh,Leda Valladares,Quiesiera Cruzar el Rio,2010-03-29
3898,María Elena Walsh,Leda Valladares,Vidalas de los Indios,2010-03-29
3899,María Elena Walsh,Leda Valladares,Ya Se Murió el Burro,1974
3900,María Elena Walsh,Leda Valladares,De los Alamos Vengo,1974
3901,María Elena Walsh,Leda Valladares,Remende,1974
3902,María Elena Walsh,Leda Valladares,Romance del Conde Olinos,1974
3903,María Elena Walsh,Leda Valladares,"Al Olivo, Al Olivo",1974
3904,María Elena Walsh,Leda Valladares,Tres Morillas,1974
3905,María Elena Walsh,Leda Valladares,En Que Nos Parecemos,1974
3906,María Elena Walsh,Leda Valladares,Ya Se Van los Pastores,1974
3907,María Elena Walsh,Leda Valladares,Romance del Enamorado y la Muerte,1974
3908,María Elena Walsh,Leda Valladares,A la Mar Fui por Naranjas,1974
3909,María Elena Walsh,Leda Valladares,Tres Hojitas,1974
3910,María Elena Walsh,Leda Valladares,Eres Alta y Delgada,1974
3911,María Elena Walsh,Leda Valladares,Picaro Molinero,1974
3912,María Elena Walsh,Leda Valladares,Navegando Navegué,1974
3913,María Elena Walsh,Leda Valladares,Coplas de Navidad,1969-11-05
3914,María Elena Walsh,Leda Valladares,Villancico Boliviano,1969-11-05
3915,María Elena Walsh,Leda Valladares,Rin Rin,1969-11-05
3916,María Elena Walsh,Leda Valladares,Pampanitos,1969-11-05
3917,Fabiana Cantilo,Gustavo Cerati,Eiti Leda (feat. Gustavo Cerati),2005-07-26
3918,Fabiana Cantilo,Mariano Lopez,Mi enfermedad,1997-07-01
3919,Fabiana Cantilo,Mariano Lopez,Mary Poppins y el deshollinador,1997-07-01
3920,Fabiana Cantilo,Mariano Lopez,Cosas que pasan,1991-11-11
3921,Fabiana Cantilo,Mariano Lopez,Una chica torpe en la gran ciudad,1991-11-11
3922,Fabiana Cantilo,Mariano Lopez,Cuatro brazos cuatro piernas,1991-11-11
3923,Fabiana Cantilo,Mariano Lopez,Ayer soñé con Walter,1991-11-11
3924,Fabiana Cantilo,Mariano Lopez,Buscando siempre,1991-11-11
3925,Fabiana Cantilo,Eduardo Bergallo,Nada es para siempre,1997-07-01
3926,Fabiana Cantilo,Eduardo Bergallo,(Ya fue) Nos vemos luego,1997-07-01
3927,Fabiana Cantilo,Eduardo Bergallo,Na na na na,1995-11-01
3928,Fabiana Cantilo,Eduardo Bergallo,Tontos pies,1995-11-01
3929,Fabiana Cantilo,Eduardo Bergallo,La arena del amor,1995-11-01
3930,Fabiana Cantilo,Eduardo Bergallo,Guarden mi secreto,1995-11-01
3931,Fabiana Cantilo,Eduardo Bergallo,Baby Love,1995-11-01
3932,Fabiana Cantilo,Eduardo Bergallo,Te amaré sin flores,1995-11-01
3933,Fabiana Cantilo,Eduardo Bergallo,Enloquecerte,1995-11-01
3934,Fabiana Cantilo,Eduardo Bergallo,Coma,1995-11-01
3935,Fabiana Cantilo,Eduardo Bergallo,Loca Tuca de Dios,1995-11-01
3936,Fabiana Cantilo,Eduardo Bergallo,Nada lo compra - Money Can't Buy It,1995-11-01
3937,Fabiana Cantilo,Natalie Perez,Pegaditos,2019-10-14
3938,Fabiana Cantilo,Mery Granados,BYE BYE (feat. Fabiana Cantilo),2019-10-18
3939,Nacha Guevara,Carlos Gardel,El Dia Que Me Quieras (with Nacha Guevara),1984
3940,Alberto Ginastera,Gabriel Sivak,Tres Instantes Oníricos: I. Tarde,2016-11-25
3941,Alberto Ginastera,Gabriel Sivak,Tres Instantes Oníricos: II. De los álamos,2016-11-25
3942,Alberto Ginastera,Gabriel Sivak,Tres Instantes Oníricos: III. Creía yo,2016-11-25
3943,Alberto Ginastera,Fernando Viani,Danzas argentinas para los ninos: No. 1. Moderato: Para Alex,2007-04-24
3944,Alberto Ginastera,Fernando Viani,Danzas argentinas para los ninos: No. 2. Paisaje: Para Georgina,2007-04-24
3945,Alberto Ginastera,Fernando Viani,Piezas infantiles I: No. 1. Preludio,2007-04-24
3946,Alberto Ginastera,Fernando Viani,Piezas infantiles I: No. 2. Osito bailando,2007-04-24
3947,Alberto Ginastera,Fernando Viani,Piezas infantiles I: No. 3. Arrullo,2007-04-24
3948,Alberto Ginastera,Fernando Viani,Piezas infantiles I: No. 4. Soldaditos,2007-04-24
3949,Alberto Ginastera,Fernando Viani,Piezas infantiles II: No. 1. Anton Pirulero,2007-04-24
3950,Alberto Ginastera,Fernando Viani,Piezas infantiles II: No. 2. Arrorro,2007-04-24
3951,Alberto Ginastera,Fernando Viani,Piezas infantiles II: No. 3. Chacarerita,2007-04-24
3952,Alberto Ginastera,Fernando Viani,Piezas infantiles II: No. 4. Arroz con leche,2007-04-24
3953,Alberto Ginastera,Fernando Viani,"Estancia, Op. 8: Pequena Danza (version for piano): Pequena danza",2007-04-24
3954,Alberto Ginastera,Fernando Viani,Toccata,2007-04-24
3955,Alberto Ginastera,Fernando Viani,"Toccata, Villancico y Fuga, Op. 18: Villancico",2007-04-24
3956,Alberto Ginastera,Fernando Viani,"Toccata, Villancico y Fuga, Op. 18: Fuga",2007-04-24
3957,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 1: Maestoso",2007-04-24
3958,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 2: Tempo giusto",2007-04-24
3959,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 3: Impetuoso, l'istesso tempo",2007-04-24
3960,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 4: Vivacissimo",2007-04-24
3961,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 5: L'istesso tempo",2007-04-24
3962,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 6: L'istesso tempo",2007-04-24
3963,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 7: Sereno",2007-04-24
3964,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 8: Estatico",2007-04-24
3965,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 9: Quasi allegretto",2007-04-24
3966,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 10: Pastorale",2007-04-24
3967,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 11: Andantino poetico",2007-04-24
3968,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Variation 12: Lento",2007-04-24
3969,Alberto Ginastera,Fernando Viani,"Variazioni e Toccata sopra Aurora lucis rutilat, Op. 52: Toccata - Finale: Tema",2007-04-24
3970,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Scene 1: El Amanecer - Introduccion y Escena (Dawn - Introduction and Scena)",2006-11-21
3971,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Pequena Danza (Little dance)",2006-11-21
3972,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Scene 2: La Manana - Danza del trigo (Morning - Wheat Dance)",2006-11-21
3973,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Los trabajadores agricolas (The farm labourers)",2006-11-21
3974,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Los peones de hacienda - Entrada de los caballitos (The cattlemen - Entry of the foals)",2006-11-21
3975,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Los puebleros (The townsfolk)",2006-11-21
3976,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Scene 3: La tarde - Triste pampeano (Afternoon - 'Triste' from the Pampas)",2006-11-21
3977,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: La doma (Rodeo)",2006-11-21
3978,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Idilio crepuscular (Twilight idyll)",2006-11-21
3979,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Scene 4: La Noche - Nocturno (Night - Nocturne)",2006-11-21
3980,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Scene 5: El Amanecer - Escena (Dawn - Scena)",2006-11-21
3981,Alberto Ginastera,Luis Gaeta,"Estancia, Op. 8: Danza final (Final Dance) (Malambo)",2006-11-21
3982,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": I. Adagio contemplativo - Poco piu mosso - Tempo I",2003-07-01
3983,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": II. Impetuosamente - Intermezzo quasi Trio: Un poco meno mosso - Tempo I",2003-07-01
3984,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": III. Largo con poetica esaltazione - Pochissimo piu lento",2003-07-01
3985,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: I. Los trabajadores agricolas: Tempo giusto",2003-07-01
3986,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: II. Danza del trigo: Tranquillo",2003-07-01
3987,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: III. Les peones de hacienda: Mosso e ruvido",2003-07-01
3988,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: IV. Danza final [Malambo]: Allegro - Tempo di malambo",2003-07-01
3989,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals for Orchestra, Op. 48: I. Introduccio: Tempo rubato - Allegro - Lento - Un poco piu lento - Allegro - Molto lento - Tempo rubato —",2003-07-01
3990,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals for Orchestra, Op. 48: II. Romanc: Adagio intimo —",2003-07-01
3991,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals for Orchestra, Op. 48: III. Sardanes: Tempo di sardana - Gioiosamente, brillante —",2003-07-01
3992,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals for Orchestra, Op. 48: IV. Cant: Molto lento —",2003-07-01
3993,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals for Orchestra, Op. 48: V. Conclusio delirant: Vivace, con fuoco - In modo popolare, gioiante! - Prestissimo",2003-07-01
3994,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": I. Adagio contemplativo",2003-07-01
3995,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": II. Impetuosamente",2003-07-01
3996,Alberto Ginastera,Gabriel Castagna,"Pampeana No. 3, Op. 24, ""Pastoral Symphony"": III. Largo con poetica esaltazione",2003-07-01
3997,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: I. Los trabajadores agricolas. Tempo giusto",2003-07-01
3998,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: II. Danza del trigo. Tranquillo",2003-07-01
3999,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: III. Los peones de hacienda. Mosso e rúvido",2003-07-01
4000,Alberto Ginastera,Gabriel Castagna,"Estancia Suite, Op. 8a: IV. Danza final. Allegro - Tempo di malambo",2003-07-01
4001,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals, Op. 48: I. Introducció. Tempo rubato",2003-07-01
4002,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals, Op. 48: II. Romanç. Adagio intimo",2003-07-01
4003,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals, Op. 48: III. Sardanes. Tempo di sardana",2003-07-01
4004,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals, Op. 48: IV. Cant. Molto lento",2003-07-01
4005,Alberto Ginastera,Gabriel Castagna,"Glosses sobre temes de Pau Casals, Op. 48: V. Conclusió delirant. Vivace",2003-07-01
4006,Alberto Ginastera,Dora De Marinis,"Piano Concerto No. 2, Op. 39: IV. Cadenza",2001-04-13
4007,Alberto Ginastera,Dora De Marinis,"Piano Concerto No. 2, Op. 39: V. Finale prestissimo",2001-04-13
4008,Alberto Ginastera,ALBERTO GINASTERA,A. GINASTERA: Dance of the bandit Gaucho (Exc.),2022-03-02
4009,Alberto Ginastera,Juan Sebastian Delgado,"Puneña No. 2, Op. 45: I. Harawi",2020-07-03
