numero,Source,Target,Label,Fecha
1404,Lito Vitale,Patricia Sosa,Navidad 2000,2017-12-08
1405,Lito Vitale,Raly Barrionuevo,Pescador de Hombres,2017-12-08
1406,Lito Vitale,Hilda Lizarazu,Profecias,2017-12-08
1407,Lito Vitale,Hilda Lizarazu,El Loco,2006-05-05
1408,Lito Vitale,Alejandro Lerner,Uf Gozal,2017-12-08
1409,Lito Vitale,Alejandro Lerner,Que Ves,2006-05-05
1410,Lito Vitale,Alejandro Lerner,Marcha de San Lorenzo,1998-12-17
1411,Lito Vitale,La Bruja Salguero,Zamba del Perdón,2017-12-08
1412,Lito Vitale,Julia Zenko,Romaria,2017-12-08
1413,Lito Vitale,Julia Zenko,Cancion al Arbol de Olvido,1995
1414,Lito Vitale,Julia Zenko,Marcando el Compás: Preludio para el Año 3001 (Renaceré),2022-10-28
1415,Lito Vitale,Manuel Wirzt,La Navidad de Luis,2017-12-08
1416,Lito Vitale,Victor Carrión,Cueca de los Coyas,2017-07-17
1417,Lito Vitale,Victor Carrión,De Regreso Urgente,2017-07-17
1418,Lito Vitale,Victor Carrión,La Catedral,2017-07-17
1419,Lito Vitale,Victor Carrión,Chacarera de un Triste,2017-07-17
1420,Lito Vitale,Victor Carrión,Recuerdos en Mi Bemol,2017-07-17
1421,Lito Vitale,Victor Carrión,Danza para Despertar a una Niña Bonita,2017-07-17
1422,Lito Vitale,Victor Carrión,Horizonte Cero,2017-07-17
1423,Lito Vitale,Victor Carrión,Antarqui,2017-07-17
1424,Lito Vitale,Victor Carrión,Taquito Militar,2017-07-17
1425,Lito Vitale,Victor Carrión,Decarísimo,2008-08-01
1426,Lito Vitale,Victor Carrión,La Oncena,2008-08-01
1427,Lito Vitale,Victor Carrión,La Puñalada,2008-08-01
1428,Lito Vitale,Victor Carrión,Espejo de Agua,2008-08-01
1429,Lito Vitale,Victor Carrión,Pintándome el Alma,2008-08-01
1430,Lito Vitale,Victor Carrión,Improvisación por Marineras,2008-08-01
1431,Lito Vitale,Victor Carrión,Paisajes de Catamarca,2008-08-01
1432,Lito Vitale,Victor Carrión,A Monteros,2008-08-01
1433,Lito Vitale,Victor Carrión,Milonga del 700,2008-08-01
1434,Lito Vitale,Mariano Delgado,Cueca de los Coyas,2017-07-17
1435,Lito Vitale,Mariano Delgado,De Regreso Urgente,2017-07-17
1436,Lito Vitale,Mariano Delgado,La Catedral,2017-07-17
1437,Lito Vitale,Mariano Delgado,Chacarera de un Triste,2017-07-17
1438,Lito Vitale,Mariano Delgado,Recuerdos en Mi Bemol,2017-07-17
1439,Lito Vitale,Mariano Delgado,Danza para Despertar a una Niña Bonita,2017-07-17
1440,Lito Vitale,Mariano Delgado,Horizonte Cero,2017-07-17
1441,Lito Vitale,Mariano Delgado,Antarqui,2017-07-17
1442,Lito Vitale,Mariano Delgado,Taquito Militar,2017-07-17
1443,Lito Vitale,Lucho Gonzalez,Decarísimo,2008-08-01
1444,Lito Vitale,Lucho Gonzalez,La Oncena,2008-08-01
1445,Lito Vitale,Lucho Gonzalez,La Puñalada,2008-08-01
1446,Lito Vitale,Lucho Gonzalez,Espejo de Agua,2008-08-01
1447,Lito Vitale,Lucho Gonzalez,Pintándome el Alma,2008-08-01
1448,Lito Vitale,Lucho Gonzalez,Improvisación por Marineras,2008-08-01
1449,Lito Vitale,Lucho Gonzalez,Paisajes de Catamarca,2008-08-01
1450,Lito Vitale,Lucho Gonzalez,A Monteros,2008-08-01
1451,Lito Vitale,Lucho Gonzalez,Milonga del 700,2008-08-01
1452,Lito Vitale,Lucho Gonzalez,Antes de la Razón,2004-01-05
1453,Lito Vitale,Lucho Gonzalez,El Principio del Cielo,2004-01-05
1454,Lito Vitale,Lucho Gonzalez,La Única Mirada,2004-01-05
1455,Lito Vitale,Lucho Gonzalez,Introducción Porteña,2004-01-05
1456,Lito Vitale,Lucho Gonzalez,El Discreto Encanto de Ser Porteño,2004-01-05
1457,Lito Vitale,Lucho Gonzalez,Ese Amigo del Alma,2004-01-05
1458,Lito Vitale,Lucho Gonzalez,Danza para Despertar una Niña Bonita,2004-01-05
1459,Lito Vitale,Lucho Gonzalez,Xeito Novo,2004-01-05
1460,Lito Vitale,Lucho Gonzalez,Zamba Antara,1994-01-01
1461,Lito Vitale,Lucho Gonzalez,Vidala del Cululí,1994-01-01
1462,Lito Vitale,Lucho Gonzalez,La Vuelta de los Tachos,1994-01-01
1463,Lito Vitale,Lucho Gonzalez,Huayno,1994-01-01
1464,Lito Vitale,Lucho Gonzalez,Cueca del Reloj - Remasterizado,1991-01-02
1465,Lito Vitale,Lucho Gonzalez,Merceditas - Remasterizado,1991-01-02
1466,Lito Vitale,Lucho Gonzalez,Entretanto - Remasterizado,1991-01-02
1467,Lito Vitale,Lucho Gonzalez,El 71 - Remasterizado,1991-01-02
1468,Lito Vitale,Lucho Gonzalez,Dos visiones - Remasterizado,1991-01-02
1469,Lito Vitale,Lucho Gonzalez,Diablo Vital - Remasterizado,1991-01-02
1470,Lito Vitale,Lucho Gonzalez,Al fin de cuentas somos una manga de tanos - Remasterizado,1991-01-02
1471,Lito Vitale,Lucho Gonzalez,Zamba para Pamela - Remasterizado,1991-01-02
1472,Lito Vitale,Lucho Gonzalez,Taquito militar - Remasterizado,1991-01-02
1473,Lito Vitale,Lucho Gonzalez,Cueca loca - Remasterizado,1991-01-02
1474,Lito Vitale,Lucho Gonzalez,Zamba de Lozano - Remasterizado,1991-01-02
1475,Lito Vitale,Lucho Gonzalez,Decarísimo - Remasterizado,1991-01-02
1476,Lito Vitale,Lucho Gonzalez,Oblivión - Remasterizado,1991-01-02
1477,Lito Vitale,Indio Solari,El Salmón,2006-05-05
1478,Lito Vitale,Isabel De Sebastian,Entero o a Pedazos,2006-05-05
1479,Lito Vitale,Ulises Butrón,Entero o a Pedazos,2006-05-05
1480,Lito Vitale,Los Tipitos,Dime Quien Me Lo Robó,2006-05-05
1481,Lito Vitale,Miguel Cantilo,Génesis,2006-05-05
1482,Lito Vitale,Palo Pandolfo,Pronta Entrega,2006-05-05
1483,Lito Vitale,Litto Nebbia,Violencia en el Parque,2006-05-05
1484,Lito Vitale,Litto Nebbia,Madre Escúchame,2003-09-09
1485,Lito Vitale,Litto Nebbia,La Operación Es Simple,2003-09-09
1486,Lito Vitale,Litto Nebbia,Nadie Es Tan Importante Como Uno Cree,2003-09-09
1487,Lito Vitale,Litto Nebbia,Cadenas y Moneda,2003-09-09
1488,Lito Vitale,Litto Nebbia,Mujer de los Mil Días,2003-09-09
1489,Lito Vitale,Litto Nebbia,El Último Zorzal,2003-09-09
1490,Lito Vitale,Litto Nebbia,Vals de Mi Hogar,2003-09-09
1491,Lito Vitale,Litto Nebbia,Un Espía del Atardecer,2003-09-09
1492,Lito Vitale,Litto Nebbia,Distraídos,2003-09-09
1493,Lito Vitale,Litto Nebbia,Vamos Negro Fuerza Negro,2003-09-09
1494,Lito Vitale,Litto Nebbia,El Otro Cambio los Que Se Fueron,2003-09-09
1495,Lito Vitale,Juanse,La Balsa,2006-05-05
1496,Lito Vitale,Gustavo Cordera,Escuchame Entre el Ruido,2006-05-05
1497,Lito Vitale,Árbol,"Sudamerica, O el Regreso a la Aurora",2006-05-05
1498,Lito Vitale,Los Piojos,El Viejo,2006-05-05
1499,Lito Vitale,Liliana Vitale,A Estos Hombres Tristes,2006-05-05
1500,Lito Vitale,Liliana Vitale,El Show del Perro Salchicha,2004-01-01
1501,Lito Vitale,Liliana Vitale,Canción del Jardinero,2004-01-01
1502,Lito Vitale,Liliana Vitale,Canción de Bañar la Luna,2004-01-01
1503,Lito Vitale,Liliana Vitale,Don Dolón Dolón,2004-01-01
1504,Lito Vitale,Liliana Vitale,Chacarera de los Gatos,2004-01-01
1505,Lito Vitale,Liliana Vitale,El Gato Confite,2004-01-01
1506,Lito Vitale,Liliana Vitale,La Calle del Gato Que Pesca,2004-01-01
1507,Lito Vitale,Liliana Vitale,Twist del Mono Liso,2004-01-01
1508,Lito Vitale,Liliana Vitale,La Reina Batata,2004-01-01
1509,Lito Vitale,Liliana Vitale,Canción de Tomar el Té,2004-01-01
1510,Lito Vitale,Liliana Vitale,Los Castillos,2004-01-01
1511,Lito Vitale,Liliana Vitale,El Reino del Revés,2004-01-01
1512,Lito Vitale,Liliana Vitale,"Manuelita, La Tortuga",2004-01-01
1513,Lito Vitale,Liliana Vitale,Tu Nombre y el Mío,2022-09-02
1514,Lito Vitale,Liliana Vitale,Zamba,2016-07-10
1515,Lito Vitale,Liliana Vitale,Tengo la Piel Cansada de la Tarde,2016-07-10
1516,Lito Vitale,Liliana Vitale,A una Paloma,2016-07-10
1517,Lito Vitale,Liliana Vitale,Zamba del Grillo,2016-07-10
1518,Lito Vitale,Liliana Vitale,En el País de Nomeacuerdo,2016-07-10
1519,Lito Vitale,Liliana Vitale,Oye Niño,2016-07-10
1520,Lito Vitale,Liliana Vitale,Canción para Cantar Desnuda,2016-07-10
1521,Lito Vitale,Liliana Vitale,Vete de Mí,2016-07-10
1522,Lito Vitale,Liliana Vitale,Soneto a Mamá,2016-07-10
1523,Lito Vitale,Liliana Vitale,Toma Dos Blues,2016-07-10
1524,Lito Vitale,Liliana Vitale,A un Semejante,1995-07-01
1525,Lito Vitale,Liliana Vitale,Hermano Te Estoy Hablando,1995-07-01
1526,Lito Vitale,Liliana Vitale,Viernes 3 Am,1995-07-01
1527,Lito Vitale,Liliana Vitale,Chau No Va Más,1995-07-01
1528,Lito Vitale,Liliana Vitale,Porque Hoy Nací,1995-07-01
1529,Lito Vitale,Fernando Ruiz Diaz,Mañana en el Abasto,2006-05-05
1530,Lito Vitale,Claudia Puyó,Noche de Perros,2006-05-05
1531,Lito Vitale,Pedro Aznar,Catalina Bahia,2006-05-05
1532,Lito Vitale,Pedro Aznar,Himno al General San Martin,1998-12-17
1533,Lito Vitale,Pedro Aznar,Zamba de Juan Panadero,1993-11-30
1534,Lito Vitale,Pedro Aznar,Marcando el Compás: Tu Amor,2022-07-01
1535,Lito Vitale,Pedro Aznar,La Pomeña (feat. Suna Rocha & Lito Vitale),1998
1536,Lito Vitale,Veronica Condomi,El Show del Perro Salchicha,2004-01-01
1537,Lito Vitale,Veronica Condomi,Canción del Jardinero,2004-01-01
1538,Lito Vitale,Veronica Condomi,Canción de Bañar la Luna,2004-01-01
1539,Lito Vitale,Veronica Condomi,Don Dolón Dolón,2004-01-01
1540,Lito Vitale,Veronica Condomi,Chacarera de los Gatos,2004-01-01
1541,Lito Vitale,Veronica Condomi,El Gato Confite,2004-01-01
1542,Lito Vitale,Veronica Condomi,La Calle del Gato Que Pesca,2004-01-01
1543,Lito Vitale,Veronica Condomi,Twist del Mono Liso,2004-01-01
1544,Lito Vitale,Veronica Condomi,La Reina Batata,2004-01-01
1545,Lito Vitale,Veronica Condomi,Canción de Tomar el Té,2004-01-01
1546,Lito Vitale,Veronica Condomi,Los Castillos,2004-01-01
1547,Lito Vitale,Veronica Condomi,El Reino del Revés,2004-01-01
1548,Lito Vitale,Veronica Condomi,"Manuelita, La Tortuga",2004-01-01
1549,Lito Vitale,María Elena Walsh,Marcha de San Lorenzo,1998-12-17
1550,Lito Vitale,Fabiana Cantilo,Saludo a la Bandera,1998-12-17
1551,Lito Vitale,Mercedes Sosa,Pavane Pour Une Infante Difunte,1995
1552,Lito Vitale,Nacha Guevara,Habanera,1995
1553,Lito Vitale,Alberto Ginastera,Cancion al Arbol de Olvido,1995
1554,Lito Vitale,Javier Malosetti,Tango Obertura,1994-01-01
1555,Lito Vitale,Jorge Cumbo,Zamba Antara,1994-01-01
1556,Lito Vitale,Jorge Cumbo,Vidala del Cululí,1994-01-01
1557,Lito Vitale,Jorge Cumbo,La Vuelta de los Tachos,1994-01-01
1558,Lito Vitale,Jorge Cumbo,Huayno,1994-01-01
1559,Lito Vitale,Eladia Blazquez,El Corazón al Sur,1993-11-30
1560,Lito Vitale,ALEJANDRO DOLINA,Tres Cuentos del Ángel Gris,1993-11-30
1561,Lito Vitale,Oscar Kreimer,Dorotea La Cautiva,1993-11-30
1562,Lito Vitale,Marcelo Torres,Algo Nuevo,1991-06-01
1563,Lito Vitale,Marcelo Torres,Opiniones Encontradas,1991-06-01
1564,Lito Vitale,Marcelo Torres,"Permiso, Voy a Improvisar un Poco",1991-06-01
1565,Lito Vitale,Marcelo Torres,La Excusa,1991-06-01
1566,Lito Vitale,Jorge Araujo,Algo Nuevo,1991-06-01
1567,Lito Vitale,Jorge Araujo,Opiniones Encontradas,1991-06-01
1568,Lito Vitale,Jorge Araujo,"Permiso, Voy a Improvisar un Poco",1991-06-01
1569,Lito Vitale,Jorge Araujo,La Excusa,1991-06-01
1570,Lito Vitale,Bernardo Baraj,Cueca del Reloj - Remasterizado,1991-01-02
1571,Lito Vitale,Bernardo Baraj,Merceditas - Remasterizado,1991-01-02
1572,Lito Vitale,Bernardo Baraj,Entretanto - Remasterizado,1991-01-02
1573,Lito Vitale,Bernardo Baraj,El 71 - Remasterizado,1991-01-02
1574,Lito Vitale,Bernardo Baraj,Dos visiones - Remasterizado,1991-01-02
1575,Lito Vitale,Bernardo Baraj,Diablo Vital - Remasterizado,1991-01-02
1576,Lito Vitale,Bernardo Baraj,Al fin de cuentas somos una manga de tanos - Remasterizado,1991-01-02
1577,Lito Vitale,Bernardo Baraj,Zamba para Pamela - Remasterizado,1991-01-02
1578,Lito Vitale,Bernardo Baraj,Taquito militar - Remasterizado,1991-01-02
1579,Lito Vitale,Bernardo Baraj,Cueca loca - Remasterizado,1991-01-02
1580,Lito Vitale,Bernardo Baraj,Zamba de Lozano - Remasterizado,1991-01-02
1581,Lito Vitale,Bernardo Baraj,Decarísimo - Remasterizado,1991-01-02
1582,Lito Vitale,Bernardo Baraj,Oblivión - Remasterizado,1991-01-02
1583,Lito Vitale,Bernardo Baraj,Cuando tu no estas,2019-11-08
1584,Lito Vitale,Gauchos de Acero,Marcando el Compás: Preludio para el Año 3001 (Renaceré),2022-10-28
1585,Lito Vitale,Tangoloco (Daniel García Quinteto),Billie Jean,2022-10-12
1586,Lito Vitale,Lisandro Aristimuño,Tu Nombre y el Mío,2022-09-02
1587,Lito Vitale,Lisandro Aristimuño,Hoy No Fue Ayer,2020-06-19
1588,Lito Vitale,Lidia Borda,Marcando el Compás: Tu Amor,2022-07-01
1589,Lito Vitale,Manu Sija,Marcando el Compás: Tu Amor,2022-07-01
1590,Lito Vitale,Rocío Quiroz,Canción Sin Miedo,2021-10-01
1591,Lito Vitale,Soledad,Se Me Ha Perdido un Corazón,2021-09-03
1592,Lito Vitale,Gilda,Se Me Ha Perdido un Corazón,2021-09-03
1593,Lito Vitale,Gilda,Corazón Valiente,2021-08-17
1594,Lito Vitale,Natalie Perez,Noches Vacías,2021-08-31
1595,Lito Vitale,Sig Ragga,Pide al Tiempo,2022-04-01
1596,Lito Vitale,Silvina Garre,"Evita, quien quiera oir que oiga: Quien quiera oir que oiga",2012-01-01
1597,Lito Vitale,Silvina Garre,En blanco y negro,2012-01-01
1598,Lito Vitale,Silvina Garre,Casi una zamba,2012-01-01
1599,Lito Vitale,Silvina Garre,Reina sin pueblo,2012-01-01
1600,Lito Vitale,Silvina Garre,Palmas azules para mi,2012-01-01
1601,Lito Vitale,Silvina Garre,Cancion del pinar,2012-01-01
1602,Lito Vitale,Silvina Garre,Diablo y alcohol,2012-01-01
1603,Lito Vitale,Silvina Garre,Treboles de cuatro hojas,2012-01-01
1604,Lito Vitale,Silvina Garre,Reinas de pueblo grande,2012-01-01
1605,Lito Vitale,Silvina Garre,Se fuerza la maquina,2012-01-01
1606,Lito Vitale,Silvina Garre,Para hablar de mi amor,2012-01-01
1607,Lito Vitale,Raúl Lavié,Vivo Per Lei,2007-04-05
1608,Lito Vitale,Victor Villadangos,71 Milonga,2004-02-18
1609,Lito Vitale,Juan Carlos Ingaramo,Siracusa,2019-03-22
1610,Juanse,Los Auténticos Decadentes,Otra Vez Lo Arruiné Todo,2006-10-10
1611,Juanse,Celeste Carballo,Una Canción Diferente - Remasterizado 2021,2021-10-08
1612,Juanse,Raul Porchetto,Hay rock and roll (2018 version),2018-06-18
1613,Juanse,Raul Porchetto,Nunca nos piden perdon,2018-06-18
1614,Juanse,Ciro Fogliatta,Pido Demasiado (with Juanse),2017-08-25
1615,Juanse,Luciano Napolitano,Piel y Hueso,2004-06-01
1616,Juanse,Luciano Napolitano,Zapada del Destino,2004-06-01
1617,Ricardo Mollo,Javier Malosetti,Yo Vengo a Ofrecer Mi Corazón,2020-12-20
1618,Ricardo Mollo,Facundo Guevara,Yo Vengo a Ofrecer Mi Corazón,2020-12-20
1619,Ricardo Mollo,David Lebón,Mundo Agradable (feat. Ricardo Mollo),2019-05-10
1620,Ricardo Mollo,Valeria Lynch,Par Mil (with Ricardo Mollo),2017-11-17
1621,Ricardo Mollo,Palo Pandolfo,Sonido Plateado,2016-06-24
1622,Ricardo Mollo,Fabiana Cantilo,Desde el Cielo,2015-05-26
1623,Ricardo Mollo,Los Abuelos De La Nada,Lunes por la Madrugada,2021-08-18
1624,Ricardo Mollo,Ricardo Soule,Presente (El Momento en Que Estás) - 50º Aniversario,2020-09-25
1625,Ricardo Mollo,Quintino Cinalli,El Aparecido,2014-04-25
1626,Franco Luciani,José Colangelo,Barrio de tango,2020-12-01
1627,Franco Luciani,José Colangelo,Tu pálida voz,2020-12-01
1628,Franco Luciani,José Colangelo,El Sainete del Diablo,2020-12-01
1629,Franco Luciani,José Colangelo,Sin pretensiones,2020-12-01
1630,Franco Luciani,José Colangelo,A media luz,2020-12-01
1631,Franco Luciani,José Colangelo,Papá Baltasar / Oro y Plata,2020-12-01
1632,Franco Luciani,José Colangelo,Los mareados,2020-12-01
1633,Franco Luciani,Federico Lechner,Caminito soleado,2014-05-11
1634,Franco Luciani,Federico Lechner,El día que me quieras,2014-05-11
1635,Franco Luciani,Federico Lechner,Lejana tierra mía,2014-05-11
1636,Franco Luciani,Federico Lechner,Amores de estudiante,2014-05-11
1637,Franco Luciani,Federico Lechner,Por una cabeza,2014-05-11
1638,Franco Luciani,Federico Lechner,Volvió una noche,2014-05-11
1639,Franco Luciani,Federico Lechner,Arrabal amargo,2014-05-11
1640,Franco Luciani,Federico Lechner,Guitarra mía,2014-05-11
1641,Franco Luciani,Federico Lechner,Sus ojos se cerraron,2014-05-11
1642,Franco Luciani,Raúl Carnota,Viene clareando,2010-01-12
1643,Franco Luciani,Raúl Carnota,Ña polí o la,2010-01-12
1644,Franco Luciani,Raúl Carnota,Rumbo al algodon,2010-01-12
1645,Franco Luciani,Raúl Carnota,Chacarera del pensador,2010-01-12
1646,Franco Luciani,Raúl Carnota,Postales,2010-01-12
1647,Franco Luciani,Raúl Carnota,Mensaje,2010-01-12
1648,Franco Luciani,Raúl Carnota,El alero,2010-01-12
1649,Franco Luciani,Raúl Carnota,Dónde,2010-01-12
1650,Franco Luciani,Raúl Carnota,La mishky mota,2010-01-12
1651,Franco Luciani,Raúl Carnota,Elogio del zonda,2010-01-12
1652,Franco Luciani,Raúl Carnota,Palomita a volar,2010-01-12
1653,Franco Luciani,Raúl Carnota,Mestiza,2010-01-12
1654,Franco Luciani,Raúl Carnota,Coplas para mi tierra,2010-01-12
1655,Franco Luciani,Raúl Carnota,Debajo de la morera,2010-01-12
1656,Franco Luciani,Raúl Carnota,La camorrita,2010-01-12
1657,Franco Luciani,Raúl Carnota,Imposible - Grito santiagueño,2010-01-12
1658,Franco Luciani,Raúl Carnota,Gatito e' las penas,2010-01-12
1659,Franco Luciani,Lidia Borda,Siempre Me Has Mentido,2008
1660,Franco Luciani,Quique Sinesi,Santa Mariana,2010-01-13
1661,Raly Barrionuevo,Daniel Altamirano,Vallecito,2021-07-04
1662,Raly Barrionuevo,Ramón Navarro,Patio de la Casa Vieja,2021-07-04
1663,Raly Barrionuevo,Lisandro Aristimuño,La Niña de los Andamios,2017-09-01
1664,Raly Barrionuevo,Demi Carabajal,Amiga Tierra Querida,2017-09-01
1665,Raly Barrionuevo,Ernesto Guevara,Agua de los Tiempos,2017-09-01
1666,Raly Barrionuevo,Vivi Pozzebón,Como el Sol (feat. Vivi Pozzebón),2012-07-25
1667,Raly Barrionuevo,Leo García,El Sueño de los Viajeros (feat. Leo Garcia),2012-07-25
1668,Raly Barrionuevo,El Quintetito de Marcelo Véliz,Mujer de Fuego (feat. El Quintetito De Marcelo Veliz),2012-07-25
1669,Raly Barrionuevo,Walter Ríos,Celia (feat. Walter Ríos),2004-10-18
1670,Raly Barrionuevo,Horacio Banegas,Chacarera del Mishki Mayu (feat. Carlos Oscar Carabajal & Horacio Banegas),2004-10-18
1671,Raly Barrionuevo,Raul Porchetto,Bajaste Del Norte,2020-05-09
1672,Raly Barrionuevo,Raul Porchetto,Lagrimitas de sal,2022-10-29
1673,Raly Barrionuevo,Roxana Carabajal,Gotas de Amor,2018-12-06
1674,Soledad,Natalia Pastorutti,Cómo Te Voy a Olvidar (feat. Natalia Pastorutti),2015-03-10
1675,Soledad,Natalia Pastorutti,De Mi Madre (with Natalia Pastorutti),2000-09-28
1676,Soledad,Natalia Pastorutti,Chacarera del Cardenal (with Natalia Pastorutti & Sixto Palavecino),2000-09-28
1677,Soledad,Natalia Pastorutti,Si Queremos (with Natalia Pastorutti),2000-09-28
1678,Soledad,Natalia Pastorutti,Sapo Cancionero,1998-10-18
1679,Soledad,Jorge Rojas,Esperando Tu Regreso (with Jorge Rojas) - Corazón,2010-12-09
1680,Soledad,Sixto Palavecino,Chacarera del Cardenal (with Natalia Pastorutti & Sixto Palavecino),2000-09-28
1681,Soledad,Natalie Perez,Lágrimas y Flores (feat. Natalie Perez),2022-02-24
1682,Soledad,Axel,No Es No,2018-10-12
1683,Soledad,Pedro Aznar,Reverdece,2021-07-02
1684,Soledad,David Lebón,San Francisco y el Lobo (feat. Soledad),2022-09-16
1685,Soledad,Mercedes Sosa,"Agua, Fuego, Tierra y Viento (with Soledad)",2021-05-25
1686,Soledad,Ivan Noble,Una Canción Diferente (feat. Soledad),2019-08-16
1687,Soledad,Luciano Pereyra,Por Volverte A Ver,2006-01-01
1688,Axel,La Konga,Somos Lo Que Fuimos,2022-11-04
1689,Axel,La Konga,Si Va A Ser...Será,2022-11-04
1690,León Gieco,Sandro,Mi Amigo (Quem Podeira Namorarla),2013-01-01
1691,León Gieco,Charly García,Bicentenario,2011-01-01
1692,León Gieco,Nito Mestre,Bicentenario,2011-01-01
1693,León Gieco,Nito Mestre,Veo Tus Ojos,2006-05-03
1694,León Gieco,Nito Mestre,Último Verano,1999-05-05
1695,León Gieco,Raul Porchetto,Bicentenario,2011-01-01
1696,León Gieco,Raul Porchetto,De Mercedes a Cañada,2018-06-18
1697,León Gieco,Raul Porchetto,Nunca nos piden perdon,2018-06-18
1698,León Gieco,Raul Porchetto,Algo de paz - Remix,2018-06-18
1699,León Gieco,Raul Porchetto,"Che pibe, vení votá",1982-06-15
1700,León Gieco,María Rosa Yorio,Bicentenario,2011-01-01
1701,León Gieco,Luis Alberto Spinetta,8 De Octubre,2011-01-01
1702,León Gieco,Gustavo Santaolalla,A Los Mineros De Bolivia,2011-01-01
1703,León Gieco,Gustavo Santaolalla,La Amistad,2021-11-19
1704,León Gieco,Mercedes Sosa,Canción Para Carito,2010-01-01
1705,León Gieco,Mercedes Sosa,Himno de Mi Corazón (with León Gieco),2009-06-29
1706,León Gieco,D-Mente,La Mamá De Jimmy,2009-10-30
1707,León Gieco,D-Mente,De Igual A Igual,2009-10-30
1708,León Gieco,D-Mente,Yo Soy Juan,2009-10-30
1709,León Gieco,D-Mente,Bandidos Rurales,2009-10-30
1710,León Gieco,D-Mente,El Fantasma De Canterville,2009-10-30
1711,León Gieco,D-Mente,Hombres De Hierro,2009-10-30
1712,León Gieco,D-Mente,Ídolo De Los Quemados,2009-10-30
1713,León Gieco,D-Mente,El Ángel De La Bicicleta,2009-10-30
1714,León Gieco,D-Mente,Sólo Le Pido A Dios,2009-10-30
1715,León Gieco,D-Mente,Canto En La Rama,2009-10-30
1716,León Gieco,Los Fabulosos Cadillacs,Cantorcito De Contramano,1995-01-01
1717,León Gieco,Edelmiro Molinari,She's a woman,2011-05-10
1718,León Gieco,Ivan Noble,Arco Iris Roto (feat. León Gieco),2021-11-05
1719,León Gieco,Kevin Johansen,Sur o No Sur (feat. León Gieco),2003-11-04
1720,León Gieco,Los Auténticos Decadentes,Cola de Amor,2022-04-01
1721,León Gieco,Valeria Lynch,Ella (with León Gieco),2017-11-17
1722,León Gieco,Los Tipitos,Sólo Figuras,2004-08-01
1723,León Gieco,Los Tipitos,La Gorda Montero,1996-11-12
1724,León Gieco,Los Tipitos,Río,2020-01-24
1725,León Gieco,Sixto Palavecino,Dimensión de Amistad,2006-05-08
1726,León Gieco,Conociendo Rusia,No Se Borra,2020-07-18
1727,Pedro Aznar,Ramiro Gallo,El Violín De Becho,2021-07-02
1728,Pedro Aznar,Ramiro Gallo,No Lo Nombres,2019-01-01
1729,Pedro Aznar,Ramiro Gallo,Es Muy Poco y Es Muy Tarde,2019-01-01
1730,Pedro Aznar,Ramiro Gallo,Danza de las Sombras,2019-01-01
1731,Pedro Aznar,Ramiro Gallo,Tumba Carnero,2019-01-01
1732,Pedro Aznar,Ramiro Gallo,Arabesco,2019-01-01
1733,Pedro Aznar,Ramiro Gallo,¿Dónde Estabas?,2019-01-01
1734,Pedro Aznar,Ramiro Gallo,Al Violín,2019-01-01
1735,Pedro Aznar,Ramiro Gallo,Tilinga,2019-01-01
1736,Pedro Aznar,Ramiro Gallo,Olvidada,2019-01-01
1737,Pedro Aznar,Ramiro Gallo,Utopía,2019-01-01
1738,Pedro Aznar,Ramiro Gallo,Seda,2019-01-01
1739,Pedro Aznar,Ramiro Gallo,Crepuscular,2006-10-31
1740,Pedro Aznar,Andrés Beeuwsaert,Dindi,2005-01-01
1741,Pedro Aznar,Andrés Beeuwsaert,Beso Partido,2005-01-01
1742,Pedro Aznar,Andrés Beeuwsaert,Chiquillo,2005-01-01
1743,Pedro Aznar,Andrés Beeuwsaert,Milagro de los Peces,2005-01-01
1744,Pedro Aznar,Andrés Beeuwsaert,"Fe Ciega, Faca Afilada",2005-01-01
1745,Pedro Aznar,Andrés Beeuwsaert,Mi Guri,2005-01-01
1746,Pedro Aznar,Andrés Beeuwsaert,Alcira y la Torre - Bis,2005-01-01
1747,Pedro Aznar,Andrés Beeuwsaert,Polichinela - Instrumental,2005-01-01
1748,Pedro Aznar,Facundo Guevara,Dindi,2005-01-01
1749,Pedro Aznar,Facundo Guevara,Beso Partido,2005-01-01
1750,Pedro Aznar,Facundo Guevara,Chiquillo,2005-01-01
1751,Pedro Aznar,Facundo Guevara,Milagro de los Peces,2005-01-01
1752,Pedro Aznar,Facundo Guevara,"Fe Ciega, Faca Afilada",2005-01-01
1753,Pedro Aznar,Facundo Guevara,Alcira y la Torre - Bis,2005-01-01
1754,Pedro Aznar,Marcelo Corvalan,Insomnio,2005-01-01
1755,Pedro Aznar,Mercedes Sosa,Caja de Música,2005-01-01
1756,Pedro Aznar,Mercedes Sosa,Romance de la Luna Tucumana (feat. Mercedes Sosa),2003-01-01
1757,Pedro Aznar,Mercedes Sosa,María Lando (feat. Mercedes Sosa & Lucho Gonzalez),1998
1758,Pedro Aznar,Mercedes Sosa,Deja la Vida Volar (with Pedro Aznar),2021-05-25
1759,Pedro Aznar,Lito Epumer,J.C. (feat. Lito Epumer),2003-01-01
1760,Pedro Aznar,Suna Rocha,La Pomeña (feat. Suna Rocha & Lito Vitale),1998
1761,Pedro Aznar,Suna Rocha,La alegria de los ninos,2012-03-01
1762,Pedro Aznar,Suna Rocha,El hombre y el agua,2012-03-01
1763,Pedro Aznar,Suna Rocha,Abuelas del campo mio,2012-03-01
