numero,Id,Label,id_artista,popularidad,generos_musicales,genero
518,Carlos Dante,Carlos Dante,spotify:artist:5GFa1oIEY4uabHh6L54t8d,30,['vintage tango'],male
519,Alberto Marino,Alberto Marino,spotify:artist:1gk2rAR139bIdjgbDSyvT5,24,"['tango', 'tango cancion', 'vintage tango']",male
520,Aníbal Troilo Y Su Orquesta Típica,Aníbal Troilo Y Su Orquesta Típica,spotify:artist:1bhrSCijYlwBS90Ksk8kFp,28,"['orquesta tipica', 'tango', 'vintage tango']",NA
521,Armando Pontier y su Orquesta Tipica,Armando Pontier y su Orquesta Tipica,spotify:artist:6tMmgGfNhDXKG4yp6KAnAo,15,[],NA
522,Orquesta Tipica Porteña,Orquesta Tipica Porteña,spotify:artist:2BtyDKqqekgiDmcEWB1ccz,26,[],NA
523,Nestor Astarita,Nestor Astarita,spotify:artist:45y1rWlUfzQmyR3RLCHF3x,6,['argentine jazz'],male
524,Hugo Lobo,Hugo Lobo,spotify:artist:50UQHipbWWMFQiT6DZYvHN,30,"['argentine reggae', 'reggae en espanol']",male
525,Ernesto Romeo,Ernesto Romeo,spotify:artist:65uLXI2bJ9yseni5g0ajfU,16,[],male
526,BOOM BOOM KID,BOOM BOOM KID,spotify:artist:3Zy9epYPdkzL0IYzCvLGhp,1,[],NA
527,Actitud Maria Marta,Actitud Maria Marta,spotify:artist:7bRRdkXGiJNwJaYgekPGRn,10,[],NA
528,emisor,emisor,spotify:artist:3ZvUCeiMvgUfc8YoJmlE5N,0,[],male
529,Ainda,Ainda,spotify:artist:3eZXi1et2XpXPD7PoUDDzE,50,['argentine indie'],NA
530,Ernesto Snajer,Ernesto Snajer,spotify:artist:2lsW2v88mmr3SCDpKFlUao,29,"['guitarra argentina', 'nuevo folklore argentino', 'nuevo tango']",male
531,Diego Schissi,Diego Schissi,spotify:artist:0UyEKAZHgqGAVk610fpW1l,8,[],male
532,Mariano Loiacono,Mariano Loiacono,spotify:artist:2nJSd6dTLpgAj6yXRqoDw3,3,[],male
533,Juan Carlos Caceres,Juan Carlos Caceres,spotify:artist:3JuAkCibNlIcgHixqvJnaW,25,"['nuevo tango', 'tango']",male
534,Cuti Carabajal,Cuti Carabajal,spotify:artist:2wxP22uu9RzqeHT13xmHKu,21,[],male
535,Roxana Carabajal,Roxana Carabajal,spotify:artist:3XliglxGifK0IJjHPxo5MP,28,"['folclore santiagueno', 'folklore argentino', 'folklore nuevo argentino']",female
536,Terceto Murillo,Terceto Murillo,spotify:artist:1OJY1HPpYUvhp3ZGX6RiKT,0,[],NA
537,Pablo Agri,Pablo Agri,spotify:artist:3XZ8Tmt0YduUosPCLXQlNd,6,[],male
538,Graciela Carabajal,Graciela Carabajal,spotify:artist:0PvlzV1yEIsuAV8iSEXRe4,14,['folclore santiagueno'],female
539,Ariel Puchetta,Ariel Puchetta,spotify:artist:6R3Xug1WmXHR8bzEodNSRK,0,[],male
540,Miguel Zavaleta,Miguel Zavaleta,spotify:artist:2xmzx57bFAkRyqbPuF4cZl,9,[],male
541,Gringui Herrera,Gringui Herrera,spotify:artist:5KWHvlzAXeR860x5byWIz9,6,[],male
542,Luis Borda,Luis Borda,spotify:artist:0Go2UvTYJFdzwk6HZXo9SR,9,"['guitarra argentina', 'nuevo tango']",male
543,César Franov,César Franov,spotify:artist:6JGU0dmyxaoWlXRZtBYIhZ,4,[],male
544,Juan Carlos Ingaramo,Juan Carlos Ingaramo,spotify:artist:6VY7Sm3RPOc6JnpNMG8AGU,1,[],male
545,Ricardo Lew,Ricardo Lew,spotify:artist:32DXCPnu4gvhRa86TviIkH,7,[],male
546,Norberto Minichillo,Norberto Minichillo,spotify:artist:6DRX4g7ChffT6cZqWKqlJp,0,[],male
547,Alan Plachta,Alan Plachta,spotify:artist:0LIpCAgTqGSTqtSUrcWOny,1,[],male
548,Guillermo Klein,Guillermo Klein,spotify:artist:6TV13Hya75hVUbLTvX1Jh3,13,"['argentine jazz', 'contemporary jazz']",male
549,Diego Urcola,Diego Urcola,spotify:artist:3yscB4e5TBjZUHd2uKdgER,20,['latin jazz'],male
550,Oscar Feldman,Oscar Feldman,spotify:artist:5MtiE94nZ8vlzcPjnvMkes,0,[],male
551,Silvia Iriondo,Silvia Iriondo,spotify:artist:6RlNuHRDeVSq9y9VBzgkw7,18,"['cantautora argentina', 'folklore argentino']",female
552,Ricardo Moyano,Ricardo Moyano,spotify:artist:4QbhKBmJSQNxyrc1QyjWqQ,9,['guitarra argentina'],male
553,Jorge Cardoso,Jorge Cardoso,spotify:artist:5UFAV2zLKjMLpCbHGdGPfO,19,['guitarra argentina'],male
554,Florencia Bernales,Florencia Bernales,spotify:artist:4Gok5DvYiwtY2TI2ioLDtb,6,[],female
555,Raul Carnota,Raul Carnota,spotify:artist:1jQDZYNIE9vOQTYFyk7a41,0,[],male
556,Mónica Abraham,Mónica Abraham,spotify:artist:7h7OOifiiMnu024OYqMbJT,5,[],female
557,Hernán Ríos,Hernán Ríos,spotify:artist:1EqxdRQFebtYm07hjjgCZc,2,[],male
558,Edgardo Cardozo,Edgardo Cardozo,spotify:artist:6XPnV6YclmmE4DpD5mxYKV,21,['nuevo folklore argentino'],male
559,Santiago Vázquez,Santiago Vázquez,spotify:artist:6A8O2qoQS9tiuKth4pqnXi,20,['nuevo folklore argentino'],male
560,Fernando Gallimany,Fernando Gallimany,spotify:artist:2zKgkpglmW2x49qCHvi0eJ,0,[],male
561,Ubaldo de Lío,Ubaldo de Lío,spotify:artist:6R9F51jHrS3TNXKwmBxX7a,0,[],male
562,Onda Vaga,Onda Vaga,spotify:artist:3cBb4A9AZeZhcq781P3wCZ,48,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
563,Goy Ogalde,Goy Ogalde,spotify:artist:170R5MHc1kaj5wjpe9r0V4,24,[],NA
564,La Fuerza Suave,La Fuerza Suave,spotify:artist:2uoikK8SZM0veqVYsHo1qI,3,[],NA
565,Goy Karamelo,Goy Karamelo,spotify:artist:6ivDKC9j7KCZ6vYb9syvcC,11,['ska argentino'],NA
566,Justo Lamas,Justo Lamas,spotify:artist:3nApi3p2CRCGg6RBVm2KS2,2,[],male
567,Ratones Paranoicos,Ratones Paranoicos,spotify:artist:5fVtUielMhdztOA34ArB6c,51,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
568,Luciano Napolitano,Luciano Napolitano,spotify:artist:1vZDXx2kfTUHnjHy8XchFU,19,[],male
569,Oscar Mediavilla,Oscar Mediavilla,spotify:artist:4MGAArcxYhHjxrARGASYuF,1,[],male
570,Gady Pampillón,Gady Pampillón,spotify:artist:7rcviU03E3Ure9BMWG4DeB,3,[],male
571,Kashmir Orquesta,Kashmir Orquesta,spotify:artist:655zc6SaolsLw5Fd9WAcbo,5,[],NA
572,Bruno Arias,Bruno Arias,spotify:artist:59OheJsvimLlXWvuL9j7Df,32,"['folclore jujeno', 'folklore argentino', 'folklore nuevo argentino']",male
573,Los Fundamentalistas del Aire Acondicionado,Los Fundamentalistas del Aire Acondicionado,spotify:artist:1SKA2QwV2fwGgoMlx16FXO,57,[],NA
574,Nico Cota,Nico Cota,spotify:artist:3R7H5BnszTX4pYrBXOkmeR,15,[],male
575,Emanero,Emanero,spotify:artist:2BTS8Np1YzPQuXjgdlqsBB,57,"['argentine hip hop', 'rap conciencia', 'rap underground argentino']",male
576,Adrián Abonizio,Adrián Abonizio,spotify:artist:3sAyn0ZXCaDZkIL9A3wVKY,7,[],male
577,Leopoldo Deza,Leopoldo Deza,spotify:artist:2CEbctwisZvRB5OaLVJIVo,2,[],male
578,Facundo Cabral,Facundo Cabral,spotify:artist:1vCCUwNiIwC41lEu7EuBmx,44,"['cantautor', 'nueva cancion', 'trova']",male
579,Ariel Minimal,Ariel Minimal,spotify:artist:6QEXv1g4G63n5WjMhUGIA0,13,[],male
580,Los Músicos del Centro,Los Músicos del Centro,spotify:artist:1NZh8HG0QvTRep7j8eMgw5,7,[],NA
581,Los Nuñez,Los Nuñez,spotify:artist:7FnBSeoCJiZDp4x37Yv5RN,13,['folklore nuevo argentino'],NA
582,Gustavo Giannini,Gustavo Giannini,spotify:artist:5fp9DVDJ2m2SMt7cAv6m33,0,[],male
583,Lalo De Los Santos,Lalo De Los Santos,spotify:artist:0oFtXR8mGkIZUWq7fWDCDb,4,[],male
584,Jorge González,Jorge González,spotify:artist:1yebGfaci7Kf2rCIkyLRAQ,3,[],male
585,Guadalupe Raventos,Guadalupe Raventos,spotify:artist:1KGnsWxPxY8bMrM3c7VZGk,1,[],female
586,Alejandro Picciano,Alejandro Picciano,spotify:artist:1IciQzATaOVaYL79WlexPi,0,[],male
587,Ricardo Soule,Ricardo Soule,spotify:artist:7CZEgK9uHbpW0RdfbWRIQC,12,['rock nacional'],male
588,Andrés Ruiz,Andrés Ruiz,spotify:artist:4LXSWBTtXbZGhJ5aqzUZhB,5,[],male
589,Gonzalo Aloras,Gonzalo Aloras,spotify:artist:68ylNUXfCMZfmd9bBx8Knh,19,['rock nacional'],male
590,Hugo Diz,Hugo Diz,spotify:artist:1TaPzg8J4MHYLIPw9oAEAj,0,[],male
591,Rodolfo Alchourrón,Rodolfo Alchourrón,spotify:artist:5qdByjZTAuYQgpw3gCTaM1,2,[],male
592,Dino Saluzzi,Dino Saluzzi,spotify:artist:0XsuWf5f3kRzml20heorPz,25,"['accordion', 'argentine jazz', 'bandoneon', 'ecm-style jazz', 'folclore salteno', 'tango']",male
593,Mirtha Defilpo,Mirtha Defilpo,spotify:artist:5jN2wYqhUCltMC9RnxavSa,5,[],female
594,Chivo Borraro,Chivo Borraro,spotify:artist:1TuFeddzdF12Gh1UO0LZ89,3,[],male
595,Quintino Cinalli,Quintino Cinalli,spotify:artist:46VejkVhYPLpD9FIhfHt4O,4,[],male
596,Alfredo Lichter,Alfredo Lichter,spotify:artist:2YlIkIkGFS6DQbYT8FYTg1,0,[],male
597,Walter Ríos (bandoneón),Walter Ríos (bandoneón),spotify:artist:69w9OJluaAAZHFgl0zjmbH,0,[],male
598,Tito Reyes,Tito Reyes,spotify:artist:3GW0BlXsUmzMe2dQPo8Yyr,3,[],male
599,Jorge López Ruiz,Jorge López Ruiz,spotify:artist:4YodKr9jquVtUcSmB0gQEf,17,[],male
600,Alejandro Del Prado,Alejandro Del Prado,spotify:artist:3iBsdKMbWLCe0jrWxPfUoZ,8,['rock nacional'],male
601,Marcelo Peralta,Marcelo Peralta,spotify:artist:4JDJ1LVjQA8I76Bx3XSN9Y,8,[],male
602,Vocal Melopea,Vocal Melopea,spotify:artist:1miIHWzGJKjvrA0QL2FCvM,0,[],NA
603,Inés Estévez,Inés Estévez,spotify:artist:4mX2xgo5jq2XKiwFJKWjMf,0,[],female
604,Dúo Salteño,Dúo Salteño,spotify:artist:5SAeZRhgmJhgq196BR1Mna,29,"['folclore salteno', 'folklore argentino']",NA
605,Mario Fiocca,Mario Fiocca,spotify:artist:51Lai9ogCR4bGofJJmg2LR,0,[],male
606,Gustavo Bergalli,Gustavo Bergalli,spotify:artist:3DqfWDH5maQ3VOCfqDE6tS,2,[],male
607,Cuarteto Zupay,Cuarteto Zupay,spotify:artist:05uOsFLijt0mUTxSD7OaLw,24,['folklore argentino'],NA
608,Huinca,Huinca,spotify:artist:4c6hvFl5G5lPhMu0KRayky,4,"['aggro chileno', 'folk metal latinoamericano']",NA
609,"Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi","Cacho Lafalce, Bernardo Baraj, Cacho Arce, Domingo Cura & Chino Rossi",spotify:artist:0EHM6eKxZALAiJP6Flgok0,0,[],male
610,La Perra Que Los Parió,La Perra Que Los Parió,spotify:artist:3sVVMPMbALoko1Iub9ADj7,30,['ska argentino'],NA
611,Los Reyes del Falsete,Los Reyes del Falsete,spotify:artist:3fSY3Q7ElfLbI1cR3RyOXd,20,"['argentine indie', 'deep latin alternative']",NA
612,José Francisco Ingaramo,José Francisco Ingaramo,spotify:artist:0iCX7U9HkEa5mBfCcLxChE,0,[],male
613,Charo Bogarín,Charo Bogarín,spotify:artist:5jfggAaZZ37qreOA6VzvJA,5,[],female
614,Emme,Emme,spotify:artist:5FgVbD73IGd9orGZK888A8,27,['progressive trance'],female
615,Leda Valladares,Leda Valladares,spotify:artist:32frwpljz9gxJhNZRfkZ34,19,['cancion infantil latinoamericana'],female
616,Mariano Lopez,Mariano Lopez,spotify:artist:5defwXHFW3smFGwOHJHalB,46,[],NA
617,Eduardo Bergallo,Eduardo Bergallo,spotify:artist:0iO7GoHspdzqLANoFLZz78,31,[],male
618,Gabriel Sivak,Gabriel Sivak,spotify:artist:0muejclvBRGSfZ5wg2RV2M,2,[],male
619,Fernando Viani,Fernando Viani,spotify:artist:3rGPUve0f6F0dOLpo6KW6C,14,['latin american classical piano'],male
620,Luis Gaeta,Luis Gaeta,spotify:artist:7IEFNbKf534MI8qvKenx5L,1,[],male
621,Gabriel Castagna,Gabriel Castagna,spotify:artist:0lF53kr1siie3JEuHkzLJZ,4,[],male
622,Dora De Marinis,Dora De Marinis,spotify:artist:2du6Lrcmg9PFaocsTa8ou5,4,[],female
623,ALBERTO GINASTERA,ALBERTO GINASTERA,spotify:artist:7s8gk58HmkAOZJklgAvWWg,0,[],male
624,Juan Sebastian Delgado,Juan Sebastian Delgado,spotify:artist:0XHk7PtuOa6O6wTLnM3lwW,0,[],male
625,Ruben Lopez Furst,Ruben Lopez Furst,spotify:artist:2U16v6XmFw7LIeoXwfTIsX,1,['argentine jazz'],male
626,Ignacio López,Ignacio López,spotify:artist:3m0D0iq8opkJzGKbw5j07O,1,[],NA
627,AnToN KuRT,AnToN KuRT,spotify:artist:3AYmaEv6i9ja3nlRK4D5lP,0,[],male
628,Scorpio,Scorpio,spotify:artist:39D2GyTHYcgVTHRsimOQEu,0,[],NA
629,Marcelo Baraj,Marcelo Baraj,spotify:artist:6ysdMcll7TRlUherAOSPZs,0,[],male
630,Juan Bayon,Juan Bayon,spotify:artist:5XVYQv0ALitPD7iqbGLaCm,2,[],male
631,María Volonté,María Volonté,spotify:artist:74nYjmTdbpw3f2fxlwrusM,6,[],female
632,Rubén Goldín,Rubén Goldín,spotify:artist:4LcVOgiAzJlIZJk5gFa4yu,25,['rock nacional'],male
633,Juan Darthes,Juan Darthes,spotify:artist:5hsnsRgj4XU9rwoSeFQ6sC,5,['argentine telepop'],NA
634,Fena Della Maggiora,Fena Della Maggiora,spotify:artist:144QYimrD81FcpLv3WBPno,15,[],male
635,Vandera,Vandera,spotify:artist:7IxhhJ4I8RdyL9CIkdMnA0,8,[],male
636,Rolando Goldman,Rolando Goldman,spotify:artist:7iZgS3tD434vSPAR2QAmcz,5,['charango'],male
637,Ariel Argañaraz,Ariel Argañaraz,spotify:artist:3IOI9xrhwibocZTdQN1lVQ,3,[],male
638,Paula Pomeraniec,Paula Pomeraniec,spotify:artist:6d4xFw6B3fc0B7WOC4i6EP,2,[],female
639,Juan Canosa,Juan Canosa,spotify:artist:2dSFZB48yrIdK7NtkuNql8,2,[],male
640,Esteban Morgado,Esteban Morgado,spotify:artist:1pL3N36WdUgF8sdmLG8OMl,22,"['nuevo tango', 'tango']",male
641,Damian Bolotin,Damian Bolotin,spotify:artist:6K2DK1fVzvbY5oSx3xPajp,10,['nuevo tango'],male
642,Leo Genovese,Leo Genovese,spotify:artist:6oTt7SbO878MuvMRjHmTmk,19,[],male
643,Sofia Rei,Sofia Rei,spotify:artist:6jIvSVTvBMdlsCWqTQJKbJ,9,[],female
644,Daniel Barenboim,Daniel Barenboim,spotify:artist:78sEozQOEJxzXegUuqRSgH,61,"['classical', 'classical performance', 'israeli classical piano', 'orchestral performance']",male
645,Ramón Navarro (h),Ramón Navarro (h),spotify:artist:53QCD75v3Kr8lSLSNORRHO,1,[],male
646,Oscar Alem,Oscar Alem,spotify:artist:6AYyHYnVjO4Qd4j0TFIGTg,11,[],male
647,Hilda Herrera,Hilda Herrera,spotify:artist:0qzpjA8ZRuHJnJJN6OsePI,11,[],NA
648,Ernesto Baffa,Ernesto Baffa,spotify:artist:1Bl1x1lp1MD3FElVMbIaI9,6,['bandoneon'],male
649,Fernando Rabih,Fernando Rabih,spotify:artist:51PGQ1TfMvqoUVeMCRRuc4,1,[],male
650,Federico Mizrahi,Federico Mizrahi,spotify:artist:0RcujGrIDwI6n6f9PfWhFt,7,[],male
651,Marcelo Gomez,Marcelo Gomez,spotify:artist:4m5JMfDN9cWhUlwmRdVqXq,7,[],male
652,Arias Cáceres,Arias Cáceres,spotify:artist:2zPIAsiuapY0hgt7UgEb2q,0,[],male
653,Alambre Gonzalez,Alambre Gonzalez,spotify:artist:3oLANiNTf5qyrciZmnPyYU,15,['blues latinoamericano'],male
654,Susy Shock,Susy Shock,spotify:artist:7cSEm0IEhlSHyPx0rXC6oY,16,[],other
655,Dancing Mood,Dancing Mood,spotify:artist:70XauTb6oEJbXxFoH6wY9F,43,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino', 'ska jazz']",NA
656,Bam Bam Miranda,Bam Bam Miranda,spotify:artist:1CFUZzuQO6nb6pJpoEuNAi,1,[],male
657,Fede Flores,Fede Flores,spotify:artist:6bZVo4d2ZYRD3K2GCBylQh,0,[],male
658,Liliana Zavala,Liliana Zavala,spotify:artist:318joJnkZbXBwp9t8DGqyx,4,['indie cordoba'],female
659,Alfredo Abalos,Alfredo Abalos,spotify:artist:3vsjdss4ZqYIq9u5fD9HPz,29,"['chamame', 'folclore santiagueno', 'folklore argentino', 'folklore cuyano', 'zamba']",male
660,Luis Gurevich,Luis Gurevich,spotify:artist:3JldJgANj6SKm7p06QkTwA,4,[],male
661,Miguel Mateos - Zas,Miguel Mateos - Zas,spotify:artist:3YG18nhGaJkR1F6VpcnSG6,54,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",NA
662,Literal,Literal,spotify:artist:0Ec1MqHP5MENR7rK3DtO3G,37,[],NA
663,Juan Luqui,Juan Luqui,spotify:artist:6lt8CZydFV47oahQc38LL5,7,[],male
664,Anibal Kerpel,Anibal Kerpel,spotify:artist:1tkoCroEpHe2UexqTAd8Wh,29,[],male
665,Barbarita Palacios,Barbarita Palacios,spotify:artist:1gq0ImfjG4vhi885kD3gB8,10,['folklore argentino'],female
666,Paulina Fain,Paulina Fain,spotify:artist:58Ts8sUwRBLaxKV3fJHrIc,1,[],female
667,Ariel Ardit,Ariel Ardit,spotify:artist:62WLKvGxUiIjMITbNetyR6,25,"['tango', 'vintage tango']",male
668,Víctor Lavallén,Víctor Lavallén,spotify:artist:0VXsP4n9Psxs7o4O5MW49j,6,[],male
669,Juan Pablo Di Leone,Juan Pablo Di Leone,spotify:artist:6oDkfDNI4obD3rvv8WRpU9,14,[],male
670,Loli Molina,Loli Molina,spotify:artist:4mStQ3gsuRt6YDkloBov32,41,['argentine indie'],female
671,Santiago Segret,Santiago Segret,spotify:artist:2IyVU9Yy24qYEotlhyfgUx,26,[],male
672,Armando Alonso,Armando Alonso,spotify:artist:63V3FL6VN6LeTK3js2dSp1,7,[],male
673,Facundo Ramirez,Facundo Ramirez,spotify:artist:6cguYHPhvpHSVXV45RbiNZ,6,[],male
674,Martha Argerich,Martha Argerich,spotify:artist:66MvLAvLznk5UOvASVGjk4,53,"['classical performance', 'classical piano', 'latin american classical piano']",female
675,Andrés Goldstein,Andrés Goldstein,spotify:artist:0XGifvCubDQY0xQQlKjpkw,3,[],male
676,Orquesta Sinfónica Nacional de la República Argentina,Orquesta Sinfónica Nacional de la República Argentina,spotify:artist:1AzNvdUP2oFAEXuNwSXtnd,2,[],NA
677,Osvaldo Acedo,Osvaldo Acedo,spotify:artist:0SslGuOfVYtEI5eHtJeRyk,0,[],male
678,Francisco de Caro,Francisco de Caro,spotify:artist:4WNOjVbHZTXAEiHCECBb8k,0,[],male
679,Sebastian Llapur,Sebastian Llapur,spotify:artist:1TELtuCpDL3sbZnxXQApD0,34,[],male
680,Maxi Pardo,Maxi Pardo,spotify:artist:6APnEf5cyECCCClxfH7ESE,8,[],male
681,Yamila Cafrune,Yamila Cafrune,spotify:artist:21tGjsSQbt1AoCzi6OwHoV,22,['folklore argentino'],female
682,Capri,Capri,spotify:artist:0ncK4aJkxd0iHvEbcpbEzk,15,[],male
683,Leandro Fresco,Leandro Fresco,spotify:artist:0gJgTQEVl62dN80lQbOBK5,19,"['argentine ambient', 'pop ambient']",male
684,Gustavo Lamas,Gustavo Lamas,spotify:artist:2il1USD5GwzBWuQmzwYQxt,6,"['ambient techno', 'argentine ambient', 'pop ambient']",male
685,Emisor,Emisor,spotify:artist:0fAu9hukoNSpIUXXfhKOuE,6,[],male
686,Christian Powditch,Christian Powditch,spotify:artist:1U3rp433q1YrSoSEEtATR3,7,[],male
687,Daniel Montenegro,Daniel Montenegro,spotify:artist:6gA1k3JrCTseKH6q4cmhFQ,5,[],male
688,Daniel Melero,Daniel Melero,spotify:artist:5ohM2ZA35IpUZNIAiK4RoY,41,"['argentine indie', 'argentine rock', 'rock nacional']",male
689,Félix Luna,Félix Luna,spotify:artist:6aV7Q0EnQo7ssGbs6rlY6T,2,[],male
690,Lolita Torres,Lolita Torres,spotify:artist:0fhBxe30C0J8XkxJyTFGsY,9,[],female
691,Damián Sanchez,Damián Sanchez,spotify:artist:2k8Lkl84JJBSV8wfNiifEq,13,[],male
692,Rubén Dubrovsky,Rubén Dubrovsky,spotify:artist:6B7trGq3EXDP4QZyqfeSoE,4,[],male
693,Grupo Vocal Argentino,Grupo Vocal Argentino,spotify:artist:5cXfFsNEAbnAyDBb84sZ9J,7,[],NA
694,Alfredo Remus,Alfredo Remus,spotify:artist:61rgv0cssjbKKpkESSnup3,2,['argentine jazz'],male
695,Manuel Fraga,Manuel Fraga,spotify:artist:1AR4weKRSJg1NswV2HUjm8,5,['argentine jazz'],male
696,Pablo Motta,Pablo Motta,spotify:artist:0N4l2NjzDYy8061amZ1dv6,8,[],male
697,Paula Almerares,Paula Almerares,spotify:artist:6fjWFtyOvhk4CnI2icoLSX,0,[],female
698,Víctor Torres,Víctor Torres,spotify:artist:5l59cyohKeqVm2EhQC4wGX,4,[],male
699,Rodrigo Montero,Rodrigo Montero,spotify:artist:5ooUw1zjSo6JPi8HBOoJ00,0,[],male
700,Gerardo López,Gerardo López,spotify:artist:4gRi5DgoE3Y2COdANmCNPq,13,[],male
701,Fernando Xamena,Fernando Xamena,spotify:artist:3c6lM6Yd69PsWqzN6GwjFU,3,[],male
702,Leopoldo Federico Cuarteto,Leopoldo Federico Cuarteto,spotify:artist:2WHPCP9uQuHIuOdM0FgoS0,1,[],male
703,Jorge Calandrelli,Jorge Calandrelli,spotify:artist:3cjxn6Z8XrhJuuEcxxQHmm,8,[],male
704,Sexteto Mayor,Sexteto Mayor,spotify:artist:6Wvfeq2vPFsjNGxFmcz1nq,24,"['bandoneon', 'tango', 'vintage tango']",NA
705,Jorge Falcón,Jorge Falcón,spotify:artist:4A8BXQviabJAmX51XaXcLN,31,['vintage tango'],male
706,Magdalena Fleitas,Magdalena Fleitas,spotify:artist:7vUHOeU5ADsenylCCvlaQV,46,"['cancion infantil latinoamericana', 'musica para ninos']",female
707,Cristóbal Repetto,Cristóbal Repetto,spotify:artist:6zKR0k2DsuT25NEav424Pa,2,[],male
708,Uji,Uji,spotify:artist:3BQDgh6CjxVXMhy00YEx3G,33,['latintronica'],male
709,Come & C,Come & C,spotify:artist:21spCy1ye5CTUhJofVHu0s,12,[],NA
710,El Polaco,El Polaco,spotify:artist:3ucYybVr1mTuB04HtoBDCc,54,"['cumbia pop', 'cumbia villera']",male
711,Klan,Klan,spotify:artist:7flslx3D22tWYKvoChQX8o,28,"['argentine hip hop', 'bases de freestyle', 'trap argentino']",NA
712,Ramiro Jota,Ramiro Jota,spotify:artist:643hBnrVfRzLm6Kz9YYfga,32,[],male
713,Santiago Córdoba,Santiago Córdoba,spotify:artist:3gM7EGFBBygflICkOPdl0k,6,['argentine ambient'],male
714,Marina Fages,Marina Fages,spotify:artist:1jBRvUY23iEpMeGCKZ2RO3,24,"['argentine indie', 'cantautora argentina', 'electronica argentina']",female
715,Carca,Carca,spotify:artist:2IepsVr1DGAWIy15lh6sxC,23,"['argentine indie', 'argentine rock', 'rock nacional']",male
716,Claudio Gabis,Claudio Gabis,spotify:artist:1XSVGwcOBIdSrcGp4gRSgL,14,"['blues latinoamericano', 'rock nacional']",male
717,Ariel Rot,Ariel Rot,spotify:artist:5kXK8waG1JeBQ8b5leWNSu,36,"['cantautor', 'spanish new wave']",male
718,Pappo,Pappo,spotify:artist:1db5TWniHR7iqwXer7AiQ2,50,"['argentine heavy metal', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']",male
719,Alfredo Toth,Alfredo Toth,spotify:artist:6jY5tvGdUYfG9E1GXlnTGp,4,[],male
720,El Kuelgue,El Kuelgue,spotify:artist:6jRUKVZllu1wtgXHbqvUmT,54,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",NA
721,Connie Isla,Connie Isla,spotify:artist:3rRWzsERkCNBl27Nih029a,39,"['argentine telepop', 'cantautora argentina']",female
722,Manuel Moretti,Manuel Moretti,spotify:artist:2OHC8FLow0MAt62MoMRzZk,27,[],male
723,Chocolate Fogo,Chocolate Fogo,spotify:artist:0MMbInVw5PpAi2TAvbDtLP,8,[],NA
724,Lucia Galan,Lucia Galan,spotify:artist:5WX8pBPYya8duzqxGktzIh,25,[],female
725,Violeta Rivas,Violeta Rivas,spotify:artist:37wvb2slf0x1R2W9xIUsWw,24,['pop romantico'],female
726,Libertad Lamarque,Libertad Lamarque,spotify:artist:4obTALkglm8PARkVVik9KZ,27,"['tango', 'tango cancion']",female
727,King Clave,King Clave,spotify:artist:71FVpPyLHxYTn3CfUOJq7f,45,"['mexican rock-and-roll', 'pop romantico']",male
728,El Simbolo,El Simbolo,spotify:artist:276SjaOhqPfWqk3eDTDrz3,47,['tropical'],NA
729,Fernando Samalea,Fernando Samalea,spotify:artist:4ttOol0gPD8eTWKuAYK0PP,7,['nuevo tango'],male
730,Estela Raval,Estela Raval,spotify:artist:5iBkOOIEEgRYqoPEtl3TWM,28,['folklore argentino'],female
731,Ligia Piro,Ligia Piro,spotify:artist:2qE3UfT4wnrBpmJ2lbtB9q,26,['argentine jazz'],female
732,María Martha Serra Lima,María Martha Serra Lima,spotify:artist:03vv0WEv8o8eeVgeXBVHdP,39,"['cancion melodica', 'pop romantico']",female
733,Maria Volonte,Maria Volonte,spotify:artist:5C1ZBqt6NoORyfsT05X9EJ,8,['guitarra argentina'],female
734,Chico Novarro,Chico Novarro,spotify:artist:53EZ5ABP35N5oPGYTvjwU7,29,[],male
735,Cacho Tirao,Cacho Tirao,spotify:artist:78tiXC9u3a6PyQHB94GBnV,25,"['guitarra argentina', 'tango']",male
736,Los Guarros,Los Guarros,spotify:artist:6QcCAqoq8aSa6fi5uAYled,14,['rock nacional'],NA
737,La Barra,La Barra,spotify:artist:0QIeOzcA4xi1RMwXWPdl14,50,['cuarteto'],NA
738,Magui Olave,Magui Olave,spotify:artist:1kfrmHoRbXekpUf2iM6zBE,42,[],NA
739,Brian Lanzelotta,Brian Lanzelotta,spotify:artist:6SV6TCY7KVVWmAhnX5WnS3,33,['cumbia pop'],NA
740,Agos Nisi,Agos Nisi,spotify:artist:2PaIU0s55Sglwuq0zMLRFM,0,[],female
741,Maria José Demare,Maria José Demare,spotify:artist:52bh3UorKsTwG9Rl8iDiJ8,4,[],female
742,Juan Ramon,Juan Ramon,spotify:artist:6Ff5ifsGeDGD8nwShPI0Gw,13,[],male
