,Source,Target,Label,Fecha
1815,Pedro Aznar,Facundo Guevara,Beso Partido,2005-01-01
1816,Pedro Aznar,Facundo Guevara,Chiquillo,2005-01-01
1817,Pedro Aznar,Facundo Guevara,Milagro de los Peces,2005-01-01
1818,Pedro Aznar,Facundo Guevara,"Fe Ciega, Faca Afilada",2005-01-01
1819,Pedro Aznar,Facundo Guevara,Alcira y la Torre - Bis,2005-01-01
1820,Pedro Aznar,Marcelo Corvalan,Insomnio,2005-01-01
1821,Pedro Aznar,Mercedes Sosa,Caja de Música,2005-01-01
1822,Pedro Aznar,Mercedes Sosa,Romance de la Luna Tucumana (feat. Mercedes Sosa),2003-01-01
1823,Pedro Aznar,Mercedes Sosa,María Lando (feat. Mercedes Sosa & Lucho Gonzalez),1998
1824,Pedro Aznar,Mercedes Sosa,Deja la Vida Volar (with Pedro Aznar),2021-05-25
1825,Pedro Aznar,Lito Epumer,J.C. (feat. Lito Epumer),2003-01-01
1826,Pedro Aznar,Suna Rocha,La Pomeña (feat. Suna Rocha & Lito Vitale),1998
1827,Pedro Aznar,Suna Rocha,La alegria de los ninos,2012-03-01
1828,Pedro Aznar,Suna Rocha,El hombre y el agua,2012-03-01
1829,Pedro Aznar,Suna Rocha,Abuelas del campo mio,2012-03-01
1830,Pedro Aznar,Suna Rocha,Si no te olvido,2012-03-01
1831,Pedro Aznar,Suna Rocha,Vidala de la negra mia,2012-03-01
1832,Pedro Aznar,Suna Rocha,Vidalita de ayer,2012-03-01
1833,Pedro Aznar,Suna Rocha,Me voy quedando,2012-03-01
1834,Pedro Aznar,Suna Rocha,Las manitas,2012-03-01
1835,Pedro Aznar,Suna Rocha,Memento,2012-03-01
1836,Pedro Aznar,Charly García,Mundo en Llamas (feat. Charly Garcia & Oscar Moro),1998
1837,Pedro Aznar,Charly García,Mientes,1991-04-29
1838,Pedro Aznar,Charly García,Vampiro,1991-04-29
1839,Pedro Aznar,Charly García,Mala Señal,1991-04-29
1840,Pedro Aznar,Charly García,30 Denarios,1991-04-29
1841,Pedro Aznar,Charly García,Solo Dios Sabe,1991-04-29
1842,Pedro Aznar,Charly García,Cucamonga Dance,1991-04-29
1843,Pedro Aznar,Charly García,Diana,1991-04-29
1844,Pedro Aznar,Charly García,Happy and Real,1991-04-29
1845,Pedro Aznar,Charly García,Vampiro (Instrumental),1991-04-29
1846,Pedro Aznar,Charly García,Diana (Instrumental),1991-04-29
1847,Pedro Aznar,Charly García,Solo Dios Sabe (Instrumental),1991-04-29
1848,Pedro Aznar,Charly García,Ángeles y Predicadores,1986-05-07
1849,Pedro Aznar,Charly García,Culpable Eternamente,1986-05-07
1850,Pedro Aznar,Charly García,Pasajera en Trance,1986-05-07
1851,Pedro Aznar,Charly García,Gramercy Park Hotel,1986-05-07
1852,Pedro Aznar,Charly García,Hablando a Tu Corazón,1986-05-07
1853,Pedro Aznar,Charly García,La Gente Es la Misma,1986-05-07
1854,Pedro Aznar,Oscar Moro,Mundo en Llamas (feat. Charly Garcia & Oscar Moro),1998
1855,Pedro Aznar,Lucho Gonzalez,María Lando (feat. Mercedes Sosa & Lucho Gonzalez),1998
1856,Pedro Aznar,Néstor Marconi,Como Dos Extraños (feat. Nestor Marconi),1998
1857,Pedro Aznar,Balbina Ramos,Que He Sacado Con Quererte (feat. Balbina Ramos),1998
1858,Pedro Aznar,Piñon Fijo,"Vos Vieras, Vieras Tú",2014-07-17
1859,Pedro Aznar,Piñon Fijo,Agüita,2016-08-26
1860,Pedro Aznar,David Lebón,Hombre de Mala Sangre (feat. Pedro Aznar),2019-05-10
1861,Pedro Aznar,Miguel Zavaleta,Y Tu Sombra en la Pared,2019-12-03
1862,Pedro Aznar,Miguel Zavaleta,Volver a Nacer,2019-12-03
1863,Pedro Aznar,Miguel Zavaleta,Paseo Nocturno,2019-12-03
1864,Pedro Aznar,Miguel Zavaleta,Quise Alejarme de Vos,2019-12-03
1865,Pedro Aznar,Miguel Zavaleta,En un Tiroteo Con Su Sombra,2019-12-03
1866,Pedro Aznar,Miguel Zavaleta,Inside Out,2019-12-03
1867,Pedro Aznar,Miguel Zavaleta,Con Tu Luz,2019-12-03
1868,David Lebón,Skay Beilinson,Ese Tren (feat. Skay Beilinson),2022-09-16
1869,David Lebón,Conociendo Rusia,Tiempo Sin Sueños (feat. Conociendo Rusia),2022-09-16
1870,David Lebón,Nayla Lebón,Tema de Nayla (feat. Hugo Fattoruso & Nayla Lebón),2022-09-16
1871,David Lebón,Fabiana Cantilo,En la Vereda del Sol,2022-09-16
1872,David Lebón,Diego Torres,Seminare (feat. Diego Torres),2022-09-16
1873,David Lebón,Kevin Johansen,Cuánto Tiempo Más Llevará (feat. Kevin Johansen & Rosario Ortega),2022-09-16
1874,David Lebón,Kevin Johansen,Todo Esto (feat. David Lebón),2020-12-21
1875,David Lebón,Rosario Ortega,Cuánto Tiempo Más Llevará (feat. Kevin Johansen & Rosario Ortega),2022-09-16
1876,David Lebón,Charly García,Nos Veremos Otra Vez (feat. Charly García),2022-09-16
1877,David Lebón,Charly García,Contigo Qué Pasa,1984
1878,David Lebón,Charly García,Rock de la Cárcel,1984
1879,David Lebón,Coti,Dejá de Jugar (feat. Coti),2019-05-10
1880,David Lebón,Emmanuel Horvilleur,Hola Dulce Viento (feat. Emmanuel Horvilleur),2019-05-10
1881,David Lebón,Lisandro Aristimuño,Casas de Arañas (feat. Lisandro Aristimuño),2019-05-10
1882,David Lebón,Andrés Calamaro,Parado en el Medio de la Vida (feat. Andrés Calamaro),2019-05-10
1883,David Lebón,Eruca Sativa,Dos Edificios Dorados (feat. Eruca Sativa),2019-05-10
1884,David Lebón,Polifemo,Suéltate Rock and Roll (feat. Polifemo),2019-05-10
1885,David Lebón,Fito Paez,El Tiempo Es Veloz (feat. Fito Paez),2019-05-10
1886,David Lebón,Marcela Morelo,Volver a Cuba (with Marcela Morelo),2016-11-25
1887,David Lebón,Marcela Morelo,Tu Amor es de Dios (feat. David Lebón),2012-08-22
1888,David Lebón,Celeste Carballo,Hacelo Hoy Conmigo,1984
1889,David Lebón,David Lebón Jr,Blanca Navidad,1983
1890,David Lebón,Juan Carlos Baglietto,Un Loco en la Calesita - Desde Casa,2020-09-04
1891,David Lebón,Valeria Lynch,Mundo Agradable (with David Lebón),2017-11-17
1892,David Lebón,Julia Zenko,Necesito Tu Amor (with David Lebón),2009-10-30
1893,David Lebón,Los Tipitos,Esa Forma de Viajar,2007-05-01
1894,David Lebón,Javier Calamaro,El Resto de Mis Días,2010-12-28
1895,David Lebón,Ricardo Soule,Presente (El Momento en Que Estás) - 50º Aniversario,2020-09-25
1896,Juan Carlos Baglietto,Silvina Garre,Era en abril - Vivo en el Teatro Opera,2020-10-09
1897,Juan Carlos Baglietto,Silvina Garre,Me asomo - Vivo en el Teatro Opera,2020-10-09
1898,Juan Carlos Baglietto,Silvina Garre,Canción del pinar - Vivo en el Teatro Opera,2020-10-09
1899,Juan Carlos Baglietto,Silvina Garre,Quien quiera oír que oiga - Vivo en el Teatro Opera,2020-10-09
1900,Juan Carlos Baglietto,Silvina Garre,En blanco y negro - Vivo en el Teatro Opera,2020-10-09
1901,Juan Carlos Baglietto,Silvina Garre,Señalada por el índice del sol - Vivo en el Teatro Opera,2020-10-09
1902,Juan Carlos Baglietto,Silvina Garre,Los buenos tiempos - Vivo en el Teatro Opera,2020-10-09
1903,Juan Carlos Baglietto,Silvina Garre,Cuando estoy triste - Vivo en el Teatro Opera,2020-10-09
1904,Juan Carlos Baglietto,Silvina Garre,Que son esas palabras - Vivo en el teatro Opera,2020-10-09
1905,Juan Carlos Baglietto,Silvina Garre,Otra vuelta mas - Vivo en el Teatro Opera,2020-10-09
1906,Juan Carlos Baglietto,Silvina Garre,Debajo del puente - Vivo en el Teatro Opera,2020-10-09
1907,Juan Carlos Baglietto,Silvina Garre,Casi una zamba - Vivo en el Teatro Opera,2020-10-09
1908,Juan Carlos Baglietto,Silvina Garre,Historias de mate cosido - Vivo en el Teatro Opera,2020-10-09
1909,Juan Carlos Baglietto,Silvina Garre,Solo se trata de vivir - Vivo en el Teatro Opera,2020-10-09
1910,Juan Carlos Baglietto,Silvina Garre,Se fuerza la maquina - Vivo en el Teatro Opera,2020-10-09
1911,Juan Carlos Baglietto,Silvina Garre,Tratando de crecer - Vivo en el Teatro Opera,2020-10-09
1912,Juan Carlos Baglietto,Silvina Garre,El témpano - Vivo en el Teatro Opera,2020-10-09
1913,Juan Carlos Baglietto,Silvina Garre,La vida es una moneda - Vivo en el Teatro Opera,2020-10-09
1914,Juan Carlos Baglietto,Silvina Garre,"Cantar, cantar - Vivo en el Teatro Opera",2020-10-09
1915,Marcela Morelo,Mercedes Sosa,Jamás Te Olvidaré (with Marcela Morelo),2017-10-13
1916,Marcela Morelo,Los Nocheros,Jamas Te Olvidaré (with Los Nocheros),2005
1917,Marcela Morelo,Diego Torres,Chau - Me Puedo Equivocar -,2022-10-18
1918,Los Alonsitos,Los Nocheros,Para Villanueva,2015-12-04
1919,Los Alonsitos,Los Nocheros,Un Abrazo a Corrientes,2015-12-04
1920,Los Alonsitos,Los Nocheros,Niña del Ñangapirí,2015-12-04
1921,Los Alonsitos,Los Nocheros,Posadeña Linda,2015-12-04
1922,Los Alonsitos,Los Nocheros,Mírame,2015-12-04
1923,Los Alonsitos,Los Nocheros,Bañado Norte,2015-12-04
1924,Los Alonsitos,Los Nocheros,Km. 11,2015-12-04
1925,Los Alonsitos,Los Nocheros,Te Recuerdo,2012
1926,Los Alonsitos,Soledad Pastorutti,Todo el Mundo A Cantar,2012
1927,Los Alonsitos,Los Tekis,Vienes y Vas,2012
1928,Los Alonsitos,Jorge Rojas,Mi Religión,2012
1929,Los Alonsitos,Chaqueño Palavecino,Soy Chaqueño Señores,2012
1930,Los Alonsitos,Facundo Saravia,Canción Para Mi Padre,2012
1931,Jorge Fandermole,Lucho Gonzalez,Ni Ocho Cuartos,1988-08-08
1932,Jorge Fandermole,Lucho Gonzalez,Huayno del Diablo,1988-08-08
1933,Jorge Fandermole,Lucho Gonzalez,Tardes de Agosto,1988-08-08
1934,Jorge Fandermole,Lucho Gonzalez,Coplas para la Tejedora,1988-08-08
1935,Jorge Fandermole,Lucho Gonzalez,Vidala de las Estrellas,1988-08-08
1936,Jorge Fandermole,Lucho Gonzalez,La Demolidita,1988-08-08
1937,Jorge Fandermole,Lucho Gonzalez,Un Gatito P'al Pin,1988-08-08
1938,Jorge Fandermole,Lucho Gonzalez,Para Anita,1988-08-08
1939,Jorge Fandermole,Litto Nebbia,Coplas para la Tejedora,1988-08-08
1940,Jorge Fandermole,Carlos Aguirre,El diminuto Juan,2012
1941,Jorge Fandermole,Barbara Kusa,Oración del remanso (Arr. by Eduardo Egüez),2022-03-18
1942,Mercedes Sosa,Gustavo Cerati,Zona de Promesas (with Gustavo Cerati),2021-05-25
1943,Mercedes Sosa,Diego Torres,Zamba para Olvidarte (with Diego Torres),2021-05-25
1944,Mercedes Sosa,Luis Alberto Spinetta,Barro Tal Vez (with Luis Alberto Spinetta),2021-05-25
1945,Mercedes Sosa,Charly García,Desarma y Sangra (with Charly García),2021-05-25
1946,Mercedes Sosa,Fito Paez,Zamba del Cielo (with Fito Paez & Liliana Herrero),2021-05-25
1947,Mercedes Sosa,Astor Piazzolla Y Su Conjunto 9,Divertimento 9,2021-03-11
1948,Mercedes Sosa,Astor Piazzolla,La Casita de Mis Viejos - Versión I,2021-03-11
1949,Mercedes Sosa,Astor Piazzolla,Juanito Laguna Ayuda a Su Mamá,2021-03-11
1950,Mercedes Sosa,Astor Piazzolla,Flores Negras,2021-03-11
1951,Mercedes Sosa,Astor Piazzolla,La Casita de Mis Viejos - Versión II,2021-03-11
1952,Mercedes Sosa,Astor Piazzolla,La Pulpera de Santa Lucia,2021-03-11
1953,Mercedes Sosa,Astor Piazzolla,La Última Curda,2021-03-11
1954,Mercedes Sosa,Ariel Ramírez,Cuando Te Fuiste,2010-01-01
1955,Mercedes Sosa,Ariel Ramírez,Zamba Del Regreso,2010-01-01
1956,Mercedes Sosa,Ariel Ramírez,Amargura,2010-01-01
1957,Mercedes Sosa,Ariel Ramírez,Pobre Mi Negra,2010-01-01
1958,Mercedes Sosa,Ariel Ramírez,Criollita Santiagueña,2010-01-01
1959,Mercedes Sosa,Ariel Ramírez,Quien Te Amaba Ya Se Va,2010-01-01
1960,Mercedes Sosa,Ariel Ramírez,Tríptico Mocoví - Popurrí,2010-01-01
1961,Mercedes Sosa,Ariel Ramírez,Kyrie (Vidala-Baguala),2010-01-01
1962,Mercedes Sosa,Ariel Ramírez,Gloria (Carnavalito Yaraví),2010-01-01
1963,Mercedes Sosa,Ariel Ramírez,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Credo (Chacarera Trunca),2010-01-01
1964,Mercedes Sosa,Ariel Ramírez,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Sanctus (Carnaval Cochabambino),2010-01-01
1965,Mercedes Sosa,Ariel Ramírez,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Agnus Dei (Estilo Pampeano),2010-01-01
1966,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
1967,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 2. La Peregrinación (huella pampeana),2010-01-01
1968,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
1969,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
1970,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
1971,Mercedes Sosa,Ariel Ramírez,Navidad Nuestra: 6. La Huida (vidala tucumana),2010-01-01
1972,Mercedes Sosa,Ariel Ramírez,Canta Tu Canción,2010-01-01
1973,Mercedes Sosa,Ariel Ramírez,Antiguos Dueños De Las Flechas,2010-01-01
1974,Mercedes Sosa,Ariel Ramírez,Pampa Del Sur,2010-01-01
1975,Mercedes Sosa,Ariel Ramírez,"Acercate, Cholito",2010-01-01
1976,Mercedes Sosa,Ariel Ramírez,Oración Al Sol,2010-01-01
1977,Mercedes Sosa,Ariel Ramírez,Sudamericano En Nueva York,2010-01-01
1978,Mercedes Sosa,Ariel Ramírez,Alcen La Bandera,2010-01-01
1979,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
1980,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 2. La Peregrinación (huella pampeana),2010-01-01
1981,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
1982,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
1983,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
1984,Mercedes Sosa,Chango Farias Gomez,Navidad Nuestra: 6. La Huida (vidala tucumana),2010-01-01
1985,Mercedes Sosa,Chango Farias Gomez,El olvidau - Chacarera del olvidao,2005-01-01
1986,Mercedes Sosa,Chango Farias Gomez,Cantor del obraje - Canción del obraja,2005-01-01
1987,Mercedes Sosa,Chango Farias Gomez,Solo pa' bailarla - La simple,2005-01-01
1988,Mercedes Sosa,Chango Farias Gomez,Como flor del campo,2005-01-01
1989,Mercedes Sosa,Chango Farias Gomez,Sufrida tierra mía,2005-01-01
1990,Mercedes Sosa,Chango Farias Gomez,Todo Cambia,2005-01-01
1991,Mercedes Sosa,Chango Farias Gomez,Sácame Chacaera,2005-01-01
1992,Mercedes Sosa,Jaime Torres,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
1993,Mercedes Sosa,Jaime Torres,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
1994,Mercedes Sosa,Jaime Torres,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
1995,Mercedes Sosa,Jaime Torres,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
1996,Mercedes Sosa,Ruben Lobo,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
1997,Mercedes Sosa,Ruben Lobo,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
1998,Mercedes Sosa,Ruben Lobo,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
1999,Mercedes Sosa,Ruben Lobo,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
2000,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
2001,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 2. La Peregrinación (huella pampeana),2010-01-01
2002,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
2003,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
2004,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
2005,Mercedes Sosa,Oscar Giunta,Navidad Nuestra: 6. La Huida (vidala tucumana),2010-01-01
2006,Mercedes Sosa,Popi Spatocco,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
2007,Mercedes Sosa,Popi Spatocco,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
2008,Mercedes Sosa,Popi Spatocco,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
2009,Mercedes Sosa,Popi Spatocco,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
2010,Mercedes Sosa,Chango Spasiuk,Navidad Nuestra: 1. La Anunciación (chamamé),2010-01-01
2011,Mercedes Sosa,Chango Spasiuk,Navidad Nuestra: 3. El Nacimiento (vidala catamarqueña),2010-01-01
2012,Mercedes Sosa,Chango Spasiuk,Navidad Nuestra: 4. Los Pastores (chaya riojana),2010-01-01
2013,Mercedes Sosa,Chango Spasiuk,Navidad Nuestra: 5. Los Reyes Magos (takirari),2010-01-01
2014,Mercedes Sosa,Marcelo Chiodi,Navidad Nuestra: 2. La Peregrinación (huella pampeana),2010-01-01
2015,Mercedes Sosa,Marcelo Chiodi,Navidad Nuestra: 6. La Huida (vidala tucumana),2010-01-01
2016,Mercedes Sosa,Carlos López Puccio,Navidad Nuestra: 2. La Peregrinación (huella pampeana),2010-01-01
2017,Mercedes Sosa,Carlos Franzetti,Mon Amour,2010-01-01
2018,Mercedes Sosa,Carlos Franzetti,Por Un Solo Gesto De Amor,2010-01-01
2019,Mercedes Sosa,Lucho Gonzalez,El Puente De Los Suspiros,2010-01-01
2020,Mercedes Sosa,Lucho Gonzalez,Por Un Solo Gesto De Amor,2010-01-01
2021,Mercedes Sosa,Guillermo Vadala,Por Un Solo Gesto De Amor,2010-01-01
2022,Mercedes Sosa,Guillermo Vadala,De Alguna Manera,2010-01-01
2023,Mercedes Sosa,Domingo Cura,Serenatero De Bombos,2010-01-01
2024,Mercedes Sosa,Los Fronterizos,Alcen La Bandera,2010-01-01
2025,Mercedes Sosa,Gustavo Santaolalla,Celador De Sueños (with Gustavo Santaolalla & Orozco - Barrientos),2009-06-29
2026,Mercedes Sosa,Dúo Nuevo Cuyo,Zamba De Los Adioses (with Dúo Nuevo Cuyo),2009-06-29
2027,Mercedes Sosa,Maria Graña,Nada (with Maria Graña),2009-06-29
2028,Mercedes Sosa,Maria Graña,Naranjo en Flor (feat. Mercedes Sosa),1996-01-01
2029,Mercedes Sosa,Juan Quintero,Romance De La Luna Tucumana (with Juan Quintero & Luna Monti),2009-06-29
2030,Mercedes Sosa,Luna Monti,Romance De La Luna Tucumana (with Juan Quintero & Luna Monti),2009-06-29
2031,Mercedes Sosa,Nacha Roldán,Pájaro De Rodillas (with Nacha Roldán),2009-06-29
2032,Mercedes Sosa,Gustavo Cordera,El Ángel de la Bicicleta (with Gustavo Cordera),2009
2033,Mercedes Sosa,La Chilinga,La Luna Llena (with Rubén Rada & La Chilinga),2009
2034,Mercedes Sosa,Alberto Rojo,Canción de las Cantinas (with Alberto Rojo),2009
2035,Mercedes Sosa,Alberto Rojo,Chacarera del fuego,2005-01-01
2036,Mercedes Sosa,Alberto Rojo,Ni si ni no,2012-01-01
2037,Mercedes Sosa,Coqui Sosa,Donde Termina el Asfalto (with Coqui Sosa),2009
2038,Mercedes Sosa,Coqui Sosa,Pais,2005-01-01
2039,Mercedes Sosa,Coqui Sosa,País,2004-10-22
2040,Mercedes Sosa,Luis Salinas,Insensatez (with Luis Salinas),2009
2041,Mercedes Sosa,Luis Salinas,El olvidau - Chacarera del olvidao,2005-01-01
2042,Mercedes Sosa,Luciano Pereyra,Y Así y Así (with Luciano Pereyra),2009
2043,Mercedes Sosa,Jorge Giuliano,Los ninos de nuestro olvido,2005-01-01
2044,Mercedes Sosa,Jorge Giuliano,El olvidau - Chacarera del olvidao,2005-01-01
2045,Mercedes Sosa,Jorge Giuliano,Solo pa' bailarla - La simple,2005-01-01
2046,Mercedes Sosa,Jorge Giuliano,Pais,2005-01-01
2047,Mercedes Sosa,Jorge Giuliano,Como flor del campo,2005-01-01
2048,Mercedes Sosa,Jorge Giuliano,Sufrida tierra mía,2005-01-01
2049,Mercedes Sosa,Jorge Giuliano,La canción es urgente,2005-01-01
2050,Mercedes Sosa,Jorge Giuliano,Todo Cambia,2005-01-01
2051,Mercedes Sosa,Jorge Giuliano,Lapachos en primavera - Primavera en los lapachos,2005-01-01
2052,Mercedes Sosa,Jorge Giuliano,Corazón libre,2005-01-01
2053,Mercedes Sosa,Jorge Giuliano,Y la milonga lo sabe,2005-01-01
2054,Mercedes Sosa,Javier Casalla,Los ninos de nuestro olvido,2005-01-01
2055,Mercedes Sosa,Javier Casalla,Solo pa' bailarla - La simple,2005-01-01
2056,Mercedes Sosa,Javier Casalla,Sufrida tierra mía,2005-01-01
2057,Mercedes Sosa,Facundo Guevara,Solo pa' bailarla - La simple,2005-01-01
2058,Mercedes Sosa,Facundo Guevara,Pais,2005-01-01
2059,Mercedes Sosa,Facundo Guevara,La canción es urgente,2005-01-01
2060,Mercedes Sosa,Facundo Guevara,Corazón libre,2005-01-01
2061,Mercedes Sosa,Veronica Condomi,Desandando,1998-01-01
2062,Mercedes Sosa,Julia Zenko,O que sera (with Mercedes Sosa),2009-10-30
2063,Mercedes Sosa,Horacio Guarany,Los Hombres del Río,2009-10-09
2064,Mercedes Sosa,Horacio Guarany,El Río y Tu,2009-10-09
2065,Baltasar Comotto,Sof Tot,Temblando (feat. Sof Tot),2022-03-11
2066,ARTIX!,Muray,INMORTAL,2021-01-08
2067,ARTIX!,Said,GOLDIN (VIP),2020-04-06
2068,Poncho,Santiago Motorizado,Rayo Eléctrico - Gonza Nehuén Remix,2022-07-22
2069,Poncho,Emmanuel Horvilleur,Muchos Días,2021-09-17
2070,Poncho,Ciro y los Persas,Juira! Remix,2017-10-31
2071,MAX,B-Sides,Indestructible (feat. MAX) - B-Sides Remix,2018-01-26
2072,Odino Faccia,Natalie Perez,Y por Si Acaso,2021-06-29
2073,Odino Faccia,Agapornis,Cantemos Juntos (feat. Agapornis),2017-07-14
2074,Odino Faccia,Los Nocheros,Silencio del Alma (feat. Los Nocheros),2017-06-30
2075,XXL Irione,Kris Alaniz,Un Tatuaje - Remix,2020-05-30
2076,XXL Irione,Picnic,La He Vuelto a Ver,2019-02-15
2077,boom boom kid,Poseidotica,Ladrones del Mundo Unanse,2019-12-25
2078,boom boom kid,Isla de los Estados,También Extrañan a Size,2019-02-01
2079,boom boom kid,Il Carlo,(In Your) New Life,2004-12-14
2080,boom boom kid,Il Carlo,Maria Elena,2004-12-14
2081,boom boom kid,Il Carlo,"Mi-Mi, La-La",2004-12-14
2082,boom boom kid,Palo Pandolfo,La Rebelde (Es América Mujer),2013-04-30
2083,boom boom kid,Kumbia Queers,Si Pudiera,2015-07-08
2084,Joan Sprei,Picnic,La Pachanga (Que Reviente el Pary),2020-12-18
2085,Joan Sprei,Agus Cassano,La Pachanga (Que Reviente el Pary),2020-12-18
2086,Joan Sprei,Vilma Palma e Vampiros,La Pachanga (Que Reviente el Pary),2020-12-18
2087,Andrés Calamaro,Andy Chango,"Los demonios (feat. Guille Martín, Andy Chango)",2022-10-21
2088,Andrés Calamaro,Andy Chango,"Gin Tonic Time (feat. Jaime Urrutia, Andy Chango)",2022-10-21
2089,Andrés Calamaro,Andy Chango,Voy a la playa (feat. Andrés Calamaro),1999-01-15
2090,Andrés Calamaro,Ciro Fogliatta,Dig It (feat. Ciro Fogliatta),2022-10-21
2091,Andrés Calamaro,Ciro Fogliatta,Looking the World Over,2003-02-02
2092,Andrés Calamaro,Alejandro Lerner,Bajan (feat. Alejandro Lerner),2022-10-21
2093,Andrés Calamaro,Alejandro Lerner,Juntos para Siempre,2019-10-04
2094,Andrés Calamaro,Fito Paez,Barcos (feat. Fito Páez),2022-10-21
2095,Andrés Calamaro,Poli y Prietto,Palmeras,2018-08-06
2096,Andrés Calamaro,Poli y Prietto,Historia De Un Amor,2018-08-06
2097,Andrés Calamaro,Poli y Prietto,Témpanos Lejanos,2018-08-06
2098,Andrés Calamaro,Poli y Prietto,"Guitarras, Lloren Guitarras",2018-08-06
2099,Andrés Calamaro,Poli y Prietto,Veinte Años,2018-08-06
2100,Andrés Calamaro,Poli y Prietto,Perfidia,2018-08-06
2101,Andrés Calamaro,Poli y Prietto,Mis Noches Sin Ti,2018-08-06
2102,Andrés Calamaro,Poli y Prietto,Si No Te Vas,2018-08-06
2103,Andrés Calamaro,Poli y Prietto,Cigarrillos,2018-08-06
2104,Andrés Calamaro,Gustavo Santaolalla,Veinte Años,2018-08-06
2105,Andrés Calamaro,Los Abuelos De La Nada,Así Es El Calor,2002-01-01
2106,Andrés Calamaro,Los Abuelos De La Nada,Sin Gamulán,2002-01-01
2107,Andrés Calamaro,Los Abuelos De La Nada,Mil Horas,2002-01-01
2108,Andrés Calamaro,Los Abuelos De La Nada,Levantando Temperatura,2002-01-01
2109,Andrés Calamaro,Los Abuelos De La Nada,Hombre Lobo,2002-01-01
2110,Andrés Calamaro,Los Abuelos De La Nada,Lunes Por La Madrugada,1988-01-01
2111,Andrés Calamaro,Daniel Melingo,Lejos,1997-01-01
2112,Andrés Calamaro,Javier Calamaro,Este Minuto,2010-12-28
2113,Andrés Calamaro,Javier Calamaro,No Me Nombres,2003-09-19
2114,Andrés Calamaro,Ratones Paranoicos,Para Siempre,2006-10-17
2115,Andrés Calamaro,Ratones Paranoicos,Para Siempre - Vivo,2000
2116,Andrés Calamaro,Ariel Rot,Cenizas en el aire (con Andrés Calamaro),2007-04-17
2117,Andrés Calamaro,Ariel Rot,Canción para vagabundos (feat. Andy Chango y Andrés Calamaro),2003-04-25
2118,Andrés Calamaro,Pappo,Mi Vieja,2014-02-09
2119,Andrés Calamaro,Pappo,Nunca Lo Sabran,2014-01-09
2120,La Mona Jimenez,Alejandro Lerner,Solo Te Quiero Cantar,2012
2121,La Mona Jimenez,Alejandro Lerner,Todo a Pulmón,2018-09-14
2122,La Mona Jimenez,Palito Ortega,Con Tigo la Flor,2012
2123,La Mona Jimenez,Palito Ortega,Educando a Nina,2016-06-24
2124,La Mona Jimenez,Raúl Lavié,El Metejón,2012
2125,La Mona Jimenez,Luciano Pereyra,Espejo Gris,2012
2126,La Mona Jimenez,Carli Jiménez,Fernet Con Cola,2012
2127,La Mona Jimenez,Carli Jiménez,El Chucule,1987
2128,La Mona Jimenez,Carli Jiménez,Rompiendo los Huevos,2019-12-03
2129,La Mona Jimenez,Carli Jiménez,Enfrentados,2018-09-28
2130,La Mona Jimenez,Javier Calamaro,Revolución,2012
